	step	PT	UMAP1	UMAP2	lin	RT	lin2	RT_m	step_id
164	164	35.35451758	-3.8895211	9.187145	mes2	Gastd7	Mesoderm Gastd7	162.96	164:mes2
165	165	35.85110705050505	-3.908498	9.139391	mes2	Gastd7	Mesoderm Gastd7	164.84848484848484	165:mes2
1	1	0.3725373316	11.126464	4.5995846	mes3	mESCs	Pluripotent mESCs	0.0	1:mes3
2	2	0.46334159890000004	11.385221	4.5090275	mes3	mESCs	Pluripotent mESCs	0.0	2:mes3
3	3	0.5417578815	11.454574	4.386492	mes3	mESCs	Pluripotent mESCs	0.0	3:mes3
4	4	0.6055707372000001	11.645337	4.233151	mes3	mESCs	Pluripotent mESCs	0.0	4:mes3
5	5	0.6706454019999998	11.506994	4.3826466	mes3	mESCs	Pluripotent mESCs	0.0	5:mes3
6	6	0.7386451256000002	11.550562	4.3902154	mes3	mESCs	Pluripotent mESCs	0.0	6:mes3
7	7	0.8075167897	11.470323	4.2688046	mes3	mESCs	Pluripotent mESCs	1.68	7:mes3
8	8	0.8892268190999999	11.498241	4.3284016	mes3	mESCs	Pluripotent mESCs	0.0	8:mes3
9	9	0.9661944036	11.29548	4.487218	mes3	mESCs	Pluripotent mESCs	0.0	9:mes3
10	10	1.0492609179999999	11.36153	4.3545885	mes3	mESCs	Pluripotent mESCs	1.44	10:mes3
11	11	1.137803718	11.354447	4.504107	mes3	mESCs	Pluripotent mESCs	1.44	11:mes3
12	12	1.227428264	11.315815	4.5416374	mes3	mESCs	Pluripotent mESCs	0.0	12:mes3
13	13	1.3203625509999997	11.403002	4.5173097	mes3	mESCs	Pluripotent mESCs	0.0	13:mes3
14	14	1.4210018569999996	11.468866	4.455546	mes3	mESCs	Pluripotent mESCs	0.0	14:mes3
15	15	1.5259784980000004	11.281655	4.502635	mes3	mESCs	Pluripotent mESCs	1.68	15:mes3
16	16	1.6214562569999995	11.460884	4.391166	mes3	mESCs	Pluripotent mESCs	1.44	16:mes3
17	17	1.721798215	11.486903	4.175813	mes3	mESCs	Pluripotent mESCs	3.36	17:mes3
18	18	1.816995278	11.476799	4.470221	mes3	mESCs	Pluripotent mESCs	2.64	18:mes3
19	19	1.920784677	11.554338	4.392248	mes3	mESCs	Pluripotent mESCs	0.0	19:mes3
20	20	2.006427672	11.548886	4.3445506	mes3	mESCs	Pluripotent mESCs	0.0	20:mes3
21	21	2.10145923	11.530478	4.4519396	mes3	mESCs	Pluripotent mESCs	0.0	21:mes3
22	22	2.1946430030000004	11.43274	4.47545	mes3	mESCs	Pluripotent mESCs	0.0	22:mes3
23	23	2.3239184020000003	11.602614	4.289101	mes3	mESCs	Pluripotent mESCs	0.0	23:mes3
24	24	2.4696848599999996	11.622875	4.3315663	mes3	mESCs	Pluripotent mESCs	0.0	24:mes3
25	25	2.6109142509999996	11.652009	4.354657	mes3	mESCs	Pluripotent mESCs	1.68	25:mes3
26	26	2.7320748490000004	11.554913	4.2695875	mes3	mESCs	Pluripotent mESCs	0.72	26:mes3
27	27	2.855737008	11.775082	4.2496943	mes3	mESCs	Pluripotent mESCs	0.0	27:mes3
28	28	2.998822895	11.653786	4.283058	mes3	mESCs	Pluripotent mESCs	1.68	28:mes3
29	29	3.1864833550000005	11.6576	4.4459653	mes3	mESCs	Pluripotent mESCs	0.0	29:mes3
30	30	3.335302126	11.74118	4.4125	mes3	mESCs	Pluripotent mESCs	0.0	30:mes3
31	31	3.513640805	11.768203	4.3063445	mes3	mESCs	Pluripotent mESCs	0.0	31:mes3
32	32	3.739240205	11.801035	4.2976055	mes3	mESCs	Pluripotent mESCs	1.2	32:mes3
33	33	3.9936504119999996	11.675153	4.303569	mes3	mESCs	Pluripotent mESCs	1.2	33:mes3
34	34	4.2354350389999995	11.8568535	4.217493	mes3	mESCs	Pluripotent mESCs	0.0	34:mes3
35	35	4.533736216	11.725695	4.132668	mes3	mESCs	Pluripotent mESCs	5.76	35:mes3
36	36	4.955100076	11.760181	4.337682	mes3	mESCs	Pluripotent mESCs	1.44	36:mes3
37	37	5.805180276	11.845388	4.22457	mes3	mESCs	Pluripotent mESCs	0.0	37:mes3
38	38	11.303958404000003	9.567925	4.778676	mes3	mESCs	Pluripotent mESCs	13.44	38:mes3
39	39	21.984440579999998	6.0552607	5.3099084	mes3	Gastd4	Pluripotent Gastd4	97.44	39:mes3
40	40	24.042572319999998	5.3956842	5.552048	mes3	Gastd3	Pluripotent Gastd3	89.52	40:mes3
41	41	24.827564579999994	5.218709	5.6481886	mes3	Gastd3	Pluripotent Gastd3	87.12	41:mes3
42	42	25.358820310000002	5.1977234	5.68313	mes3	Gastd3	Pluripotent Gastd3	86.64	42:mes3
43	43	25.6841592	5.1109753	5.8182063	mes3	Gastd3	Pluripotent Gastd3	85.2	43:mes3
44	44	25.88310912	5.0853953	5.9219193	mes3	Gastd3	Pluripotent Gastd3	79.92	44:mes3
45	45	26.019628559999997	5.1169124	6.069613	mes3	Gastd3	Pluripotent Gastd3	76.8	45:mes3
46	46	26.129302529999997	5.0107784	6.0676775	mes3	Gastd3	Pluripotent Gastd3	79.68	46:mes3
47	47	26.218603150000003	5.074972	6.205128	mes3	Gastd3	Pluripotent Gastd3	77.76	47:mes3
48	48	26.288100099999998	4.9820924	6.165477	mes3	Gastd3	Pluripotent Gastd3	77.04	48:mes3
49	49	26.35606756	4.8652043	6.132617	mes3	Gastd3	Pluripotent Gastd3	79.2	49:mes3
50	50	26.416733269999998	4.830527	6.069139	mes3	Gastd3	Pluripotent Gastd3	78.24	50:mes3
51	51	26.474303560000003	4.830387	6.2448354	mes3	Gastd3	Pluripotent Gastd3	76.8	51:mes3
52	52	26.525998010000002	4.7510357	6.283523	mes3	Gastd3	Pluripotent Gastd3	76.56	52:mes3
53	53	26.582247040000002	4.638257	6.196054	mes3	Gastd3	Pluripotent Gastd3	78.48	53:mes3
54	54	26.634467299999997	4.5582466	6.314239	mes3	Gastd3	Pluripotent Gastd3	79.2	54:mes3
55	55	26.680373189999997	4.5413914	6.3313813	mes3	Gastd3	Pluripotent Gastd3	77.76	55:mes3
56	56	26.729227809999998	4.3949	6.1575494	mes3	Gastd3	Pluripotent Gastd3	80.64	56:mes3
57	57	26.785483010000004	4.385698	6.1959476	mes3	Gastd3	Pluripotent Gastd3	80.4	57:mes3
58	58	26.83638693	4.428007	6.1098175	mes3	Gastd3	Pluripotent Gastd3	76.56	58:mes3
59	59	26.8861593	4.393895	6.123868	mes3	Gastd3	Pluripotent Gastd3	81.84	59:mes3
60	60	26.93576607	4.2411666	6.245315	mes3	Gastd3	Pluripotent Gastd3	79.2	60:mes3
61	61	26.989787359999994	4.195291	6.2027836	mes3	Gastd3	Pluripotent Gastd3	80.88	61:mes3
62	62	27.04668745	4.032292	6.2063317	mes3	Gastd3	Pluripotent Gastd3	81.12	62:mes3
63	63	27.114810470000002	4.1059732	6.1457105	mes3	Gastd3	Pluripotent Gastd3	80.4	63:mes3
64	64	27.18319011	3.9960105	6.1589274	mes3	Gastd3	Pluripotent Gastd3	81.6	64:mes3
65	65	27.26079961	3.9671595	6.245094	mes3	Gastd3	Pluripotent Gastd3	82.32	65:mes3
66	66	27.34214991	3.7340546	6.029411	mes3	Gastd4	Pluripotent Gastd4	88.32	66:mes3
67	67	27.426093899999998	3.5369015	6.088411	mes3	Gastd4	Pluripotent Gastd4	88.8	67:mes3
68	68	27.541426070000007	3.5048633	6.0323186	mes3	Gastd4	Pluripotent Gastd4	88.56	68:mes3
69	69	27.637966749999997	3.3044152	5.938206	mes3	Gastd4	Pluripotent Gastd4	92.4	69:mes3
70	70	27.762132899999997	3.1101584	5.932404	mes3	Gastd4	Pluripotent Gastd4	94.56	70:mes3
71	71	27.877022280000002	3.0673988	5.732672	mes3	Gastd4	Pluripotent Gastd4	96.24	71:mes3
72	72	27.98073742	3.0583525	5.8634276	mes3	Gastd4	Pluripotent Gastd4	95.52	72:mes3
73	73	28.084704459999998	2.8896146	5.82714	mes3	Gastd4	Pluripotent Gastd4	97.68	73:mes3
74	74	28.171201689999997	2.8535917	5.686205	mes3	Gastd4	Pluripotent Gastd4	98.64	74:mes3
75	75	28.247215649999998	2.828769	5.9997497	mes3	Gastd4	Pluripotent Gastd4	96.72	75:mes3
76	76	28.3126471	2.7720385	5.872037	mes3	Gastd4	Pluripotent Gastd4	98.64	76:mes3
77	77	28.373825150000002	2.7862725	5.866853	mes3	Gastd4	Pluripotent Gastd4	98.4	77:mes3
78	78	28.4295103	2.7014163	5.6532855	mes3	Gastd4	Pluripotent Gastd4	96.72	78:mes3
79	79	28.474685290000004	2.6069705	5.5361376	mes3	Gastd4	Pluripotent Gastd4	97.44	79:mes3
80	80	28.519810900000003	2.6789768	5.7282147	mes3	Gastd4	Pluripotent Gastd4	96.72	80:mes3
81	81	28.556550790000003	2.5822625	5.8149376	mes3	Gastd4	Pluripotent Gastd4	98.4	81:mes3
82	82	28.589982770000002	2.6249313	5.806022	mes3	Gastd4	Pluripotent Gastd4	98.16	82:mes3
83	83	28.625029429999998	2.4333136	5.7456884	mes3	Gastd4	Pluripotent Gastd4	100.08	83:mes3
84	84	28.663288379999997	2.4631004	5.934525	mes3	Gastd4	Pluripotent Gastd4	98.4	84:mes3
85	85	28.703096889999998	2.5156689	5.9249654	mes3	Gastd4	Pluripotent Gastd4	97.68	85:mes3
86	86	28.73977593	2.329377	5.7032304	mes3	Gastd4	Pluripotent Gastd4	99.12	86:mes3
87	87	28.782585570000002	2.51658	6.023708	mes3	Gastd4	Pluripotent Gastd4	96.96	87:mes3
88	88	28.8199973	2.4300952	5.6976295	mes3	Gastd4	Pluripotent Gastd4	97.92	88:mes3
89	89	28.85946704	2.4045224	5.790198	mes3	Gastd4	Pluripotent Gastd4	97.2	89:mes3
90	90	28.902419590000004	2.2894447	5.776686	mes3	Gastd4	Pluripotent Gastd4	98.4	90:mes3
91	91	28.94331007	2.229822	5.6951995	mes3	Gastd4	Pluripotent Gastd4	97.68	91:mes3
92	92	28.982267210000003	2.2384934	5.9722166	mes3	Gastd4	Pluripotent Gastd4	98.88	92:mes3
93	93	29.023226659999995	2.1899862	6.0049725	mes3	Gastd4	Pluripotent Gastd4	99.36	93:mes3
94	94	29.060248549999997	2.1473534	5.9228406	mes3	Gastd4	Pluripotent Gastd4	97.68	94:mes3
95	95	29.098301449999997	2.1987085	5.920977	mes3	Gastd4	Pluripotent Gastd4	97.44	95:mes3
96	96	29.144031709999993	2.0493634	5.93532	mes3	Gastd4	Pluripotent Gastd4	98.16	96:mes3
97	97	29.19219834	2.0346732	6.396829	mes3	Gastd4	Pluripotent Gastd4	98.4	97:mes3
98	98	29.239320359999997	1.9385241	6.057528	mes3	Gastd4	Pluripotent Gastd4	99.6	98:mes3
99	99	29.284621780000002	1.9589739	6.1213613	mes3	Gastd4	Pluripotent Gastd4	99.6	99:mes3
100	100	29.336688010000003	1.7450138	6.1920915	mes3	Gastd4	Pluripotent Gastd4	100.08	100:mes3
101	101	29.400153190000005	1.7612756	6.0462456	mes3	Gastd4	Pluripotent Gastd4	100.8	101:mes3
102	102	29.457957480000005	1.8419577	6.4121494	mes3	Gastd4	Pluripotent Gastd4	100.56	102:mes3
103	103	29.520281190000002	1.6520066	6.510784	mes3	Gastd4	Pluripotent Gastd4	101.04	103:mes3
104	104	29.59870739	1.5224757	6.7986336	mes3	Gastd4	Mesoderm Gastd4	102.0	104:mes3
105	105	29.67080424	1.5008497	6.7154894	mes3	Gastd4	Mesoderm Gastd4	107.52	105:mes3
106	106	29.740151469999997	1.3968854	6.9436836	mes3	Gastd4	Mesoderm Gastd4	102.96	106:mes3
107	107	29.81560708	1.3556111	7.216951	mes3	Gastd4	Mesoderm Gastd4	103.2	107:mes3
108	108	29.887426490000003	1.342872	7.298656	mes3	Gastd4	Mesoderm Gastd4	106.32	108:mes3
109	109	29.966457979999994	1.182577	7.4315047	mes3	Gastd4	Mesoderm Gastd4	106.8	109:mes3
110	110	30.042540159999998	1.0544653	7.576254	mes3	Gastd4	Mesoderm Gastd4	107.28	110:mes3
111	111	30.115246990000006	1.1000397	7.839007	mes3	Gastd4	Mesoderm Gastd4	105.36	111:mes3
112	112	30.204136300000005	1.1832051	8.069618	mes3	Gastd4	Mesoderm Gastd4	104.64	112:mes3
113	113	30.295153569999997	1.0075446	7.9966774	mes3	Gastd4	Mesoderm Gastd4	108.0	113:mes3
114	114	30.38625737	0.95379823	8.011811	mes3	Gastd4	Mesoderm Gastd4	105.6	114:mes3
115	115	30.469349750000003	0.9883631	8.329572	mes3	Gastd4	Mesoderm Gastd4	103.2	115:mes3
116	116	30.57472554	0.94675165	8.399661	mes3	Gastd4	Mesoderm Gastd4	104.88	116:mes3
117	117	30.703518910000003	1.180104	8.540734	mes3	Gastd4	Mesoderm Gastd4	103.68	117:mes3
118	118	30.829317009999997	1.2015058	8.782675	mes3	Gastd4	Mesoderm Gastd4	104.88	118:mes3
119	119	30.990926449999996	1.2571883	9.086673	mes3	Gastd4	Mesoderm Gastd4	107.04	119:mes3
120	120	31.16575938	1.1561602	8.918505	mes3	Gastd4	Mesoderm Gastd4	110.88	120:mes3
121	121	31.386302869999998	1.1300137	8.821013	mes3	Gastd4	Mesoderm Gastd4	113.52	121:mes3
122	122	31.6579324	1.3468913	9.186159	mes3	Gastd4	Mesoderm Gastd4	111.6	122:mes3
123	123	32.143807429999995	1.1000032	9.110944	mes3	Gastd5	Mesoderm Gastd5	123.6	123:mes3
124	124	32.815934569999996	0.9678157	9.5540285	mes3	Gastd5	Mesoderm Gastd5	133.44	124:mes3
125	125	33.46424433999999	0.7514632	10.35796	mes3	Gastd7	Mesoderm Gastd6	143.28	125:mes3
126	126	39.42197629	-0.00093913137	10.7770815	mes3	Gastd5	Mesoderm Gastd5	126.24	126:mes3
127	127	50.84995306	-0.47843316	12.138409	mes3	Gastd5	Mesoderm Gastd5	126.24	127:mes3
128	128	59.79193243	-0.4100086	12.58576	mes3	Gastd5	Mesoderm Gastd5	134.4	128:mes3
129	129	67.04119355	-0.32982078	12.963017	mes3	Gastd6	Mesoderm Gastd6	142.56	129:mes3
130	130	72.89968023	-0.0974784	13.275252	mes3	Gastd6	Mesoderm Gastd6	147.6	130:mes3
131	131	79.63840768	-0.18490152	13.685115	mes3	Gastd7	Mesoderm Gastd7	156.0	131:mes3
1	1	0.3725373316	11.126464	4.5995846	endo1	mESCs	Pluripotent mESCs	0.0	1:endo1
2	2	0.46334159890000004	11.385221	4.5090275	endo1	mESCs	Pluripotent mESCs	0.0	2:endo1
3	3	0.5417578815	11.454574	4.386492	endo1	mESCs	Pluripotent mESCs	0.0	3:endo1
4	4	0.6055707372000001	11.645337	4.233151	endo1	mESCs	Pluripotent mESCs	0.0	4:endo1
5	5	0.6706454019999998	11.506994	4.3826466	endo1	mESCs	Pluripotent mESCs	0.0	5:endo1
6	6	0.7386451256000002	11.550562	4.3902154	endo1	mESCs	Pluripotent mESCs	0.0	6:endo1
7	7	0.8075167897	11.470323	4.2688046	endo1	mESCs	Pluripotent mESCs	1.68	7:endo1
8	8	0.8892268190999999	11.498241	4.3284016	endo1	mESCs	Pluripotent mESCs	0.0	8:endo1
9	9	0.9661944036	11.29548	4.487218	endo1	mESCs	Pluripotent mESCs	0.0	9:endo1
10	10	1.0492609179999999	11.36153	4.3545885	endo1	mESCs	Pluripotent mESCs	1.44	10:endo1
11	11	1.137803718	11.354447	4.504107	endo1	mESCs	Pluripotent mESCs	1.44	11:endo1
12	12	1.227428264	11.315815	4.5416374	endo1	mESCs	Pluripotent mESCs	0.0	12:endo1
13	13	1.3203625509999997	11.403002	4.5173097	endo1	mESCs	Pluripotent mESCs	0.0	13:endo1
14	14	1.4210018569999996	11.468866	4.455546	endo1	mESCs	Pluripotent mESCs	0.0	14:endo1
15	15	1.5259784980000004	11.281655	4.502635	endo1	mESCs	Pluripotent mESCs	1.68	15:endo1
16	16	1.6214562569999995	11.460884	4.391166	endo1	mESCs	Pluripotent mESCs	1.44	16:endo1
17	17	1.721798215	11.486903	4.175813	endo1	mESCs	Pluripotent mESCs	3.36	17:endo1
18	18	1.816995278	11.476799	4.470221	endo1	mESCs	Pluripotent mESCs	2.64	18:endo1
19	19	1.920784677	11.554338	4.392248	endo1	mESCs	Pluripotent mESCs	0.0	19:endo1
20	20	2.006427672	11.548886	4.3445506	endo1	mESCs	Pluripotent mESCs	0.0	20:endo1
21	21	2.10145923	11.530478	4.4519396	endo1	mESCs	Pluripotent mESCs	0.0	21:endo1
22	22	2.1946430030000004	11.43274	4.47545	endo1	mESCs	Pluripotent mESCs	0.0	22:endo1
23	23	2.3239184020000003	11.602614	4.289101	endo1	mESCs	Pluripotent mESCs	0.0	23:endo1
24	24	2.4696848599999996	11.622875	4.3315663	endo1	mESCs	Pluripotent mESCs	0.0	24:endo1
25	25	2.6109142509999996	11.652009	4.354657	endo1	mESCs	Pluripotent mESCs	1.68	25:endo1
26	26	2.7320748490000004	11.554913	4.2695875	endo1	mESCs	Pluripotent mESCs	0.72	26:endo1
27	27	2.855737008	11.775082	4.2496943	endo1	mESCs	Pluripotent mESCs	0.0	27:endo1
28	28	2.998822895	11.653786	4.283058	endo1	mESCs	Pluripotent mESCs	1.68	28:endo1
29	29	3.1864833550000005	11.6576	4.4459653	endo1	mESCs	Pluripotent mESCs	0.0	29:endo1
30	30	3.335302126	11.74118	4.4125	endo1	mESCs	Pluripotent mESCs	0.0	30:endo1
31	31	3.513640805	11.768203	4.3063445	endo1	mESCs	Pluripotent mESCs	0.0	31:endo1
32	32	3.739240205	11.801035	4.2976055	endo1	mESCs	Pluripotent mESCs	1.2	32:endo1
33	33	3.9936504119999996	11.675153	4.303569	endo1	mESCs	Pluripotent mESCs	1.2	33:endo1
34	34	4.2354350389999995	11.8568535	4.217493	endo1	mESCs	Pluripotent mESCs	0.0	34:endo1
35	35	4.533736216	11.725695	4.132668	endo1	mESCs	Pluripotent mESCs	5.76	35:endo1
36	36	4.955100076	11.760181	4.337682	endo1	mESCs	Pluripotent mESCs	1.44	36:endo1
37	37	5.805180276	11.845388	4.22457	endo1	mESCs	Pluripotent mESCs	0.0	37:endo1
38	38	11.636998064	9.617658	4.7694607	endo1	mESCs	Pluripotent mESCs	12.96	38:endo1
39	39	22.968428109999994	5.7650037	5.4356256	endo1	Gastd4	Pluripotent Gastd4	90.96	39:endo1
40	40	24.518450970000004	5.5268774	5.5333753	endo1	Gastd3	Pluripotent Gastd3	84.72	40:endo1
41	41	25.171129329999996	5.3150206	5.7962346	endo1	Gastd3	Pluripotent Gastd3	86.88	41:endo1
42	42	25.622997210000005	5.3077846	5.7628407	endo1	Gastd3	Pluripotent Gastd3	84.0	42:endo1
43	43	25.857368219999998	5.1821766	5.946703	endo1	Gastd3	Pluripotent Gastd3	78.96	43:endo1
44	44	26.013855949999996	5.149287	6.075464	endo1	Gastd3	Pluripotent Gastd3	76.8	44:endo1
45	45	26.133399269999998	5.1803308	6.0816503	endo1	Gastd3	Pluripotent Gastd3	77.76	45:endo1
46	46	26.22737547	5.1365376	6.192428	endo1	Gastd3	Pluripotent Gastd3	78.48	46:endo1
47	47	26.302427450000003	5.046521	6.18842	endo1	Gastd3	Pluripotent Gastd3	76.32	47:endo1
48	48	26.37409263	4.93326	6.0572386	endo1	Gastd3	Pluripotent Gastd3	77.76	48:endo1
49	49	26.435820180000004	4.9312925	6.1060796	endo1	Gastd3	Pluripotent Gastd3	75.6	49:endo1
50	50	26.495501400000002	4.8527045	6.324953	endo1	Gastd3	Pluripotent Gastd3	77.04	50:endo1
51	51	26.549462140000006	4.7416673	6.2610893	endo1	Gastd3	Pluripotent Gastd3	76.56	51:endo1
52	52	26.61104844	4.707345	6.219528	endo1	Gastd3	Pluripotent Gastd3	78.72	52:endo1
53	53	26.660491610000005	4.6161647	6.291598	endo1	Gastd3	Pluripotent Gastd3	79.2	53:endo1
54	54	26.709338350000003	4.529552	6.1740932	endo1	Gastd3	Pluripotent Gastd3	78.0	54:endo1
55	55	26.76754048	4.428408	6.1988654	endo1	Gastd3	Pluripotent Gastd3	78.48	55:endo1
56	56	26.82334734	4.433131	6.1448455	endo1	Gastd3	Pluripotent Gastd3	77.04	56:endo1
57	57	26.872729919999998	4.3954887	6.096327	endo1	Gastd3	Pluripotent Gastd3	79.68	57:endo1
58	58	26.925393009999997	4.3845615	6.3219347	endo1	Gastd3	Pluripotent Gastd3	77.76	58:endo1
59	59	26.98415378	4.3031316	6.2294006	endo1	Gastd3	Pluripotent Gastd3	78.24	59:endo1
60	60	27.045724380000006	4.2029085	6.2293825	endo1	Gastd3	Pluripotent Gastd3	79.2	60:endo1
61	61	27.118651769999996	4.2429566	6.192686	endo1	Gastd3	Pluripotent Gastd3	78.72	61:endo1
62	62	27.19609859	4.168777	6.236236	endo1	Gastd3	Pluripotent Gastd3	78.96	62:endo1
63	63	27.286598610000006	4.1339426	6.393932	endo1	Gastd3	Pluripotent Gastd3	82.56	63:endo1
64	64	27.38902965	3.9410415	6.160307	endo1	Gastd3	Pluripotent Gastd3	83.28	64:endo1
65	65	27.524948530000003	3.8280497	6.1206164	endo1	Gastd3	Pluripotent Gastd3	83.04	65:endo1
66	66	27.68030276	3.6406126	6.179582	endo1	Gastd4	Pluripotent Gastd4	86.64	66:endo1
67	67	27.900114359999996	3.4806626	6.179917	endo1	Gastd4	Pluripotent Gastd4	91.2	67:endo1
68	68	28.160396029999998	3.104816	6.2919135	endo1	Gastd4	Pluripotent Gastd4	94.56	68:endo1
69	69	28.58035538	2.9286695	6.374163	endo1	Gastd4	Pluripotent Gastd4	91.92	69:endo1
70	70	29.697093679999995	2.7782865	8.437099	endo1	Gastd3	Pluripotent Gastd3	104.64	70:endo1
71	71	31.891202449999994	2.2946172	11.090559	endo1	Gastd5	Endoderm Gastd5	126.96	71:endo1
72	72	33.168587079999995	2.28249	11.597678	endo1	Gastd4	Endoderm Gastd4	130.8	72:endo1
73	73	34.190750019999996	2.674551	11.538967	endo1	Gastd4	Endoderm Gastd4	120.96	73:endo1
74	74	35.030814969999994	2.9236524	11.514091	endo1	Gastd4	Endoderm Gastd4	114.24	74:endo1
75	75	35.79070275	3.0769415	11.551841	endo1	Gastd4	Endoderm Gastd4	114.0	75:endo1
76	76	36.47731711	3.1520832	11.816777	endo1	Gastd4	Endoderm Gastd4	115.44	76:endo1
77	77	37.08738569	3.0926778	12.063939	endo1	Gastd5	Endoderm Gastd5	121.2	77:endo1
78	78	37.68134567	3.1194134	12.187603	endo1	Gastd5	Endoderm Gastd5	121.68	78:endo1
79	79	38.26914172	3.068854	12.399854	endo1	Gastd5	Endoderm Gastd5	126.96	79:endo1
80	80	38.8160521	3.2250195	12.531253	endo1	Gastd5	Endoderm Gastd5	127.92	80:endo1
81	81	39.44761314	3.1333663	12.653291	endo1	Gastd5	Endoderm Gastd5	133.44	81:endo1
82	82	40.037206069999996	3.294024	12.813899	endo1	Gastd5	Endoderm Gastd5	139.44	82:endo1
83	83	40.534840370000005	3.353571	12.905569	endo1	Gastd5	Endoderm Gastd5	138.72	83:endo1
84	84	41.117342	3.260107	13.1627245	endo1	Gastd6	Endoderm Gastd6	143.04	84:endo1
85	85	41.646162970000006	3.2353332	13.433392	endo1	Gastd6	Endoderm Gastd6	145.2	85:endo1
86	86	42.12165590000001	3.1642852	13.526262	endo1	Gastd6	Endoderm Gastd6	146.88	86:endo1
87	87	42.54393510999999	3.117282	13.745291	endo1	Gastd6	Endoderm Gastd6	150.24	87:endo1
88	88	42.94028981	3.1896245	13.786463	endo1	Gastd6	Endoderm Gastd6	150.24	88:endo1
89	89	43.31211149000001	3.0254202	13.993695	endo1	Gastd7	Endoderm Gastd7	152.4	89:endo1
90	90	43.66127704	2.9415894	14.036455	endo1	Gastd7	Endoderm Gastd7	153.6	90:endo1
91	91	43.96486925999999	3.0032651	14.106638	endo1	Gastd7	Endoderm Gastd7	154.56	91:endo1
92	92	44.22503643	2.9019659	14.112575	endo1	Gastd7	Endoderm Gastd7	153.36	92:endo1
93	93	44.54061908	2.7859354	14.292101	endo1	Gastd7	Endoderm Gastd7	154.56	93:endo1
94	94	44.84555508999999	2.9423842	14.29598	endo1	Gastd7	Endoderm Gastd7	157.44	94:endo1
95	95	45.23358833	2.6321397	14.38501	endo1	Gastd7	Endoderm Gastd7	156.48	95:endo1
96	96	45.617686809999995	2.4413161	14.4660425	endo1	Gastd7	Endoderm Gastd7	158.88	96:endo1
97	97	46.22202221	2.3147378	14.603499	endo1	Gastd7	Endoderm Gastd7	161.04	97:endo1
