	step	PT	UMAP1	UMAP2	lin	RT	lin2	RT_m	step_id
94	94	29.076135179999998	2.1356337	5.6685424	ect2	Gastd4	Pluripotent Gastd4	100.56	94:ect2
95	95	29.118298489999997	2.036791	5.6362915	ect2	Gastd4	Pluripotent Gastd4	100.08	95:ect2
96	96	29.167689890000002	1.9210237	5.731805	ect2	Gastd4	Pluripotent Gastd4	101.28	96:ect2
97	97	29.217256479999996	1.9002413	5.6861877	ect2	Gastd4	Pluripotent Gastd4	102.48	97:ect2
98	98	29.26524522	1.8685378	5.604971	ect2	Gastd4	Pluripotent Gastd4	103.2	98:ect2
99	99	29.306633540000004	1.6491143	5.547085	ect2	Gastd4	Pluripotent Gastd4	106.08	99:ect2
100	100	29.356913449999997	1.57161	5.4796295	ect2	Gastd4	Pluripotent Gastd4	105.12	100:ect2
101	101	29.41267463	1.4703373	5.2750726	ect2	Gastd4	Pluripotent Gastd4	107.76	101:ect2
102	102	29.46549416	1.5662546	5.3852587	ect2	Gastd4	Pluripotent Gastd4	109.2	102:ect2
103	103	29.516457319999994	1.3417934	5.401943	ect2	Gastd5	Ectoderm Gastd5	109.2	103:ect2
104	104	29.569226920000002	1.1048589	5.214628	ect2	Gastd5	Ectoderm Gastd5	114.96	104:ect2
105	105	29.618887269999995	1.0703639	5.2366853	ect2	Gastd5	Ectoderm Gastd5	116.88	105:ect2
106	106	29.67133726	1.0557711	5.1474767	ect2	Gastd5	Ectoderm Gastd5	117.6	106:ect2
107	107	29.71398089	1.0365468	5.21727	ect2	Gastd5	Ectoderm Gastd5	116.4	107:ect2
108	108	29.762079040000003	0.9436512	4.897974	ect2	Gastd5	Ectoderm Gastd5	117.36	108:ect2
109	109	29.81205191	0.97871345	5.0764995	ect2	Gastd5	Ectoderm Gastd5	119.52	109:ect2
110	110	29.867708409999995	0.99841356	4.8621483	ect2	Gastd5	Ectoderm Gastd5	116.88	110:ect2
111	111	29.91909987000001	0.9626203	4.785181	ect2	Gastd5	Ectoderm Gastd5	119.28	111:ect2
112	112	29.984380089999995	0.81204623	4.6862965	ect2	Gastd5	Ectoderm Gastd5	122.88	112:ect2
113	113	30.055296979999998	0.76892114	4.6237283	ect2	Gastd5	Ectoderm Gastd5	120.24	113:ect2
114	114	30.149218879999992	0.82962453	4.3409586	ect2	Gastd5	Ectoderm Gastd5	120.48	114:ect2
115	115	30.237293369999996	0.74792176	4.2532907	ect2	Gastd5	Ectoderm Gastd5	123.12	115:ect2
116	116	30.339348450000003	0.59663004	4.030152	ect2	Gastd5	Ectoderm Gastd5	122.16	116:ect2
117	117	30.430507529999996	0.75833344	3.7911642	ect2	Gastd5	Ectoderm Gastd5	122.4	117:ect2
118	118	30.515946579999994	0.6726502	3.759997	ect2	Gastd5	Ectoderm Gastd5	123.6	118:ect2
119	119	30.60373656	0.5613202	3.594594	ect2	Gastd5	Ectoderm Gastd5	128.16	119:ect2
120	120	30.690254299999996	0.53042966	3.3893096	ect2	Gastd5	Ectoderm Gastd5	127.44	120:ect2
121	121	30.794576610000004	0.48397335	3.3757927	ect2	Gastd5	Ectoderm Gastd5	128.88	121:ect2
122	122	30.886562360000003	0.52059686	3.4926014	ect2	Gastd5	Ectoderm Gastd5	130.32	122:ect2
123	123	30.983401819999997	0.6426275	3.2499065	ect2	Gastd5	Ectoderm Gastd5	125.76	123:ect2
124	124	31.062876000000003	0.5566031	3.1002746	ect2	Gastd5	Ectoderm Gastd5	126.24	124:ect2
125	125	31.15384402	0.55811286	3.1200552	ect2	Gastd5	Ectoderm Gastd5	128.4	125:ect2
126	126	31.24782663999999	0.5322054	3.1135247	ect2	Gastd5	Ectoderm Gastd5	126.24	126:ect2
127	127	31.327931470000003	0.5797918	2.732954	ect2	Gastd5	Ectoderm Gastd5	125.76	127:ect2
128	128	31.422131330000003	0.5430938	2.809484	ect2	Gastd6	Ectoderm Gastd5	128.88	128:ect2
129	129	31.51688449	0.6544778	2.8397667	ect2	Gastd5	Ectoderm Gastd5	126.48	129:ect2
130	130	31.63080834	0.4660629	2.6135862	ect2	Gastd5	Ectoderm Gastd5	132.0	130:ect2
131	131	31.738517780000002	0.5261255	2.4462695	ect2	Gastd5	Ectoderm Gastd5	130.8	131:ect2
132	132	31.85914332	0.7472751	2.5533602	ect2	Gastd5	Ectoderm Gastd5	132.0	132:ect2
133	133	32.02112657	0.8081493	2.345102	ect2	Gastd5	Ectoderm Gastd5	131.28	133:ect2
134	134	32.23483694	0.7399033	2.100197	ect2	Gastd5	Ectoderm Gastd5	131.04	134:ect2
135	135	32.50117053	1.2667377	1.8264078	ect2	Gastd5	Ectoderm Gastd5	132.96	135:ect2
136	136	32.77354355	1.4023205	1.5060314	ect2	Gastd6	Ectoderm Gastd6	140.4	136:ect2
137	137	33.122329689999994	1.6989434	1.1390742	ect2	Gastd6	Ectoderm Gastd6	149.04	137:ect2
138	138	33.509882590000004	1.9320031	1.0448549	ect2	Gastd7	Ectoderm Gastd7	156.0	138:ect2
139	139	33.902850140000005	2.1418178	0.7730307	ect2	Gastd7	Ectoderm Gastd7	155.52	139:ect2
140	140	34.26970323	2.2146697	0.58375496	ect2	Gastd7	Ectoderm Gastd7	159.36	140:ect2
141	141	34.69209262	2.5133998	0.34855258	ect2	Gastd7	Ectoderm Gastd7	164.4	141:ect2
142	142	35.23874742	2.584443	0.3080885	ect2	Gastd7	Ectoderm Gastd7	163.2	142:ect2
1	1	0.3725373316	11.126464	4.5995846	ect3	mESCs	Pluripotent mESCs	0.0	1:ect3
2	2	0.46334159890000004	11.385221	4.5090275	ect3	mESCs	Pluripotent mESCs	0.0	2:ect3
3	3	0.5417578815	11.454574	4.386492	ect3	mESCs	Pluripotent mESCs	0.0	3:ect3
4	4	0.6055707372000001	11.645337	4.233151	ect3	mESCs	Pluripotent mESCs	0.0	4:ect3
5	5	0.6706454019999998	11.506994	4.3826466	ect3	mESCs	Pluripotent mESCs	0.0	5:ect3
6	6	0.7386451256000002	11.550562	4.3902154	ect3	mESCs	Pluripotent mESCs	0.0	6:ect3
7	7	0.8075167897	11.470323	4.2688046	ect3	mESCs	Pluripotent mESCs	1.68	7:ect3
8	8	0.8892268190999999	11.498241	4.3284016	ect3	mESCs	Pluripotent mESCs	0.0	8:ect3
9	9	0.9661944036	11.29548	4.487218	ect3	mESCs	Pluripotent mESCs	0.0	9:ect3
10	10	1.0492609179999999	11.36153	4.3545885	ect3	mESCs	Pluripotent mESCs	1.44	10:ect3
11	11	1.137803718	11.354447	4.504107	ect3	mESCs	Pluripotent mESCs	1.44	11:ect3
12	12	1.227428264	11.315815	4.5416374	ect3	mESCs	Pluripotent mESCs	0.0	12:ect3
13	13	1.3203625509999997	11.403002	4.5173097	ect3	mESCs	Pluripotent mESCs	0.0	13:ect3
14	14	1.4210018569999996	11.468866	4.455546	ect3	mESCs	Pluripotent mESCs	0.0	14:ect3
15	15	1.5259784980000004	11.281655	4.502635	ect3	mESCs	Pluripotent mESCs	1.68	15:ect3
16	16	1.6214562569999995	11.460884	4.391166	ect3	mESCs	Pluripotent mESCs	1.44	16:ect3
17	17	1.721798215	11.486903	4.175813	ect3	mESCs	Pluripotent mESCs	3.36	17:ect3
18	18	1.816995278	11.476799	4.470221	ect3	mESCs	Pluripotent mESCs	2.64	18:ect3
19	19	1.920784677	11.554338	4.392248	ect3	mESCs	Pluripotent mESCs	0.0	19:ect3
20	20	2.006427672	11.548886	4.3445506	ect3	mESCs	Pluripotent mESCs	0.0	20:ect3
21	21	2.10145923	11.530478	4.4519396	ect3	mESCs	Pluripotent mESCs	0.0	21:ect3
22	22	2.1946430030000004	11.43274	4.47545	ect3	mESCs	Pluripotent mESCs	0.0	22:ect3
23	23	2.3239184020000003	11.602614	4.289101	ect3	mESCs	Pluripotent mESCs	0.0	23:ect3
24	24	2.4696848599999996	11.622875	4.3315663	ect3	mESCs	Pluripotent mESCs	0.0	24:ect3
25	25	2.6109142509999996	11.652009	4.354657	ect3	mESCs	Pluripotent mESCs	1.68	25:ect3
26	26	2.7320748490000004	11.554913	4.2695875	ect3	mESCs	Pluripotent mESCs	0.72	26:ect3
27	27	2.855737008	11.775082	4.2496943	ect3	mESCs	Pluripotent mESCs	0.0	27:ect3
28	28	2.998822895	11.653786	4.283058	ect3	mESCs	Pluripotent mESCs	1.68	28:ect3
29	29	3.1864833550000005	11.6576	4.4459653	ect3	mESCs	Pluripotent mESCs	0.0	29:ect3
30	30	3.335302126	11.74118	4.4125	ect3	mESCs	Pluripotent mESCs	0.0	30:ect3
31	31	3.513640805	11.768203	4.3063445	ect3	mESCs	Pluripotent mESCs	0.0	31:ect3
32	32	3.739240205	11.801035	4.2976055	ect3	mESCs	Pluripotent mESCs	1.2	32:ect3
33	33	3.9936504119999996	11.675153	4.303569	ect3	mESCs	Pluripotent mESCs	1.2	33:ect3
34	34	4.2354350389999995	11.8568535	4.217493	ect3	mESCs	Pluripotent mESCs	0.0	34:ect3
35	35	4.533736216	11.725695	4.132668	ect3	mESCs	Pluripotent mESCs	5.76	35:ect3
36	36	4.955100076	11.760181	4.337682	ect3	mESCs	Pluripotent mESCs	1.44	36:ect3
37	37	5.805180276	11.845388	4.22457	ect3	mESCs	Pluripotent mESCs	0.0	37:ect3
38	38	11.303958404000003	9.567925	4.778676	ect3	mESCs	Pluripotent mESCs	13.44	38:ect3
39	39	21.984440579999998	6.0552607	5.3099084	ect3	Gastd4	Pluripotent Gastd4	97.44	39:ect3
40	40	24.042572319999998	5.3956842	5.552048	ect3	Gastd3	Pluripotent Gastd3	89.52	40:ect3
41	41	24.827564579999994	5.218709	5.6481886	ect3	Gastd3	Pluripotent Gastd3	87.12	41:ect3
42	42	25.358820310000002	5.1977234	5.68313	ect3	Gastd3	Pluripotent Gastd3	86.64	42:ect3
43	43	25.6841592	5.1109753	5.8182063	ect3	Gastd3	Pluripotent Gastd3	85.2	43:ect3
44	44	25.88310912	5.0853953	5.9219193	ect3	Gastd3	Pluripotent Gastd3	79.92	44:ect3
45	45	26.019303519999994	5.071642	6.0318775	ect3	Gastd3	Pluripotent Gastd3	77.76	45:ect3
46	46	26.128418909999997	5.017777	6.079577	ect3	Gastd3	Pluripotent Gastd3	79.68	46:ect3
47	47	26.217871730000002	5.0975485	6.1696234	ect3	Gastd3	Pluripotent Gastd3	77.52	47:ect3
48	48	26.288635329999998	5.0213017	6.1234508	ect3	Gastd3	Pluripotent Gastd3	76.32	48:ect3
49	49	26.356933780000006	4.8886485	6.105777	ect3	Gastd3	Pluripotent Gastd3	78.96	49:ect3
50	50	26.4179121	4.838322	6.0697603	ect3	Gastd3	Pluripotent Gastd3	78.24	50:ect3
51	51	26.475446010000006	4.830416	6.245889	ect3	Gastd3	Pluripotent Gastd3	76.8	51:ect3
52	52	26.52702187	4.75881	6.2830215	ect3	Gastd3	Pluripotent Gastd3	76.56	52:ect3
53	53	26.583885649999992	4.702293	6.1427517	ect3	Gastd3	Pluripotent Gastd3	77.76	53:ect3
54	54	26.635905119999993	4.5574284	6.2540307	ect3	Gastd3	Pluripotent Gastd3	79.2	54:ect3
55	55	26.68218225	4.5445232	6.2977233	ect3	Gastd3	Pluripotent Gastd3	78.24	55:ect3
56	56	26.731462739999998	4.414013	6.13193	ect3	Gastd3	Pluripotent Gastd3	80.16	56:ect3
57	57	26.787322439999997	4.3624253	6.182193	ect3	Gastd3	Pluripotent Gastd3	80.88	57:ect3
58	58	26.83784752	4.4219594	6.1228285	ect3	Gastd3	Pluripotent Gastd3	76.8	58:ect3
59	59	26.887685130000005	4.391172	6.133887	ect3	Gastd3	Pluripotent Gastd3	81.6	59:ect3
60	60	26.937468969999994	4.2757607	6.2338214	ect3	Gastd3	Pluripotent Gastd3	78.72	60:ect3
61	61	26.991216209999997	4.169873	6.203882	ect3	Gastd3	Pluripotent Gastd3	80.64	61:ect3
62	62	27.049607779999995	4.0545793	6.1756325	ect3	Gastd3	Pluripotent Gastd3	80.64	62:ect3
63	63	27.117807659999997	4.135271	6.1477427	ect3	Gastd3	Pluripotent Gastd3	80.16	63:ect3
64	64	27.186582330000007	3.9857628	6.1485577	ect3	Gastd3	Pluripotent Gastd3	81.6	64:ect3
65	65	27.26410926	3.9328387	6.2182574	ect3	Gastd3	Pluripotent Gastd3	83.52	65:ect3
66	66	27.345531110000003	3.7296789	6.0358534	ect3	Gastd4	Pluripotent Gastd4	88.32	66:ect3
67	67	27.430333169999997	3.5375178	6.069171	ect3	Gastd4	Pluripotent Gastd4	88.8	67:ect3
68	68	27.54465275	3.4815714	6.025652	ect3	Gastd4	Pluripotent Gastd4	89.28	68:ect3
69	69	27.64310813	3.1994073	5.8629723	ect3	Gastd4	Pluripotent Gastd4	92.4	69:ect3
70	70	27.76900754999999	3.0244071	5.86004	ect3	Gastd4	Pluripotent Gastd4	95.76	70:ect3
71	71	27.885704830000005	3.0458155	5.69601	ect3	Gastd4	Pluripotent Gastd4	96.0	71:ect3
72	72	27.99336014	3.0536313	5.78483	ect3	Gastd4	Pluripotent Gastd4	96.48	72:ect3
73	73	28.098608919999997	2.8243313	5.6865664	ect3	Gastd4	Pluripotent Gastd4	98.16	73:ect3
74	74	28.179391140000007	2.9183805	5.708293	ect3	Gastd4	Pluripotent Gastd4	99.84	74:ect3
75	75	28.255711640000005	2.8178012	5.8656597	ect3	Gastd4	Pluripotent Gastd4	96.48	75:ect3
76	76	28.322097769999996	2.7506897	5.785662	ect3	Gastd4	Pluripotent Gastd4	99.36	76:ect3
77	77	28.385273049999995	2.773154	5.7836437	ect3	Gastd4	Pluripotent Gastd4	98.64	77:ect3
78	78	28.439339599999997	2.6838367	5.617283	ect3	Gastd4	Pluripotent Gastd4	97.68	78:ect3
79	79	28.48501316999999	2.6033955	5.460741	ect3	Gastd4	Pluripotent Gastd4	97.44	79:ect3
80	80	28.528768009999993	2.7017336	5.6749244	ect3	Gastd4	Pluripotent Gastd4	96.72	80:ect3
81	81	28.565472269999997	2.586353	5.698403	ect3	Gastd4	Pluripotent Gastd4	99.6	81:ect3
82	82	28.598377789999994	2.6261415	5.80322	ect3	Gastd4	Pluripotent Gastd4	97.2	82:ect3
83	83	28.637046559999995	2.4932594	5.619585	ect3	Gastd4	Pluripotent Gastd4	99.12	83:ect3
84	84	28.67586858	2.4988003	5.8785644	ect3	Gastd4	Pluripotent Gastd4	97.92	84:ect3
85	85	28.715006849999995	2.4025023	5.7008867	ect3	Gastd4	Pluripotent Gastd4	98.88	85:ect3
86	86	28.75322663	2.382684	5.7470174	ect3	Gastd4	Pluripotent Gastd4	98.16	86:ect3
87	87	28.7969718	2.434588	5.818094	ect3	Gastd4	Pluripotent Gastd4	98.4	87:ect3
88	88	28.832982429999998	2.3677957	5.6482415	ect3	Gastd4	Pluripotent Gastd4	98.4	88:ect3
89	89	28.877409389999993	2.335084	5.5380754	ect3	Gastd4	Pluripotent Gastd4	97.2	89:ect3
90	90	28.919556080000003	2.2379475	5.511165	ect3	Gastd4	Pluripotent Gastd4	99.84	90:ect3
91	91	28.958003210000005	2.2380683	5.7184815	ect3	Gastd4	Pluripotent Gastd4	98.16	91:ect3
92	92	28.998021080000004	2.1513512	5.6928015	ect3	Gastd4	Pluripotent Gastd4	101.04	92:ect3
93	93	29.03894011	2.1420822	5.781119	ect3	Gastd4	Pluripotent Gastd4	99.36	93:ect3
94	94	29.07497506	2.1288357	5.706948	ect3	Gastd4	Pluripotent Gastd4	100.08	94:ect3
95	95	29.117060859999995	2.0664454	5.6773634	ect3	Gastd4	Pluripotent Gastd4	99.6	95:ect3
96	96	29.16599541	1.92508	5.7099733	ect3	Gastd4	Pluripotent Gastd4	101.04	96:ect3
97	97	29.21578572	1.890936	5.652957	ect3	Gastd4	Pluripotent Gastd4	102.72	97:ect3
98	98	29.26352298000001	1.8424679	5.585983	ect3	Gastd4	Pluripotent Gastd4	103.68	98:ect3
99	99	29.304871820000002	1.6497921	5.5284185	ect3	Gastd4	Pluripotent Gastd4	106.08	99:ect3
100	100	29.354617609999995	1.558742	5.453166	ect3	Gastd4	Pluripotent Gastd4	105.36	100:ect3
101	101	29.41073255	1.4810824	5.3329773	ect3	Gastd4	Pluripotent Gastd4	107.76	101:ect3
102	102	29.463176450000002	1.5959505	5.385888	ect3	Gastd4	Pluripotent Gastd4	108.72	102:ect3
103	103	29.514537679999993	1.3458668	5.398444	ect3	Gastd5	Ectoderm Gastd5	108.96	103:ect3
104	104	29.56700709	1.1149403	5.1851587	ect3	Gastd5	Ectoderm Gastd5	115.44	104:ect3
105	105	29.61685213	1.0519402	5.179871	ect3	Gastd5	Ectoderm Gastd5	116.88	105:ect3
106	106	29.66969109	1.0656353	5.1294003	ect3	Gastd5	Ectoderm Gastd5	117.6	106:ect3
107	107	29.71265056	1.0481958	5.1646705	ect3	Gastd5	Ectoderm Gastd5	116.4	107:ect3
108	108	29.75972275	0.97440714	4.8549724	ect3	Gastd5	Ectoderm Gastd5	116.88	108:ect3
109	109	29.809687849999996	1.0053694	5.053148	ect3	Gastd5	Ectoderm Gastd5	118.8	109:ect3
110	110	29.86482937	1.0080762	4.8879037	ect3	Gastd5	Ectoderm Gastd5	116.88	110:ect3
111	111	29.916464629999997	0.9366174	4.757499	ect3	Gastd5	Ectoderm Gastd5	119.04	111:ect3
112	112	29.98099376	0.8359024	4.686397	ect3	Gastd5	Ectoderm Gastd5	122.64	112:ect3
113	113	30.0507731	0.76531714	4.5600414	ect3	Gastd5	Ectoderm Gastd5	120.72	113:ect3
114	114	30.143429769999997	0.8049042	4.253026	ect3	Gastd5	Ectoderm Gastd5	120.72	114:ect3
115	115	30.230043860000002	0.7678883	4.321245	ect3	Gastd5	Ectoderm Gastd5	121.92	115:ect3
116	116	30.3330422	0.6010346	4.024609	ect3	Gastd5	Ectoderm Gastd5	122.16	116:ect3
117	117	30.425168190000004	0.75707304	3.8173835	ect3	Gastd5	Ectoderm Gastd5	122.88	117:ect3
118	118	30.509617010000007	0.69603866	3.7086737	ect3	Gastd5	Ectoderm Gastd5	123.84	118:ect3
119	119	30.59610703	0.536906	3.584269	ect3	Gastd5	Ectoderm Gastd5	128.64	119:ect3
120	120	30.680671960000005	0.52129126	3.4075515	ect3	Gastd5	Ectoderm Gastd5	128.16	120:ect3
121	121	30.78026303	0.4243249	3.3966513	ect3	Gastd5	Ectoderm Gastd5	130.08	121:ect3
122	122	30.87256073	0.4891054	3.3658323	ect3	Gastd5	Ectoderm Gastd5	130.56	122:ect3
123	123	30.961896179999993	0.5343127	3.356514	ect3	Gastd5	Ectoderm Gastd5	128.88	123:ect3
124	124	31.03859602	0.5601022	3.0601509	ect3	Gastd5	Ectoderm Gastd5	127.68	124:ect3
125	125	31.123980349999997	0.45705006	3.1021442	ect3	Gastd6	Ectoderm Gastd6	130.08	125:ect3
126	126	31.20496005	0.40415195	3.0586271	ect3	Gastd5	Ectoderm Gastd6	131.76	126:ect3
127	127	31.281979569999997	0.49029893	2.8761413	ect3	Gastd5	Ectoderm Gastd5	126.24	127:ect3
128	128	31.35784538	0.394411	2.7241523	ect3	Gastd6	Ectoderm Gastd6	130.32	128:ect3
129	129	31.442312029999997	0.37414783	2.7133012	ect3	Gastd6	Ectoderm Gastd6	132.24	129:ect3
130	130	31.51984283	0.42718986	2.7587266	ect3	Gastd5	Ectoderm Gastd5	131.52	130:ect3
131	131	31.6053428	0.2226859	2.4605367	ect3	Gastd6	Ectoderm Gastd6	135.6	131:ect3
132	132	31.683556290000002	0.23940481	2.4329636	ect3	Gastd6	Ectoderm Gastd6	134.16	132:ect3
133	133	31.766011279999997	0.2282095	2.2984219	ect3	Gastd6	Ectoderm Gastd6	136.08	133:ect3
134	134	31.844653989999998	0.21572809	2.358377	ect3	Gastd6	Ectoderm Gastd6	139.2	134:ect3
135	135	31.935435979999998	0.15217328	1.987752	ect3	Gastd6	Ectoderm Gastd6	141.36	135:ect3
136	136	32.037009850000004	0.11084625	2.0727108	ect3	Gastd6	Ectoderm Gastd6	140.16	136:ect3
137	137	32.13055223	0.09773077	1.9791045	ect3	Gastd6	Ectoderm Gastd6	142.08	137:ect3
138	138	32.232309300000004	-0.09692699	1.8064477	ect3	Gastd6	Ectoderm Gastd6	143.76	138:ect3
139	139	32.32784635	-0.13151506	1.7851129	ect3	Gastd6	Ectoderm Gastd6	143.04	139:ect3
140	140	32.423091119999995	-0.23686673	1.6651237	ect3	Gastd6	Ectoderm Gastd6	146.4	140:ect3
141	141	32.511687390000006	-0.078451596	1.5991316	ect3	Gastd6	Ectoderm Gastd6	144.24	141:ect3
142	142	32.600188800000005	-0.23941511	1.5960499	ect3	Gastd6	Ectoderm Gastd6	147.84	142:ect3
143	143	32.68554814	-0.21527933	1.4793621	ect3	Gastd6	Ectoderm Gastd6	150.24	143:ect3
144	144	32.77111483000001	-0.33408883	1.4535365	ect3	Gastd6	Ectoderm Gastd6	148.08	144:ect3
145	145	32.86372488	-0.4571472	1.2418355	ect3	Gastd6	Ectoderm Gastd6	149.76	145:ect3
146	146	32.96083342	-0.5749266	1.2423264	ect3	Gastd6	Ectoderm Gastd6	152.64	146:ect3
147	147	33.056083830000006	-0.41853473	1.1655072	ect3	Gastd6	Ectoderm Gastd6	151.44	147:ect3
148	148	33.15197119	-0.60582596	1.0599941	ect3	Gastd6	Ectoderm Gastd6	151.44	148:ect3
149	149	33.24992286	-0.7624425	0.8821915	ect3	Gastd6	Ectoderm Gastd6	155.28	149:ect3
150	150	33.33292934	-0.7418122	0.9334941	ect3	Gastd6	Ectoderm Gastd6	154.8	150:ect3
151	151	33.40723652	-0.7921723	0.93142915	ect3	Gastd7	Ectoderm Gastd7	155.52	151:ect3
152	152	33.495987230000004	-0.725926	0.7615162	ect3	Gastd7	Ectoderm Gastd7	158.4	152:ect3
153	153	33.58845288	-0.8738773	0.76491356	ect3	Gastd7	Ectoderm Gastd7	157.68	153:ect3
154	154	33.68465320999999	-0.8990716	0.7101792	ect3	Gastd6	Ectoderm Gastd6	154.56	154:ect3
155	155	33.80476081	-0.9002949	0.37790132	ect3	Gastd7	Ectoderm Gastd7	160.08	155:ect3
156	156	33.909224630000004	-0.78214705	0.46330547	ect3	Gastd7	Ectoderm Gastd7	156.48	156:ect3
157	157	34.02752826	-0.8344799	0.20665844	ect3	Gastd7	Ectoderm Gastd7	157.92	157:ect3
158	158	34.14600081	-0.8921143	0.21713285	ect3	Gastd7	Ectoderm Gastd7	157.92	158:ect3
159	159	34.25998325	-0.9652609	0.25522196	ect3	Gastd7	Ectoderm Gastd7	159.36	159:ect3
160	160	34.38514136	-1.06006	-0.072211266	ect3	Gastd7	Ectoderm Gastd7	162.96	160:ect3
161	161	34.49270508999999	-0.88065207	-0.107560724	ect3	Gastd7	Ectoderm Gastd7	158.16	161:ect3
162	162	34.61644512	-1.1229192	-0.26868787	ect3	Gastd7	Ectoderm Gastd7	162.96	162:ect3
163	163	34.75941429	-1.1055934	-0.29302162	ect3	Gastd7	Ectoderm Gastd7	162.96	163:ect3
164	164	34.91454487	-0.9281575	-0.43805894	ect3	Gastd7	Ectoderm Gastd7	159.84	164:ect3
165	165	35.08125887	-1.0610783	-0.6992823	ect3	Gastd7	Ectoderm Gastd7	162.0	165:ect3
166	166	35.240546689999995	-1.0639726	-0.710688	ect3	Gastd7	Ectoderm Gastd7	165.12	166:ect3
167	167	35.4559679	-0.8583742	-0.9007056	ect3	Gastd7	Ectoderm Gastd7	164.4	167:ect3
168	168	35.70127959	-0.97157013	-1.0434831	ect3	Gastd7	Ectoderm Gastd7	163.92	168:ect3
169	169	36.02049226	-0.846863	-1.0831478	ect3	Gastd7	Ectoderm Gastd7	163.68	169:ect3
170	170	36.97292460416667	-0.44055033	-1.3756882	ect3	Gastd7	Ectoderm Gastd7	164.0	170:ect3
1	1	0.3725373316	11.126464	4.5995846	mes1	mESCs	Pluripotent mESCs	0.0	1:mes1
2	2	0.46334159890000004	11.385221	4.5090275	mes1	mESCs	Pluripotent mESCs	0.0	2:mes1
3	3	0.5417578815	11.454574	4.386492	mes1	mESCs	Pluripotent mESCs	0.0	3:mes1
4	4	0.6055707372000001	11.645337	4.233151	mes1	mESCs	Pluripotent mESCs	0.0	4:mes1
5	5	0.6706454019999998	11.506994	4.3826466	mes1	mESCs	Pluripotent mESCs	0.0	5:mes1
6	6	0.7386451256000002	11.550562	4.3902154	mes1	mESCs	Pluripotent mESCs	0.0	6:mes1
7	7	0.8075167897	11.470323	4.2688046	mes1	mESCs	Pluripotent mESCs	1.68	7:mes1
8	8	0.8892268190999999	11.498241	4.3284016	mes1	mESCs	Pluripotent mESCs	0.0	8:mes1
9	9	0.9661944036	11.29548	4.487218	mes1	mESCs	Pluripotent mESCs	0.0	9:mes1
10	10	1.0492609179999999	11.36153	4.3545885	mes1	mESCs	Pluripotent mESCs	1.44	10:mes1
11	11	1.137803718	11.354447	4.504107	mes1	mESCs	Pluripotent mESCs	1.44	11:mes1
12	12	1.227428264	11.315815	4.5416374	mes1	mESCs	Pluripotent mESCs	0.0	12:mes1
13	13	1.3203625509999997	11.403002	4.5173097	mes1	mESCs	Pluripotent mESCs	0.0	13:mes1
14	14	1.4210018569999996	11.468866	4.455546	mes1	mESCs	Pluripotent mESCs	0.0	14:mes1
15	15	1.5259784980000004	11.281655	4.502635	mes1	mESCs	Pluripotent mESCs	1.68	15:mes1
16	16	1.6214562569999995	11.460884	4.391166	mes1	mESCs	Pluripotent mESCs	1.44	16:mes1
17	17	1.721798215	11.486903	4.175813	mes1	mESCs	Pluripotent mESCs	3.36	17:mes1
18	18	1.816995278	11.476799	4.470221	mes1	mESCs	Pluripotent mESCs	2.64	18:mes1
19	19	1.920784677	11.554338	4.392248	mes1	mESCs	Pluripotent mESCs	0.0	19:mes1
20	20	2.006427672	11.548886	4.3445506	mes1	mESCs	Pluripotent mESCs	0.0	20:mes1
21	21	2.10145923	11.530478	4.4519396	mes1	mESCs	Pluripotent mESCs	0.0	21:mes1
22	22	2.1946430030000004	11.43274	4.47545	mes1	mESCs	Pluripotent mESCs	0.0	22:mes1
23	23	2.3239184020000003	11.602614	4.289101	mes1	mESCs	Pluripotent mESCs	0.0	23:mes1
24	24	2.4696848599999996	11.622875	4.3315663	mes1	mESCs	Pluripotent mESCs	0.0	24:mes1
25	25	2.6109142509999996	11.652009	4.354657	mes1	mESCs	Pluripotent mESCs	1.68	25:mes1
26	26	2.7320748490000004	11.554913	4.2695875	mes1	mESCs	Pluripotent mESCs	0.72	26:mes1
27	27	2.855737008	11.775082	4.2496943	mes1	mESCs	Pluripotent mESCs	0.0	27:mes1
28	28	2.998822895	11.653786	4.283058	mes1	mESCs	Pluripotent mESCs	1.68	28:mes1
29	29	3.1864833550000005	11.6576	4.4459653	mes1	mESCs	Pluripotent mESCs	0.0	29:mes1
30	30	3.335302126	11.74118	4.4125	mes1	mESCs	Pluripotent mESCs	0.0	30:mes1
31	31	3.513640805	11.768203	4.3063445	mes1	mESCs	Pluripotent mESCs	0.0	31:mes1
32	32	3.739240205	11.801035	4.2976055	mes1	mESCs	Pluripotent mESCs	1.2	32:mes1
33	33	3.9936504119999996	11.675153	4.303569	mes1	mESCs	Pluripotent mESCs	1.2	33:mes1
34	34	4.2354350389999995	11.8568535	4.217493	mes1	mESCs	Pluripotent mESCs	0.0	34:mes1
35	35	4.533736216	11.725695	4.132668	mes1	mESCs	Pluripotent mESCs	5.76	35:mes1
36	36	4.955100076	11.760181	4.337682	mes1	mESCs	Pluripotent mESCs	1.44	36:mes1
37	37	5.805180276	11.845388	4.22457	mes1	mESCs	Pluripotent mESCs	0.0	37:mes1
38	38	11.303958404000003	9.567925	4.778676	mes1	mESCs	Pluripotent mESCs	13.44	38:mes1
39	39	21.984440579999998	6.0552607	5.3099084	mes1	Gastd4	Pluripotent Gastd4	97.44	39:mes1
