,source,target,weight
3771,Cebpg,Cps1,1.0
3772,Cebpg,Crebbp,1.0
3773,Cebpg,Crh,1.0
3774,Cebpg,Crp,1.0
3775,Cebpg,Csf3,1.0
3776,Cebpg,Csn1s1,1.0
3777,Cebpg,Csn2,1.0
3778,Cebpg,Ctsl,1.0
3779,Cebpg,Ddit3,1.0
3780,Cebpg,Ddit4,1.0
3781,Cebpg,Ddr2,1.0
3782,Cebpg,Dio2,1.0
3783,Cebpg,Dsc3,1.0
3784,Cebpg,Dym,1.0
3785,Cebpg,Ebp,1.0
3786,Cebpg,Edn1,1.0
3787,Cebpg,Egfr,1.0
3788,Cebpg,Elane,1.0
3789,Cebpg,Epo,1.0
3790,Cebpg,Ercc5,1.0
3791,Cebpg,Fas,1.0
3792,Cebpg,Fgfbp1,1.0
3793,Cebpg,Fos,1.0
3794,Cebpg,Foxa1,1.0
3795,Cebpg,Gadd45a,1.0
3796,Cebpg,Gh,1.0
3797,Cebpg,Gnai2,1.0
3798,Cebpg,Hbb-bh1,1.0
3799,Cebpg,Hgf,1.0
3800,Cebpg,Hmgb1,1.0
3801,Cebpg,Hp,1.0
3802,Cebpg,Hpn,1.0
3803,Cebpg,Hsd11b1,1.0
3804,Cebpg,Hsf1,1.0
3805,Cebpg,Hspa4,1.0
3806,Cebpg,Icam1,1.0
3807,Cebpg,Ifng,1.0
3808,Cebpg,Igfbp1,1.0
3809,Cebpg,Igfbp5,1.0
3810,Cebpg,Ighm,1.0
3811,Cebpg,Ikbke,1.0
3812,Cebpg,Il12b,1.0
3813,Cebpg,Il18bp,1.0
3814,Cebpg,Il1b,1.0
3815,Cebpg,Il1rn,1.0
3816,Cebpg,Il24,1.0
3817,Cebpg,Il4,1.0
3818,Cebpg,Il5,1.0
3819,Cebpg,Il6,-1.0
3820,Cebpg,Insr,1.0
3821,Cebpg,Itgal,1.0
3822,Cebpg,Itgax,1.0
3823,Cebpg,Ivl,1.0
3824,Cebpg,Jun,1.0
3825,Cebpg,Kdm6b,1.0
3826,Cebpg,Ldlr,1.0
3827,Cebpg,Lep,1.0
3828,Cebpg,Lrp6,1.0
3829,Cebpg,Lrpap1,1.0
3830,Cebpg,Ltf,1.0
3831,Cebpg,Mad1l1,1.0
3832,Cebpg,Mbp,1.0
3833,Cebpg,Mmp11,1.0
3834,Cebpg,Mmp2,1.0
3835,Cebpg,Mpo,1.0
3836,Cebpg,Neurod6,1.0
3837,Cebpg,Nf1,1.0
3838,Cebpg,Nfkb1,1.0
3839,Cebpg,Nobox,1.0
3840,Cebpg,Nos2,1.0
3841,Cebpg,Nox4,1.0
3842,Cebpg,Nr5a2,1.0
3843,Cebpg,Osm,1.0
3844,Cebpg,Osr2,1.0
3845,Cebpg,Oxtr,1.0
3846,Cebpg,Papss2,1.0
3847,Cebpg,Pck1,1.0
3848,Cebpg,Pdgfra,1.0
3849,Cebpg,Pdlim7,1.0
3850,Cebpg,Pecam1,1.0
3851,Cebpg,Pfkfb3,1.0
3852,Cebpg,Pparg,1.0
3853,Cebpg,Ppargc1a,1.0
3854,Cebpg,Prkaca,1.0
3855,Cebpg,Prkar2b,1.0
3856,Cebpg,Prlr,1.0
3857,Cebpg,Prss50,1.0
3858,Cebpg,Prtn3,1.0
3859,Cebpg,Ptger4,1.0
3860,Cebpg,Ptgs2,1.0
3861,Cebpg,Ptk2b,1.0
3862,Cebpg,Rbfox2,1.0
3863,Cebpg,Ros1,1.0
3864,Cebpg,Rtn4,1.0
3865,Cebpg,S100a8,1.0
3866,Cebpg,S100a9,1.0
3867,Cebpg,Samhd1,1.0
3868,Cebpg,Scgb1a1,1.0
3869,Cebpg,Sftpd,1.0
3870,Cebpg,Sgip1,1.0
3871,Cebpg,Sirt1,1.0
3872,Cebpg,Slc10a1,1.0
3873,Cebpg,Slc11a1,1.0
3874,Cebpg,Slc2a2,1.0
3875,Cebpg,Slc2a4,1.0
3876,Cebpg,Slc34a1,1.0
3877,Cebpg,Slco1b2,1.0
3878,Cebpg,Smyd2,1.0
3879,Cebpg,Socs3,1.0
3880,Cebpg,Sod1,1.0
3881,Cebpg,Sod2,1.0
3882,Cebpg,Sp1,1.0
3883,Cebpg,Srebf1,1.0
3884,Cebpg,Sst,1.0
3885,Cebpg,Star,1.0
3886,Cebpg,Stat5b,1.0
3887,Cebpg,Tfap2a,1.0
3888,Cebpg,Th,1.0
3889,Cebpg,Timm17a,1.0
3890,Cebpg,Tnf,1.0
3891,Cebpg,Tnfrsf1a,1.0
3892,Cebpg,Tom1,1.0
3893,Cebpg,Traf3ip2,1.0
3894,Cebpg,Trf,1.0
3895,Cebpg,Trim63,1.0
3896,Cebpg,Tuba1a,1.0
3897,Cebpg,U2af1,1.0
3898,Cebpg,Ubr2,1.0
3899,Cebpg,Ucn,1.0
3900,Cebpg,Ucp1,1.0
3901,Cebpg,Vip,1.0
3902,Cebpg,Vldlr,1.0
3903,Cebpg,Wdtc1,1.0
3904,Cebpg,Xdh,1.0
3905,Cebpg,Ywhae,1.0
3906,Cebpg,Ywhaz,1.0
3907,Cebpg,Zfpm1,-1.0
3908,Cebpz,Alox12,1.0
3909,Cebpz,Apc,1.0
3910,Cebpz,Cdkn1a,1.0
3911,Cebpz,Col10a1,1.0
3912,Cebpz,Col11a1,-1.0
3913,Cebpz,Col1a2,1.0
3914,Cebpz,Col5a3,1.0
3915,Cebpz,Cp,1.0
3916,Cebpz,Cybb,1.0
3917,Cebpz,Fas,1.0
3918,Cebpz,Hspa4,1.0
3919,Cebpz,Il3,1.0
3920,Cebpz,Mlh1,-1.0
3921,Cebpz,Pdlim7,1.0
3922,Cebpz,Sox9,1.0
3923,Cebpz,Thbs1,1.0
3924,Cebpz,Trp73,1.0
3925,Cggbp1,Fmr1,-1.0
3926,Chd4,Bcl11a,-1.0
3927,Chd4,Cd79a,-1.0
3928,Chd4,Hbb-bh1,-1.0
3929,Chd4,Hbb-y,-1.0
3930,Chd4,Kctd16,-1.0
3931,Chd4,Rnf8,-1.0
3932,Cic,Ccne1,-1.0
3933,Cic,Etv5,1.0
3934,Cic,Rasa1,1.0
3935,Ciita,Col1a1,-1.0
3936,Ciita,Col1a2,-1.0
3937,Ciita,Crebbp,1.0
3938,Ciita,Fasl,1.0
3939,Ciita,H2-Ab1,1.0
3940,Ciita,H2-DMa,1.0
3941,Ciita,H2-Ea,1.0
3942,Ciita,H2-Oa,1.0
3943,Ciita,H2-Ob,1.0
3944,Ciita,H2-T23,1.0
3945,Ciita,Il4,-1.0
3946,Ciita,Irf1,1.0
3947,Ciita,Irf2,1.0
3948,Ciita,Mmp9,-1.0
3949,Ciita,Plxna1,1.0
3950,Ciita,Psmc5,1.0
3951,Ciita,Rab4b,1.0
3952,Ciita,S100a4,-1.0
3953,Ciita,Sirt1,-1.0
3954,Ciita,Slc26a3,1.0
3955,Ciita,Stat1,1.0
3956,Cited2,Cebpa,1.0
3957,Cited2,Mmp13,-1.0
3958,Cited2,Mmp9,1.0
3959,Clock,Acox1,1.0
3960,Clock,Atf4,1.0
3961,Clock,Atf5,-1.0
3962,Clock,Atg14,1.0
3963,Clock,Bhlhe40,1.0
3964,Clock,Bhlhe41,1.0
3965,Clock,Bmal1,-1.0
3966,Clock,Cacnb2,1.0
3967,Clock,Cck,1.0
3968,Clock,Ciart,1.0
3969,Clock,Crebbp,1.0
3970,Clock,Cry1,1.0
3971,Clock,Cry2,1.0
3972,Clock,Cyp8b1,1.0
3973,Clock,Dbp,1.0
3974,Clock,Defb1,1.0
3975,Clock,Dpyd,1.0
3976,Clock,Dusp1,1.0
3977,Clock,Ep300,1.0
3978,Clock,F3,1.0
3979,Clock,Fkbp5,1.0
3980,Clock,Gys2,1.0
3981,Clock,Icam1,1.0
3982,Clock,Jun,1.0
3983,Clock,Kat5,1.0
3984,Clock,Klf10,1.0
3985,Clock,Mbd2,1.0
3986,Clock,Mcl1,1.0
3987,Clock,Mta1,1.0
3988,Clock,Mttp,-1.0
3989,Clock,Myod1,1.0
3990,Clock,Nampt,1.0
3991,Clock,Nefh,1.0
3992,Clock,Ngfr,1.0
3993,Clock,Nkx2-1,-1.0
3994,Clock,Noct,1.0
3995,Clock,Npas2,1.0
3996,Clock,Nr0b2,1.0
3997,Clock,Nr1d1,1.0
3998,Clock,Nr3c1,-1.0
3999,Clock,Per1,1.0
4000,Clock,Per2,1.0
4001,Clock,Per3,1.0
4002,Clock,Pkm,1.0
4003,Clock,Ppara,1.0
4004,Clock,Psen2,1.0
4005,Clock,Rbp2,1.0
4006,Clock,Rhbdf2,1.0
4007,Clock,Scnn1a,1.0
4008,Clock,Serpine1,1.0
4009,Clock,Sgca,1.0
4010,Clock,Sirt1,1.0
4011,Clock,Slc9a3,1.0
4012,Clock,Star,1.0
4013,Clock,Th,1.0
4014,Clock,Tpo,1.0
4015,Clock,Trf,1.0
4016,Clock,Trnt1,1.0
4017,Clock,Ttf1,1.0
4018,Clock,Txnrd1,1.0
4019,Clock,Usp2,1.0
4020,Clock,Vcam1,1.0
4021,Clock,Vwf,1.0
4022,Cnot4,App,1.0
4023,Cnot7,Icam1,-1.0
4024,Cnot7,Msmb,1.0
4025,Cnot7,Pmp22,1.0
4026,Cops5,Cdkn1b,-1.0
4027,Cops5,Vegfa,1.0
4028,Creb1,Aanat,1.0
4029,Creb1,Abca1,1.0
4030,Creb1,Acaca,1.0
4031,Creb1,Ache,1.0
4032,Creb1,Acsl4,1.0
4033,Creb1,Adarb1,-1.0
4034,Creb1,Adcyap1,1.0
4035,Creb1,Adipoq,1.0
4036,Creb1,Adm,1.0
4037,Creb1,Adra1a,1.0
4038,Creb1,Ager,1.0
4039,Creb1,Agt,1.0
4040,Creb1,Aicda,1.0
4041,Creb1,Akap8l,1.0
4042,Creb1,Akt1,1.0
4043,Creb1,Alas2,1.0
4044,Creb1,Angptl2,-1.0
4045,Creb1,Apex1,1.0
4046,Creb1,Aqp2,1.0
4047,Creb1,Aqp3,1.0
4048,Creb1,Ar,1.0
4049,Creb1,Areg,1.0
4050,Creb1,Arg1,1.0
4051,Creb1,Armcx1,1.0
4052,Creb1,Arpc3,-1.0
4053,Creb1,Asah1,1.0
4054,Creb1,Ascl1,1.0
4055,Creb1,Atf3,1.0
4056,Creb1,Atf4,1.0
4057,Creb1,Atf5,1.0
4058,Creb1,Atp1a1,1.0
4059,Creb1,Atp2a2,1.0
4060,Creb1,Atp6v0b,1.0
4061,Creb1,Atp6v1c1,1.0
4062,Creb1,Avp,1.0
4063,Creb1,Bcl2,1.0
4064,Creb1,Bcl2l1,1.0
4065,Creb1,Bcl2l11,1.0
4066,Creb1,Bdkrb1,1.0
4067,Creb1,Bdkrb2,1.0
4068,Creb1,Bdnf,1.0
4069,Creb1,Birc3,1.0
4070,Creb1,Bmp2,1.0
4071,Creb1,Brca1,1.0
4072,Creb1,Btg2,1.0
4073,Creb1,C3,-1.0
4074,Creb1,Cacna1s,1.0
4075,Creb1,Calca,1.0
4076,Creb1,Cars1,1.0
4077,Creb1,Cartpt,1.0
4078,Creb1,Casp8,1.0
4079,Creb1,Cblif,1.0
4080,Creb1,Cck,1.0
4081,Creb1,Cckbr,1.0
4082,Creb1,Ccl22,1.0
4083,Creb1,Ccl26,1.0
4084,Creb1,Ccl3,1.0
4085,Creb1,Ccl4,-1.0
4086,Creb1,Ccl5,1.0
4087,Creb1,Ccn1,1.0
4088,Creb1,Ccn2,1.0
4089,Creb1,Ccn5,1.0
4090,Creb1,Ccna2,-1.0
4091,Creb1,Ccnb1,-1.0
4092,Creb1,Ccnc,1.0
4093,Creb1,Ccnd1,1.0
4094,Creb1,Ccnd2,-1.0
4095,Creb1,Ccnd3,1.0
4096,Creb1,Ccr5,1.0
4097,Creb1,Cd14,1.0
4098,Creb1,Cd2ap,1.0
4099,Creb1,Cd3d,1.0
4100,Creb1,Cd4,1.0
4101,Creb1,Cd68,1.0
4102,Creb1,Cd69,1.0
4103,Creb1,Cd86,1.0
4104,Creb1,Cdk11b,1.0
4105,Creb1,Cdkn1a,1.0
4106,Creb1,Cdkn2a,1.0
4107,Creb1,Cebpb,1.0
4108,Creb1,Cga,1.0
4109,Creb1,Chac1,1.0
4110,Creb1,Chek1,-1.0
4111,Creb1,Chga,1.0
4112,Creb1,Chgb,1.0
4113,Creb1,Chrd,1.0
4114,Creb1,Cidec,1.0
4115,Creb1,Ciita,1.0
4116,Creb1,Cldn11,1.0
4117,Creb1,Cntf,1.0
4118,Creb1,Cop1,1.0
4119,Creb1,Cox8a,1.0
4120,Creb1,Cpd,-1.0
4121,Creb1,Cpt1a,1.0
4122,Creb1,Cr2,1.0
4123,Creb1,Crem,1.0
4124,Creb1,Crh,1.0
4125,Creb1,Crtc1,1.0
4126,Creb1,Cryaa,1.0
4127,Creb1,Csrp2,-1.0
4128,Creb1,Ctnnb1,1.0
4129,Creb1,Ctsb,1.0
4130,Creb1,Cxcr4,1.0
4131,Creb1,Cyp11a1,1.0
4132,Creb1,Cyp17a1,1.0
4133,Creb1,Cyp19a1,1.0
4134,Creb1,Cyp1b1,1.0
4135,Creb1,Cyp2e1,1.0
4136,Creb1,Cyp51,1.0
4137,Creb1,Dbh,1.0
4138,Creb1,Dct,1.0
4139,Creb1,Dhx9,1.0
4140,Creb1,Diablo,1.0
4141,Creb1,Dio2,1.0
4142,Creb1,Dkk2,-1.0
4143,Creb1,Dot1l,1.0
4144,Creb1,Dusp1,1.0
4145,Creb1,Dyrk1b,1.0
4146,Creb1,Edn1,1.0
4147,Creb1,Egr1,1.0
4148,Creb1,Egr3,1.0
4149,Creb1,Entpd1,1.0
4150,Creb1,Erbb2,1.0
4151,Creb1,Esr1,1.0
4152,Creb1,Esr2,1.0
4153,Creb1,Etv2,1.0
4154,Creb1,Etv3,1.0
4155,Creb1,Etv6,1.0
4156,Creb1,Exo1,1.0
4157,Creb1,Exosc6,1.0
4158,Creb1,Fam3b,1.0
4159,Creb1,Fgf2,1.0
4160,Creb1,Fgf8,1.0
4161,Creb1,Filip1l,1.0
4162,Creb1,Fktn,1.0
4163,Creb1,Flt1,1.0
4164,Creb1,Fmr1,1.0
4165,Creb1,Fn1,1.0
4166,Creb1,Fos,1.0
4167,Creb1,Fosb,1.0
4168,Creb1,Fosl1,1.0
4169,Creb1,Foxa1,1.0
4170,Creb1,Foxo3,1.0
4171,Creb1,Foxp3,1.0
4172,Creb1,Frzb,1.0
4173,Creb1,Fscn1,1.0
4174,Creb1,Fshb,1.0
4175,Creb1,Fst,1.0
4176,Creb1,Fzd6,1.0
4177,Creb1,G6pc1,1.0
4178,Creb1,Gabarap,1.0
4179,Creb1,Gabpa,1.0
4180,Creb1,Gabra1,1.0
4181,Creb1,Gad1,1.0
4182,Creb1,Gad2,1.0
4183,Creb1,Gadd45b,1.0
4184,Creb1,Gadd45g,1.0
4185,Creb1,Gal,1.0
4186,Creb1,Galnt1,-1.0
4187,Creb1,Galr1,1.0
4188,Creb1,Gap43,-1.0
4189,Creb1,Gch1,1.0
4190,Creb1,Gcm1,1.0
4191,Creb1,Gda,1.0
4192,Creb1,Gem,1.0
4193,Creb1,Gh,1.0
4194,Creb1,Ghrh,1.0
4195,Creb1,Gnrhr,1.0
4196,Creb1,Grin1,1.0
4197,Creb1,Grin2b,1.0
4198,Creb1,Grpr,1.0
4199,Creb1,Gsk3a,1.0
4200,Creb1,Gsk3b,1.0
4201,Creb1,H2-Ab1,1.0
4202,Creb1,H2-Ea,1.0
4203,Creb1,H2-Ob,1.0
4204,Creb1,H2-T23,1.0
4205,Creb1,Hbb-bh1,1.0
4206,Creb1,Hbb-y,1.0
4207,Creb1,Hcrtr2,1.0
4208,Creb1,Herpud1,1.0
4209,Creb1,Hes1,1.0
4210,Creb1,Hif1a,1.0
4211,Creb1,Hk2,1.0
4212,Creb1,Hmgcr,1.0
4213,Creb1,Hmgcs2,1.0
4214,Creb1,Hmox1,-1.0
4215,Creb1,Hnf4a,1.0
4216,Creb1,Hpgd,1.0
4217,Creb1,Hspa5,1.0
4218,Creb1,Htt,1.0
4219,Creb1,Ibsp,1.0
4220,Creb1,Icam1,1.0
4221,Creb1,Id1,1.0
4222,Creb1,Ifnb1,1.0
4223,Creb1,Ifng,1.0
4224,Creb1,Il10,1.0
4225,Creb1,Il13,1.0
4226,Creb1,Il17a,1.0
4227,Creb1,Il18bp,1.0
4228,Creb1,Il1b,1.0
4229,Creb1,Il2,1.0
4230,Creb1,Il2ra,1.0
4231,Creb1,Il5ra,1.0
4232,Creb1,Il6,1.0
4233,Creb1,Inha,1.0
4234,Creb1,Irf7,1.0
4235,Creb1,Jun,-1.0
4236,Creb1,Kcna5,1.0
4237,Creb1,Kcnc3,1.0
4238,Creb1,Kcnma1,1.0
4239,Creb1,Kdm3a,1.0
4240,Creb1,Kdr,-1.0
4241,Creb1,Kmt2a,1.0
4242,Creb1,Laptm4b,1.0
4243,Creb1,Lat,1.0
4244,Creb1,Ldha,1.0
4245,Creb1,Ldhc,1.0
4246,Creb1,Ldlr,1.0
4247,Creb1,Lep,1.0
4248,Creb1,Lgals8,1.0
4249,Creb1,Lor,-1.0
4250,Creb1,Lpl,1.0
4251,Creb1,Ltb,1.0
4252,Creb1,Ltbp1,1.0
4253,Creb1,Ly6k,1.0
4254,Creb1,Lyl1,1.0
4255,Creb1,Mat2a,1.0
4256,Creb1,Mc2r,1.0
4257,Creb1,Mcam,1.0
4258,Creb1,Mcm5,-1.0
4259,Creb1,Mdm2,-1.0
4260,Creb1,Meis1,1.0
4261,Creb1,Mgam,1.0
4262,Creb1,Mif,1.0
4263,Creb1,Mitf,1.0
4264,Creb1,Mmp13,1.0
4265,Creb1,Mmp2,1.0
4266,Creb1,Mmp28,1.0
4267,Creb1,Mmp9,1.0
4268,Creb1,Mrm3,1.0
4269,Creb1,Mrpl49,1.0
4270,Creb1,Mrps18b,1.0
4271,Creb1,Msmb,1.0
4272,Creb1,Mstn,1.0
4273,Creb1,Muc2,1.0
4274,Creb1,Muc4,1.0
4275,Creb1,Muc5ac,1.0
4276,Creb1,Musk,-1.0
4277,Creb1,Myb,1.0
4278,Creb1,Myf5,1.0
4279,Creb1,Myod1,1.0
4280,Creb1,Nags,1.0
4281,Creb1,Ndc80,1.0
4282,Creb1,Ndn,-1.0
4283,Creb1,Ndufa4,-1.0
4284,Creb1,Ndufv1,1.0
4285,Creb1,Nectin2,1.0
4286,Creb1,Nedd4l,1.0
4287,Creb1,Nf1,1.0
4288,Creb1,Nfkbiz,1.0
4289,Creb1,Nfya,1.0
4290,Creb1,Ngb,1.0
4291,Creb1,Ngf,1.0
4292,Creb1,Nkx2-5,1.0
4293,Creb1,Nkx6-2,1.0
4294,Creb1,Nmnat2,1.0
4295,Creb1,Noct,1.0
4296,Creb1,Nolc1,1.0
4297,Creb1,Nos1,1.0
4298,Creb1,Nos3,1.0
4299,Creb1,Npc1,1.0
4300,Creb1,Npy,1.0
4301,Creb1,Nr2f1,-1.0
4302,Creb1,Nr2f6,-1.0
4303,Creb1,Nr3c1,1.0
4304,Creb1,Nr4a2,1.0
4305,Creb1,Nr4a3,1.0
4306,Creb1,Nr5a2,1.0
4307,Creb1,Nrf1,1.0
4308,Creb1,Nrn1,1.0
4309,Creb1,Ntrk2,1.0
4310,Creb1,Nts,1.0
4311,Creb1,Odc1,1.0
4312,Creb1,Oga,1.0
4313,Creb1,Opalin,1.0
4314,Creb1,Oprm1,1.0
4315,Creb1,Ormdl3,1.0
4316,Creb1,Oxnad1,1.0
4317,Creb1,Pah,1.0
4318,Creb1,Pax3,1.0
4319,Creb1,Pbk,1.0
4320,Creb1,Pck1,1.0
4321,Creb1,Pcna,1.0
4322,Creb1,Pcsk1,1.0
4323,Creb1,Pde4b,1.0
4324,Creb1,Pde4d,1.0
4325,Creb1,Pdgfra,-1.0
4326,Creb1,Pdlim7,1.0
4327,Creb1,Pdyn,1.0
4328,Creb1,Penk,1.0
4329,Creb1,Per1,1.0
4330,Creb1,Per2,1.0
4331,Creb1,Phox2a,1.0
4332,Creb1,Pitpnb,1.0
4333,Creb1,Pitx2,1.0
4334,Creb1,Pklr,1.0
4335,Creb1,Pkm,1.0
4336,Creb1,Pla2g4a,1.0
4337,Creb1,Plat,-1.0
4338,Creb1,Plau,1.0
4339,Creb1,Plk4,-1.0
4340,Creb1,Pnoc,1.0
4341,Creb1,Pnpla6,1.0
4342,Creb1,Pold2,1.0
4343,Creb1,Poll,1.0
4344,Creb1,Pomc,1.0
4345,Creb1,Pou1f1,1.0
4346,Creb1,Pou2af1,1.0
4347,Creb1,Pparg,1.0
4348,Creb1,Ppargc1a,1.0
4349,Creb1,Ppargc1b,1.0
4350,Creb1,Ppm1d,1.0
4351,Creb1,Ppp2ca,1.0
4352,Creb1,Ppp2r2b,1.0
4353,Creb1,Ppp3ca,1.0
4354,Creb1,Prkce,1.0
4355,Creb1,Prlhr,-1.0
4356,Creb1,Prss12,1.0
4357,Creb1,Psen1,1.0
4358,Creb1,Psenen,1.0
4359,Creb1,Ptch1,1.0
4360,Creb1,Ptges,1.0
4361,Creb1,Ptgs2,1.0
4362,Creb1,Pthlh,1.0
4363,Creb1,Ptpa,1.0
4364,Creb1,Rab18,1.0
4365,Creb1,Rab25,1.0
4366,Creb1,Rarb,1.0
4367,Creb1,Rb1,1.0
4368,Creb1,Ren1,1.0
4369,Creb1,Rest,1.0
4370,Creb1,Rfc3,1.0
4371,Creb1,Rgs2,1.0
4372,Creb1,Rp1,1.0
4373,Creb1,Rps27a,1.0
4374,Creb1,Rrm2,1.0
4375,Creb1,Rrm2b,1.0
4376,Creb1,Scarb1,1.0
4377,Creb1,Scg2,1.0
4378,Creb1,Sdc4,1.0
4379,Creb1,Sds,1.0
4380,Creb1,Sec63,1.0
4381,Creb1,Serpine1,1.0
4382,Creb1,Sftpb,-1.0
4383,Creb1,Sik1,1.0
4384,Creb1,Skil,1.0
4385,Creb1,Slc15a1,1.0
4386,Creb1,Slc19a1,1.0
4387,Creb1,Slc1a2,1.0
4388,Creb1,Slc1a3,1.0
4389,Creb1,Slc20a1,1.0
4390,Creb1,Slc22a8,1.0
4391,Creb1,Slc2a1,1.0
4392,Creb1,Slc2a3,1.0
4393,Creb1,Slc39a1,1.0
4394,Creb1,Slc5a5,1.0
4395,Creb1,Smad6,1.0
4396,Creb1,Smarca1,1.0
4397,Creb1,Smn1,1.0
4398,Creb1,Snai1,-1.0
4399,Creb1,Snai2,-1.0
4400,Creb1,Sod2,1.0
4401,Creb1,Sox9,1.0
4402,Creb1,Spp1,1.0
4403,Creb1,Spry2,1.0
4404,Creb1,Sqstm1,1.0
4405,Creb1,Srpk2,1.0
4406,Creb1,Srsf10,1.0
4407,Creb1,Sst,1.0
4408,Creb1,Star,1.0
4409,Creb1,Stat3,1.0
4410,Creb1,Stat4,1.0
4411,Creb1,Stat5a,1.0
4412,Creb1,Sting1,1.0
4413,Creb1,Stmn1,1.0
4414,Creb1,Sult4a1,1.0
4415,Creb1,Tac1,1.0
4416,Creb1,Tagln,1.0
4417,Creb1,Tfap2a,-1.0
4418,Creb1,Tfrc,1.0
4419,Creb1,Tg,1.0
4420,Creb1,Tgfb1,1.0
4421,Creb1,Tgfb2,1.0
4422,Creb1,Tgfb3,1.0
4423,Creb1,Tgfbr2,1.0
4424,Creb1,Th,1.0
4425,Creb1,Thbs1,-1.0
4426,Creb1,Thop1,1.0
4427,Creb1,Tigar,1.0
4428,Creb1,Timm50,1.0
4429,Creb1,Tlr2,1.0
4430,Creb1,Tlr9,1.0
4431,Creb1,Tnf,1.0
4432,Creb1,Tnfsf11,1.0
4433,Creb1,Tnfsf13,1.0
4434,Creb1,Tnfsf13b,1.0
4435,Creb1,Tom1,1.0
4436,Creb1,Tpo,1.0
4437,Creb1,Tpt1,1.0
4438,Creb1,Trf,1.0
4439,Creb1,Trh,1.0
4440,Creb1,Trp53,1.0
4441,Creb1,Trpc4,1.0
4442,Creb1,Ttpa,1.0
4443,Creb1,Tyr,1.0
4444,Creb1,Uchl1,1.0
4445,Creb1,Ugt8a,1.0
4446,Creb1,Uqcrq,1.0
4447,Creb1,Usf1,1.0
4448,Creb1,Usf2,1.0
4449,Creb1,Usp22,1.0
4450,Creb1,Uxt,1.0
4451,Creb1,Vcam1,1.0
4452,Creb1,Vegfa,1.0
4453,Creb1,Vip,1.0
4454,Creb1,Wars2,1.0
4455,Creb1,Wnt10b,1.0
4456,Creb1,Xpc,1.0
4457,Creb1,Yap1,1.0
4458,Creb1,Zfp36,1.0
4459,Creb1,Zfp667,1.0
4460,Creb3,Apoa4,1.0
4461,Creb3,Arf4,1.0
4462,Creb3,Ccr2,1.0
4463,Creb3,Cdkn2a,1.0
4464,Creb3,Cxcl14,1.0
4465,Creb3,Cxcr4,1.0
4466,Creb3,Edem1,1.0
4467,Creb3,Hcfc1,1.0
4468,Creb3,Herpud1,1.0
4469,Creb3,Hp,1.0
4470,Creb3,Il2,1.0
4471,Creb3,Met,1.0
4472,Creb3,Mmp9,1.0
4473,Creb3l1,Avp,1.0
4474,Creb3l1,Chst3,-1.0
4475,Creb3l1,Col1a1,1.0
4476,Creb3l1,Fgf2,-1.0
4477,Creb3l1,Fgfbp1,-1.0
4478,Creb3l1,Gfap,1.0
4479,Creb3l1,Hspa5,1.0
4480,Creb3l1,Nos2,1.0
4481,Creb3l1,Oxt,1.0
4482,Creb3l1,Sdcbp,1.0
4483,Creb3l1,Slc1a4,-1.0
4484,Creb3l2,Bdnf,1.0
4485,Creb3l2,Sec24c,1.0
4486,Creb3l3,Apoa5,1.0
4487,Creb3l3,Creb3,1.0
4488,Creb3l3,Crp,1.0
4489,Creb3l3,Fgf21,1.0
4490,Creb3l3,G6pc1,1.0
4491,Creb3l3,Lpin1,1.0
4492,Creb3l3,Pck1,1.0
4493,Creb3l3,Pck2,1.0
4494,Creb3l4,Dnajc12,1.0
4495,Creb3l4,Hspa5,1.0
4496,Creb5,Atp6v0e,1.0
4497,Creb5,Dgkg,1.0
4498,Creb5,Lgals3bp,-1.0
4499,Creb5,Ly96,-1.0
4500,Creb5,Mapkapk3,1.0
4501,Creb5,Rasgrp3,-1.0
4502,Creb5,Rdx,-1.0
4503,Creb5,Stat1,-1.0
4504,Creb5,Tgfbr3,1.0
4505,Creb5,Tnfrsf11b,-1.0
4506,Crebbp,Alox15,1.0
4507,Crebbp,Brca1,1.0
4508,Crebbp,Cck,1.0
4509,Crebbp,Cdkn1a,1.0
4510,Crebbp,Creb1,1.0
4511,Crebbp,Csf2,1.0
4512,Crebbp,Egfr,1.0
4513,Crebbp,Ep300,1.0
4514,Crebbp,Ercc1,1.0
4515,Crebbp,Ezh2,1.0
4516,Crebbp,Fdps,1.0
4517,Crebbp,Hinfp,1.0
4518,Crebbp,Hmgcr,1.0
4519,Crebbp,Hmgcs1,1.0
4520,Crebbp,Hoxa10,1.0
4521,Crebbp,Hoxa9,1.0
4522,Crebbp,Ifnb1,1.0
4523,Crebbp,Il4,1.0
4524,Crebbp,Insm1,1.0
4525,Crebbp,Irf1,1.0
4526,Crebbp,Ldlr,1.0
4527,Crebbp,Mst1,1.0
4528,Crebbp,Myc,1.0
4529,Crebbp,Pck2,1.0
4530,Crebbp,Ppara,1.0
4531,Crebbp,Psmc5,1.0
4532,Crebbp,Ptgs2,1.0
4533,Crebbp,Rad51,1.0
4534,Crebbp,Rara,1.0
4535,Crebbp,Rs1,1.0
4536,Crebbp,S100a4,1.0
4537,Crebbp,Setdb1,-1.0
4538,Crebbp,Slc1a2,1.0
4539,Crebbp,Trp53,1.0
4540,Crebl2,Cebpa,1.0
4541,Crebl2,Pparg,1.0
4542,Crebrf,Comp,1.0
4543,Crebrf,Herpud1,1.0
4544,Crebzf,Acaca,1.0
4545,Crebzf,Ap3b1,1.0
