,source,target,weight
0,AP1,Aanat,1.0
1,AP1,Abca1,-1.0
2,AP1,Abcb11,1.0
3,AP1,Abcc1,1.0
4,AP1,Abcc3,1.0
5,AP1,Abcc8,1.0
6,AP1,Abl1,1.0
7,AP1,Ace,1.0
8,AP1,Ache,1.0
9,AP1,Acot11,1.0
10,AP1,Acp5,1.0
11,AP1,Acta1,1.0
12,AP1,Adam10,1.0
13,AP1,Adarb1,1.0
14,AP1,Adcyap1,1.0
15,AP1,Adh7,1.0
16,AP1,Adm,1.0
17,AP1,Adra1d,1.0
18,AP1,Aff2,1.0
19,AP1,Afp,1.0
20,AP1,Agt,1.0
21,AP1,Agtr2,1.0
22,AP1,Agtrap,1.0
23,AP1,Ahsg,1.0
24,AP1,Akr1b1,1.0
25,AP1,Akt1,1.0
26,AP1,Alas2,1.0
27,AP1,Alb,-1.0
28,AP1,Alk,1.0
29,AP1,Alox12,1.0
30,AP1,Ankrd1,1.0
31,AP1,Ankrd2,1.0
32,AP1,Ap3b1,1.0
33,AP1,Apc,1.0
34,AP1,Apex1,1.0
35,AP1,Apob,1.0
36,AP1,Apoc3,-1.0
37,AP1,Apoe,-1.0
38,AP1,Apom,-1.0
39,AP1,App,1.0
40,AP1,Aprt,1.0
41,AP1,Aqp1,1.0
42,AP1,Aqp5,1.0
43,AP1,Ar,-1.0
44,AP1,Areg,1.0
45,AP1,Arg1,1.0
46,AP1,Asah2,1.0
47,AP1,Asic3,1.0
48,AP1,Atf2,1.0
49,AP1,Atf3,1.0
50,AP1,Atm,1.0
51,AP1,Atp6ap1,1.0
52,AP1,Avp,1.0
53,AP1,Axin1,1.0
54,AP1,Axl,1.0
55,AP1,B3gnt9,1.0
56,AP1,Babam2,1.0
57,AP1,Bace1,1.0
58,AP1,Bak1,1.0
59,AP1,Batf3,1.0
60,AP1,Bax,1.0
61,AP1,Bbc3,1.0
62,AP1,Bcl2,1.0
63,AP1,Bcl2l1,1.0
64,AP1,Bcl2l11,1.0
65,AP1,Bcl3,1.0
66,AP1,Bcl6,1.0
67,AP1,Bcr,1.0
68,AP1,Bdkrb1,1.0
69,AP1,Bdnf,1.0
70,AP1,Becn1,1.0
71,AP1,Birc3,1.0
72,AP1,Bloc1s3,1.0
73,AP1,Bmp2,1.0
74,AP1,Bmp4,1.0
75,AP1,Brca1,1.0
76,AP1,Brf1,1.0
77,AP1,Btk,1.0
78,AP1,C1qtnf3,1.0
79,AP1,C3ar1,1.0
80,AP1,Cabin1,1.0
81,AP1,Calcb,1.0
82,AP1,Calm1,1.0
83,AP1,Camk4,1.0
84,AP1,Capn1,1.0
85,AP1,Capn6,1.0
86,AP1,Capns1,1.0
87,AP1,Car2,1.0
88,AP1,Car9,1.0
89,AP1,Carm1,1.0
90,AP1,Casp1,1.0
91,AP1,Casp14,1.0
92,AP1,Casp3,1.0
93,AP1,Casp8,1.0
94,AP1,Casp9,1.0
95,AP1,Cast,1.0
96,AP1,Cat,1.0
97,AP1,Cck,1.0
98,AP1,Ccl11,1.0
99,AP1,Ccl20,1.0
100,AP1,Ccl4,1.0
101,AP1,Ccl5,1.0
102,AP1,Ccn1,1.0
103,AP1,Ccn2,-1.0
104,AP1,Ccn3,1.0
105,AP1,Ccna2,1.0
106,AP1,Ccnd1,-1.0
107,AP1,Ccnd2,1.0
108,AP1,Ccne1,1.0
109,AP1,Ccr4,1.0
110,AP1,Ccr5,1.0
111,AP1,Ccr7,1.0
112,AP1,Cct2,1.0
113,AP1,Cd14,1.0
114,AP1,Cd164,1.0
115,AP1,Cd244a,1.0
116,AP1,Cd24a,1.0
117,AP1,Cd28,1.0
118,AP1,Cd2ap,1.0
119,AP1,Cd320,1.0
120,AP1,Cd38,1.0
121,AP1,Cd3e,1.0
122,AP1,Cd40,1.0
123,AP1,Cd40lg,1.0
124,AP1,Cd44,1.0
125,AP1,Cd68,1.0
126,AP1,Cd69,1.0
127,AP1,Cd80,1.0
128,AP1,Cd82,1.0
129,AP1,Cd8a,1.0
130,AP1,Cd9,1.0
131,AP1,Cdc42,1.0
132,AP1,Cdh1,1.0
133,AP1,Cdh13,1.0
134,AP1,Cdh17,1.0
135,AP1,Cdh2,-1.0
136,AP1,Cdk2,-1.0
137,AP1,Cdk4,-1.0
138,AP1,Cdk5,1.0
139,AP1,Cdk5r1,1.0
140,AP1,Cdkn1a,-1.0
141,AP1,Cdkn1b,-1.0
142,AP1,Cdkn2a,1.0
143,AP1,Cdx2,-1.0
144,AP1,Cebpa,-1.0
145,AP1,Cebpb,1.0
146,AP1,Cebpd,1.0
147,AP1,Cebpz,1.0
148,AP1,Cfi,1.0
149,AP1,Cflar,-1.0
150,AP1,Cga,-1.0
151,AP1,Chd4,1.0
152,AP1,Chga,1.0
153,AP1,Chgb,1.0
154,AP1,Chka,1.0
155,AP1,Chrna2,1.0
156,AP1,Chuk,1.0
157,AP1,Ciita,1.0
158,AP1,Cish,1.0
159,AP1,Ckm,1.0
160,AP1,Cldn2,1.0
161,AP1,Clu,-1.0
162,AP1,Cnr1,1.0
163,AP1,Col10a1,1.0
164,AP1,Col1a2,1.0
165,AP1,Col24a1,1.0
166,AP1,Col2a1,-1.0
167,AP1,Col3a1,1.0
168,AP1,Col6a1,1.0
169,AP1,Cop1,1.0
170,AP1,Cops5,1.0
171,AP1,Cp,1.0
172,AP1,Cpb2,1.0
173,AP1,Cps1,-1.0
174,AP1,Cr2,1.0
175,AP1,Crabp1,1.0
176,AP1,Creb1,1.0
177,AP1,Crem,1.0
178,AP1,Crh,1.0
179,AP1,Crhr1,1.0
180,AP1,Crp,1.0
181,AP1,Cry1,1.0
182,AP1,Cryaa,1.0
183,AP1,Crygb,1.0
184,AP1,Csf1,-1.0
185,AP1,Csf1r,1.0
186,AP1,Csf2,1.0
187,AP1,Csf3,1.0
188,AP1,Csn1s1,1.0
189,AP1,Csn2,1.0
190,AP1,Csnk2a1,1.0
191,AP1,Ctla4,1.0
192,AP1,Ctnnb1,1.0
193,AP1,Ctsb,1.0
194,AP1,Ctsd,1.0
195,AP1,Ctsk,1.0
196,AP1,Ctsl,1.0
197,AP1,Cx3cl1,1.0
198,AP1,Cxcl10,1.0
199,AP1,Cxcl12,1.0
200,AP1,Cxcl13,1.0
201,AP1,Cxcl14,1.0
202,AP1,Cxcl16,1.0
203,AP1,Cxcl9,1.0
204,AP1,Cxcr4,1.0
205,AP1,Cyba,1.0
206,AP1,Cybb,1.0
207,AP1,Cygb,1.0
208,AP1,Cyp11a1,1.0
209,AP1,Cyp17a1,-1.0
210,AP1,Cyp19a1,-1.0
211,AP1,Cyp1a1,1.0
212,AP1,Cyp1a2,1.0
213,AP1,Cyp4b1,1.0
214,AP1,Cyp51,1.0
215,AP1,Cyp7a1,-1.0
216,AP1,Cyp8b1,1.0
217,AP1,Dab1,1.0
218,AP1,Dach1,1.0
219,AP1,Dbh,1.0
220,AP1,Dcn,-1.0
221,AP1,Dcstamp,1.0
222,AP1,Dctn1,1.0
223,AP1,Ddit3,1.0
224,AP1,Ddx21,1.0
225,AP1,Defb14,1.0
226,AP1,Dhdds,1.0
227,AP1,Dhx9,1.0
228,AP1,Dido1,1.0
229,AP1,Dio2,-1.0
230,AP1,Dio3,1.0
231,AP1,Dkk1,1.0
232,AP1,Dld,1.0
233,AP1,Dlst,1.0
234,AP1,Dmp1,1.0
235,AP1,Dnajb4,1.0
236,AP1,Dnase1,1.0
237,AP1,Drd1,1.0
238,AP1,Drd2,1.0
239,AP1,Dspp,-1.0
240,AP1,Dusp1,1.0
241,AP1,Dync1h1,1.0
242,AP1,E2f1,1.0
243,AP1,Ebp,1.0
244,AP1,Ecel1,1.0
245,AP1,Edn1,1.0
246,AP1,Edn3,1.0
247,AP1,Ednra,1.0
248,AP1,Efhd2,1.0
249,AP1,Efna2,1.0
250,AP1,Egf,1.0
251,AP1,Egfr,1.0
252,AP1,Egr1,1.0
253,AP1,Eif4e,1.0
254,AP1,Eln,-1.0
255,AP1,Elp1,1.0
256,AP1,Enpp1,-1.0
257,AP1,Enpp2,1.0
258,AP1,Ephb2,1.0
259,AP1,Ephx2,1.0
260,AP1,Epo,1.0
261,AP1,Erbb2,1.0
262,AP1,Erbb4,1.0
263,AP1,Ercc1,1.0
264,AP1,Ercc4,1.0
265,AP1,Ern1,1.0
266,AP1,Esr1,1.0
267,AP1,Esr2,1.0
268,AP1,Ets1,1.0
269,AP1,Ets2,1.0
270,AP1,Etv1,1.0
271,AP1,Ezh2,1.0
272,AP1,Ezr,1.0
273,AP1,F2r,1.0
274,AP1,F3,1.0
275,AP1,F7,1.0
276,AP1,Fabp2,1.0
277,AP1,Fabp4,1.0
278,AP1,Fabp6,1.0
279,AP1,Fadd,1.0
280,AP1,Fap,1.0
281,AP1,Fas,1.0
282,AP1,Fasl,1.0
283,AP1,Fasn,1.0
284,AP1,Fbxw7,1.0
285,AP1,Fcer1g,1.0
286,AP1,Fgf2,1.0
287,AP1,Fgf7,1.0
288,AP1,Fgfbp1,1.0
289,AP1,Fgfr1,1.0
290,AP1,Fhit,1.0
291,AP1,Flt1,1.0
292,AP1,Fmo4,1.0
293,AP1,Fn1,1.0
294,AP1,Fos,-1.0
295,AP1,Fosb,1.0
296,AP1,Fosl1,1.0
297,AP1,Fosl2,1.0
298,AP1,Foxa1,1.0
299,AP1,Foxc1,1.0
300,AP1,Foxo3,1.0
301,AP1,Foxp3,1.0
302,AP1,Fshb,1.0
303,AP1,Fshr,1.0
304,AP1,Fth1,1.0
305,AP1,Ftmt,1.0
306,AP1,Gab2,1.0
307,AP1,Gabrb3,1.0
308,AP1,Gadd45a,1.0
309,AP1,Gadd45b,1.0
310,AP1,Gal,1.0
311,AP1,Gap43,1.0
312,AP1,Gast,1.0
313,AP1,Gata1,1.0
314,AP1,Gata3,1.0
315,AP1,Gc,1.0
316,AP1,Gcg,1.0
317,AP1,Gch1,1.0
318,AP1,Gckr,1.0
319,AP1,Gclc,-1.0
320,AP1,Gclm,1.0
321,AP1,Gcm1,1.0
322,AP1,Gcsh,1.0
323,AP1,Gfap,1.0
324,AP1,Gh,-1.0
325,AP1,Ghrhr,1.0
326,AP1,Gip,1.0
327,AP1,Glrx,1.0
328,AP1,Gls,1.0
329,AP1,Gnrh1,1.0
330,AP1,Gnrhr,1.0
331,AP1,Gper1,1.0
332,AP1,Gprc5a,1.0
333,AP1,Grb2,1.0
334,AP1,Greb1,1.0
335,AP1,Grik2,1.0
336,AP1,Grin1,1.0
337,AP1,Grin2a,1.0
338,AP1,Grin2b,1.0
339,AP1,Grp,1.0
340,AP1,Gsc,1.0
341,AP1,Gsk3b,1.0
342,AP1,Gss,1.0
343,AP1,Gstk1,1.0
344,AP1,Gtf2b,1.0
345,AP1,Gtf3a,1.0
346,AP1,H1f2,1.0
347,AP1,H2-Ab1,1.0
348,AP1,H2-T23,1.0
349,AP1,Havcr2,1.0
350,AP1,Hba-x,1.0
351,AP1,Hbb-bh1,1.0
352,AP1,Hbb-y,1.0
353,AP1,Hbegf,1.0
354,AP1,Hc,1.0
355,AP1,Hcrt,1.0
356,AP1,Hcst,1.0
357,AP1,Hdc,1.0
358,AP1,Herpud1,1.0
359,AP1,Hes1,-1.0
360,AP1,Hey1,1.0
361,AP1,Hgf,1.0
362,AP1,Hint1,1.0
363,AP1,Hipk3,1.0
364,AP1,Hmbs,1.0
365,AP1,Hmgb1,1.0
366,AP1,Hmmr,1.0
367,AP1,Hmox1,1.0
368,AP1,Hnrnpc,1.0
369,AP1,Hp,1.0
370,AP1,Hpcal1,1.0
371,AP1,Hpgds,1.0
372,AP1,Hras,1.0
373,AP1,Hrk,1.0
374,AP1,Hsd17b1,1.0
375,AP1,Hsp90aa1,1.0
376,AP1,Hspa4,1.0
377,AP1,Hspa5,1.0
378,AP1,Hspb1,1.0
379,AP1,Hspb2,1.0
380,AP1,Hsph1,1.0
381,AP1,Htt,1.0
382,AP1,Ibsp,-1.0
383,AP1,Icam1,1.0
384,AP1,Icos,1.0
385,AP1,Id2,1.0
386,AP1,Ifnar1,1.0
387,AP1,Ifnb1,1.0
388,AP1,Ifne,1.0
389,AP1,Ifng,1.0
390,AP1,Igf1,1.0
391,AP1,Igf2,1.0
392,AP1,Igfbp1,-1.0
393,AP1,Igfbp2,1.0
394,AP1,Igfbp4,1.0
395,AP1,Igfbp7,1.0
396,AP1,Ighe,1.0
397,AP1,Ighmbp2,1.0
398,AP1,Ikbkb,1.0
399,AP1,Il10,1.0
400,AP1,Il11,1.0
401,AP1,Il12a,1.0
402,AP1,Il12b,1.0
403,AP1,Il13,-1.0
404,AP1,Il13ra2,1.0
405,AP1,Il17a,1.0
406,AP1,Il18,1.0
407,AP1,Il18r1,1.0
408,AP1,Il1a,1.0
409,AP1,Il1b,1.0
410,AP1,Il1rl1,1.0
411,AP1,Il1rn,1.0
412,AP1,Il2,-1.0
413,AP1,Il20,1.0
414,AP1,Il21,1.0
415,AP1,Il21r,1.0
416,AP1,Il23a,1.0
417,AP1,Il24,1.0
418,AP1,Il27,1.0
419,AP1,Il2ra,1.0
420,AP1,Il3,1.0
421,AP1,Il31,1.0
422,AP1,Il4,1.0
423,AP1,Il5,1.0
424,AP1,Il5ra,1.0
425,AP1,Il6,-1.0
426,AP1,Il6st,1.0
427,AP1,Il7,1.0
428,AP1,Il7r,1.0
429,AP1,Il9,1.0
430,AP1,Ilk,1.0
431,AP1,Insr,1.0
432,AP1,Intu,1.0
433,AP1,Irak1,1.0
434,AP1,Irak3,1.0
435,AP1,Irs2,1.0
436,AP1,Itga2,1.0
437,AP1,Itga2b,1.0
438,AP1,Itga5,1.0
439,AP1,Itgav,-1.0
440,AP1,Itgax,1.0
441,AP1,Itgb1,1.0
442,AP1,Itgb3,-1.0
443,AP1,Itgb8,1.0
444,AP1,Itpr1,1.0
445,AP1,Ivl,1.0
446,AP1,Jun,-1.0
447,AP1,Junb,1.0
448,AP1,Jund,-1.0
449,AP1,Kat2b,1.0
450,AP1,Kcnab2,1.0
451,AP1,Kdm2b,1.0
452,AP1,Kif11,1.0
453,AP1,Kif18a,1.0
454,AP1,Kifbp,1.0
455,AP1,Kitl,1.0
456,AP1,Klf16,1.0
457,AP1,Klf6,1.0
458,AP1,Klk6,1.0
459,AP1,Krt14,1.0
460,AP1,Krt15,1.0
461,AP1,Krt16,1.0
462,AP1,Krt17,1.0
463,AP1,Krt18,1.0
464,AP1,Krt5,1.0
465,AP1,Lama3,1.0
466,AP1,Lamb1,1.0
467,AP1,Lamc2,1.0
468,AP1,Large1,1.0
469,AP1,Lbp,-1.0
470,AP1,Lck,1.0
471,AP1,Ldha,1.0
472,AP1,Ldlr,1.0
473,AP1,Ldoc1,1.0
474,AP1,Lep,1.0
475,AP1,Lgals1,1.0
476,AP1,Lgals3,1.0
477,AP1,Lgmn,1.0
478,AP1,Lhb,-1.0
479,AP1,Lif,1.0
480,AP1,Limd1,1.0
481,AP1,Litaf,1.0
482,AP1,Lmna,1.0
483,AP1,Lor,-1.0
484,AP1,Lox,1.0
485,AP1,Loxl4,1.0
486,AP1,Lpl,1.0
487,AP1,Lrig2,1.0
488,AP1,Lta,1.0
489,AP1,Ltbp3,1.0
490,AP1,Ly6k,1.0
491,AP1,Lypd3,1.0
492,AP1,Macc1,1.0
493,AP1,Maf,1.0
494,AP1,Mafa,-1.0
495,AP1,Maoa,1.0
496,AP1,Maob,1.0
497,AP1,Map2,-1.0
498,AP1,Map2k1,1.0
499,AP1,Map2k5,1.0
500,AP1,Map2k6,1.0
501,AP1,Map2k7,1.0
502,AP1,Map3k1,1.0
503,AP1,Map3k4,1.0
504,AP1,Map3k8,1.0
505,AP1,Mapk1,1.0
506,AP1,Mapk12,1.0
507,AP1,Mapk13,1.0
508,AP1,Mapk14,1.0
509,AP1,Mapk3,1.0
510,AP1,Mapk8,1.0
511,AP1,Mapk9,1.0
512,AP1,Mapre2,1.0
513,AP1,Mat2a,1.0
514,AP1,Mbd3,1.0
515,AP1,Mbp,-1.0
516,AP1,Mc2r,1.0
517,AP1,Mcat,1.0
518,AP1,Mcf2,1.0
519,AP1,Mcl1,1.0
520,AP1,Mdm2,1.0
521,AP1,Mef2d,1.0
522,AP1,Meltf,1.0
523,AP1,Men1,1.0
524,AP1,Met,1.0
525,AP1,Mgat5,1.0
526,AP1,Mgmt,1.0
527,AP1,Mgp,1.0
528,AP1,Micu1,1.0
529,AP1,Mitf,1.0
530,AP1,Mmp11,1.0
531,AP1,Mmp12,1.0
532,AP1,Mmp13,1.0
533,AP1,Mmp2,1.0
534,AP1,Mmp20,1.0
535,AP1,Mmp7,1.0
536,AP1,Mmp9,-1.0
537,AP1,Mos,1.0
538,AP1,Mpz,1.0
539,AP1,Mrap,1.0
540,AP1,Mrgprf,1.0
541,AP1,Mrtfa,1.0
542,AP1,Msh2,1.0
543,AP1,Msr1,1.0
544,AP1,Mt1,1.0
545,AP1,Mt2,1.0
546,AP1,Mthfr,1.0
547,AP1,Mtr,1.0
548,AP1,Muc2,-1.0
549,AP1,Muc4,1.0
550,AP1,Muc5ac,1.0
551,AP1,Myb,1.0
552,AP1,Myc,-1.0
553,AP1,Myd88,1.0
554,AP1,Myh6,-1.0
555,AP1,Myl2,-1.0
556,AP1,Myl9,1.0
557,AP1,Myocd,1.0
558,AP1,Myod1,-1.0
559,AP1,Myog,1.0
560,AP1,Naca,1.0
561,AP1,Nampt,1.0
562,AP1,Nanog,1.0
563,AP1,Ncam1,1.0
564,AP1,Ncf2,1.0
565,AP1,Nck2,1.0
566,AP1,Ndufb6,1.0
567,AP1,Nectin2,1.0
568,AP1,Nefl,1.0
569,AP1,Neil1,1.0
570,AP1,Nelfe,1.0
571,AP1,Nes,1.0
572,AP1,Nf1,1.0
573,AP1,Nfatc1,1.0
574,AP1,Nfatc4,1.0
575,AP1,Nfic,1.0
576,AP1,Nfkb1,-1.0
577,AP1,Nfkb2,1.0
578,AP1,Nfkbia,1.0
579,AP1,Nfya,1.0
580,AP1,Ngf,1.0
581,AP1,Nkx2-1,1.0
582,AP1,Nlrp2,1.0
583,AP1,Nlrp3,1.0
584,AP1,Nos2,-1.0
585,AP1,Nos3,1.0
586,AP1,Notch2,1.0
587,AP1,Notch4,1.0
588,AP1,Noto,1.0
589,AP1,Nox1,1.0
590,AP1,Nox4,1.0
591,AP1,Noxo1,1.0
592,AP1,Npm1,1.0
593,AP1,Nppa,-1.0
594,AP1,Nppb,-1.0
595,AP1,Npy,1.0
596,AP1,Npy6r,1.0
597,AP1,Nqo1,-1.0
598,AP1,Nqo2,1.0
599,AP1,Nr0b2,1.0
600,AP1,Nr3c1,-1.0
601,AP1,Nr4a1,1.0
602,AP1,Nrf1,1.0
603,AP1,Nrl,-1.0
604,AP1,Nt5e,1.0
605,AP1,Ntf3,1.0
606,AP1,Ntrk1,1.0
607,AP1,Nts,1.0
608,AP1,Nup214,1.0
609,AP1,Oat,1.0
610,AP1,Odc1,1.0
611,AP1,Oga,1.0
612,AP1,Olr1,1.0
613,AP1,Oprm1,1.0
614,AP1,Osm,1.0
615,AP1,Oxtr,1.0
616,AP1,Padi3,1.0
617,AP1,Padi4,1.0
618,AP1,Pak3,1.0
619,AP1,Pax7,-1.0
620,AP1,Pck1,-1.0
621,AP1,Pck2,-1.0
622,AP1,Pcna,1.0
623,AP1,Pcsk1,1.0
624,AP1,Pcx,1.0
625,AP1,Pcyt2,1.0
626,AP1,Pdcd4,1.0
627,AP1,Pdgfa,1.0
628,AP1,Pdgfb,1.0
629,AP1,Pdgfra,-1.0
630,AP1,Pdgfrb,1.0
631,AP1,Pdk1,1.0
632,AP1,Pdlim7,1.0
633,AP1,Pdpk1,1.0
634,AP1,Pdpn,1.0
635,AP1,Pdyn,1.0
636,AP1,Pea15a,1.0
637,AP1,Pelp1,1.0
638,AP1,Penk,1.0
639,AP1,Per1,1.0
640,AP1,Pes1,1.0
641,AP1,Pgr,-1.0
642,AP1,Phex,1.0
643,AP1,Pik3c3,1.0
644,AP1,Pik3r1,1.0
645,AP1,Pik3r3,1.0
646,AP1,Pitx1,1.0
647,AP1,Pla2g4a,1.0
648,AP1,Plagl1,1.0
649,AP1,Plat,1.0
650,AP1,Plau,-1.0
651,AP1,Plaur,1.0
652,AP1,Plekho1,1.0
653,AP1,Plin2,1.0
654,AP1,Pml,1.0
655,AP1,Pold2,1.0
656,AP1,Polr2f,1.0
657,AP1,Pomc,1.0
658,AP1,Pon1,1.0
659,AP1,Pon2,1.0
660,AP1,Postn,1.0
661,AP1,Pou1f1,1.0
662,AP1,Pou2f1,1.0
663,AP1,Ppara,1.0
664,AP1,Ppard,1.0
665,AP1,Pparg,-1.0
666,AP1,Ppargc1a,-1.0
667,AP1,Ppm1d,1.0
668,AP1,Ppp1cc,1.0
669,AP1,Ppp1r15a,1.0
670,AP1,Prdm1,1.0
671,AP1,Prdx1,1.0
672,AP1,Prf1,1.0
673,AP1,Prkaca,1.0
674,AP1,Prkar2b,1.0
675,AP1,Prkca,1.0
676,AP1,Prkcd,1.0
677,AP1,Prkce,1.0
678,AP1,Prkcg,1.0
679,AP1,Prkcq,1.0
680,AP1,Prkdc,1.0
681,AP1,Prkg1,1.0
682,AP1,Prkn,-1.0
683,AP1,Prm3,1.0
684,AP1,Psen1,1.0
685,AP1,Psen2,1.0
686,AP1,Psma5,1.0
687,AP1,Psma6,1.0
688,AP1,Psmc6,1.0
689,AP1,Pten,-1.0
690,AP1,Ptgds,1.0
691,AP1,Ptgs2,1.0
692,AP1,Pth,1.0
693,AP1,Pth1r,-1.0
694,AP1,Pthlh,1.0
695,AP1,Ptk2,1.0
696,AP1,Ptk2b,1.0
697,AP1,Ptn,1.0
698,AP1,Ptov1,1.0
699,AP1,Ptpn6,1.0
700,AP1,Ptpro,1.0
701,AP1,Ptx3,1.0
702,AP1,Pvr,1.0
703,AP1,Qrfp,1.0
704,AP1,Rab11a,1.0
705,AP1,Rab18,1.0
706,AP1,Rab27a,1.0
707,AP1,Rabep2,1.0
708,AP1,Rac1,1.0
709,AP1,Rac2,1.0
710,AP1,Rae1,1.0
711,AP1,Raf1,1.0
712,AP1,Rara,-1.0
713,AP1,Rarb,1.0
714,AP1,Rarg,-1.0
715,AP1,Rasa1,1.0
716,AP1,Rasgrf1,1.0
717,AP1,Rassf10,1.0
718,AP1,Rb1,1.0
719,AP1,Rbfox2,1.0
720,AP1,Rbpj,1.0
721,AP1,Rcan1,1.0
722,AP1,Rela,1.0
723,AP1,Relb,1.0
724,AP1,Ren1,1.0
725,AP1,Retn,1.0
726,AP1,Rgn,1.0
727,AP1,Rgs4,1.0
728,AP1,Rhd,1.0
729,AP1,Rho,1.0
730,AP1,Rhob,1.0
731,AP1,Rhoc,1.0
732,AP1,Rhoh,-1.0
733,AP1,Ripk1,1.0
734,AP1,Rock1,1.0
735,AP1,Ros1,1.0
736,AP1,Runx2,1.0
737,AP1,Ryk,1.0
738,AP1,S100a10,1.0
739,AP1,S100a2,1.0
740,AP1,S1pr1,1.0
741,AP1,Sag,1.0
742,AP1,Sar1b,1.0
743,AP1,Sat1,1.0
744,AP1,Scgb1a1,1.0
745,AP1,Scn1a,1.0
746,AP1,Sele,1.0
747,AP1,Serpinb2,1.0
748,AP1,Serpinb5,1.0
749,AP1,Serpinb7,1.0
750,AP1,Serpine1,1.0
751,AP1,Serpinf2,1.0
752,AP1,Sesn2,1.0
753,AP1,Sftpa1,1.0
754,AP1,Sftpb,-1.0
755,AP1,Sftpd,1.0
756,AP1,Sgca,1.0
757,AP1,Sgpl1,1.0
758,AP1,Sharpin,1.0
759,AP1,Sigmar1,1.0
760,AP1,Sirt1,1.0
761,AP1,Sirt6,1.0
762,AP1,Sla,1.0
763,AP1,Slc10a1,1.0
764,AP1,Slc10a2,-1.0
765,AP1,Slc11a1,1.0
766,AP1,Slc19a1,1.0
767,AP1,Slc1a3,1.0
768,AP1,Slc22a2,1.0
769,AP1,Slc26a3,1.0
770,AP1,Slc29a1,-1.0
771,AP1,Slc2a2,1.0
772,AP1,Slc2a3,1.0
773,AP1,Slc38a1,1.0
774,AP1,Slc46a1,1.0
775,AP1,Slc47a1,1.0
776,AP1,Slc4a4,1.0
777,AP1,Slc6a6,1.0
778,AP1,Slc7a11,1.0
779,AP1,Slc8a1,1.0
780,AP1,Smad1,1.0
781,AP1,Smad3,1.0
782,AP1,Smad4,1.0
783,AP1,Smad7,1.0
784,AP1,Smarca1,1.0
785,AP1,Smarca4,1.0
786,AP1,Smn1,-1.0
787,AP1,Smurf1,1.0
788,AP1,Snai1,1.0
789,AP1,Snai2,1.0
790,AP1,Snap25,1.0
791,AP1,Sncg,1.0
792,AP1,Socs3,1.0
793,AP1,Sod1,1.0
794,AP1,Sod2,1.0
795,AP1,Sox4,1.0
796,AP1,Sox7,1.0
797,AP1,Sp1,1.0
798,AP1,Sp3,1.0
799,AP1,Sp4,1.0
800,AP1,Sparc,1.0
801,AP1,Sphk1,1.0
802,AP1,Spi1,-1.0
803,AP1,Spib,1.0
804,AP1,Spp1,1.0
805,AP1,Sprr1a,1.0
806,AP1,Sprr3,1.0
807,AP1,Sptbn1,1.0
808,AP1,Sqstm1,1.0
809,AP1,Src,1.0
810,AP1,Srr,1.0
811,AP1,Srxn1,1.0
812,AP1,Sst,1.0
813,AP1,Star,1.0
814,AP1,Stat3,1.0
815,AP1,Stim1,1.0
816,AP1,Stmn1,1.0
817,AP1,Stmn2,1.0
818,AP1,Stxbp1,1.0
819,AP1,Syk,1.0
820,AP1,Taf7,1.0
821,AP1,Tat,1.0
822,AP1,Tbk1,1.0
823,AP1,Tbp,1.0
824,AP1,Tbx3,1.0
825,AP1,Tcea1,1.0
826,AP1,Tcf21,1.0
827,AP1,Tcf3,1.0
828,AP1,Tcirg1,1.0
829,AP1,Tec,1.0
830,AP1,Tert,-1.0
831,AP1,Tff1,1.0
832,AP1,Tff3,1.0
833,AP1,Tfpi2,1.0
834,AP1,Tgfa,1.0
835,AP1,Tgfb1,1.0
836,AP1,Tgfb3,1.0
837,AP1,Tgfbi,1.0
838,AP1,Tgfbr2,1.0
839,AP1,Tgm1,1.0
840,AP1,Th,1.0
841,AP1,Thbd,-1.0
842,AP1,Thbs1,-1.0
843,AP1,Thbs2,-1.0
844,AP1,Thpo,1.0
845,AP1,Timm17a,1.0
846,AP1,Timp1,-1.0
847,AP1,Timp2,1.0
848,AP1,Timp3,1.0
849,AP1,Tjp1,1.0
850,AP1,Tkt,1.0
851,AP1,Tlr1,1.0
852,AP1,Tlr4,-1.0
853,AP1,Tlr9,-1.0
854,AP1,Tm9sf2,1.0
855,AP1,Tnc,1.0
856,AP1,Tnf,1.0
857,AP1,Tnfaip1,1.0
858,AP1,Tnfaip6,1.0
859,AP1,Tnfrsf10b,1.0
860,AP1,Tnfrsf11a,1.0
861,AP1,Tnfrsf11b,-1.0
862,AP1,Tnfrsf1b,1.0
863,AP1,Tnfrsf8,1.0
864,AP1,Tnfrsf9,1.0
865,AP1,Tnfsf10,1.0
866,AP1,Tnfsf11,1.0
867,AP1,Tnfsf13b,1.0
868,AP1,Tnfsf15,1.0
869,AP1,Tnfsf4,1.0
870,AP1,Top3a,1.0
871,AP1,Tpi1,1.0
872,AP1,Tradd,1.0
873,AP1,Traf2,1.0
874,AP1,Traf3ip2,1.0
875,AP1,Traf6,1.0
876,AP1,Trex1,1.0
877,AP1,Trf,1.0
878,AP1,Trh,1.0
879,AP1,Trp53,-1.0
880,AP1,Trp53bp1,1.0
881,AP1,Trp63,1.0
882,AP1,Trp73,1.0
883,AP1,Trpc6,1.0
884,AP1,Trpm6,1.0
885,AP1,Tslp,1.0
886,AP1,Tspo,1.0
887,AP1,Tspoap1,1.0
888,AP1,Ttf1,1.0
889,AP1,Ttpa,1.0
890,AP1,Ttr,1.0
