index,trajectories,ect1_ld,ect2_ld,ect3_ld,mes1_ld,mes2_ld,mes3_ld,pluri1_ld,pluri2_ld,endo1_ld
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_329,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_63,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_264,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_247,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_369,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_52,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_317,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_205,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_333,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_262,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_66,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_335,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_241,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_271,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_23,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_362,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_149,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_87,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_382,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_345,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_374,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_33,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_347,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_148,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_299,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_320,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_5,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_134,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_2,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_279,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_226,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_207,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_269,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_200,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_310,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_94,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_41,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_240,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_91,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_119,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_360,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_298,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_348,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_184,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_147,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_141,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_204,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_288,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_135,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_206,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_284,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_156,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_173,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_64,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_196,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_24,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_37,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_383,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_228,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_268,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_300,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_318,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_101,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_76,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_120,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_44,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_58,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_265,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_351,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_29,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_263,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_78,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_346,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_370,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_312,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_125,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_341,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_235,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_303,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_166,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_266,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_151,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_322,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_6,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_36,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_39,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_179,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_309,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_70,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_16,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_138,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_315,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_104,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_243,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_121,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_363,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_373,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_194,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_132,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_54,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_82,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_239,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_286,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_189,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_223,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_340,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_192,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_384,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_183,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_90,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_330,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_248,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_378,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_143,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_68,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_343,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_203,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_358,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_167,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_50,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_106,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_19,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_217,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_65,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_48,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_195,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_182,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_364,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_131,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_112,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_193,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_93,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_295,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_142,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_252,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_108,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_371,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_218,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_278,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_57,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_227,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_365,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_305,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_245,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_356,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_28,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_110,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_59,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_292,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_137,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_165,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_62,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_291,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_144,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_27,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_277,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_257,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_282,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_367,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_209,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_86,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_339,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_202,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_211,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_13,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_221,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_344,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_136,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_158,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_161,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_92,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_105,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_380,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_353,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_328,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_38,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_337,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_237,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_67,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_219,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_99,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_157,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_331,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_304,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_3,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_160,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_213,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_297,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_20,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_188,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_285,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_272,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_109,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_201,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_127,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_113,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_238,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_152,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_96,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_95,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_289,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_354,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_102,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_212,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_274,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_281,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_43,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_42,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_98,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_296,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_124,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_254,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_61,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_174,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_247,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_178,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_232,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_199,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_311,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_249,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_376,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_260,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_273,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_264,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_280,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_220,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_242,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_244,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_369,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_115,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_100,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_256,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_270,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_230,Mes1,,,,Mesoderm Gastd6,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-2_334,Ect3,,,Ectoderm Gastd6,,,,,,
