index,ect1_ct,ect2_ct,ect3_ct,mes1_ct,mes2_ct,mes3_ct,pluri1_ct,pluri2_ct,endo1_ct
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_108,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_248,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_106,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_193,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_15,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_48,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_36,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_243,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_316,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_379,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_309,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_77,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_131,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_195,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_364,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_19,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_223,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_365,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_143,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_194,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_381,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_104,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_340,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_111,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_72,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_217,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_68,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_133,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_65,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_363,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_358,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_203,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_227,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_26,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_84,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_172,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_70,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_218,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_138,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_16,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_50,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_121,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_356,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_215,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_39,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_192,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_90,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_343,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_179,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_93,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_314,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_182,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_130,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_239,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_38,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_96,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_354,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_92,,Roof Plate Neural Tube,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_95,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_337,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_61,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_127,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_258,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_137,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_136,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_282,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_201,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_188,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_3,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_208,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_289,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_181,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_202,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_274,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_109,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_113,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_297,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_307,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_18,,Roof Plate Neural Tube,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_75,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_129,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_323,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_216,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_11,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_154,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_293,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_292,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_160,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_105,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_159,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_209,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_43,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_161,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_238,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_20,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_158,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_89,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_261,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_272,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_211,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_328,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_99,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_213,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_353,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_35,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_157,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_221,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_67,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_285,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_339,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_257,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_40,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_98,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_27,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_344,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_13,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_31,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_59,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_212,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_126,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_110,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_86,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_28,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_55,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_9,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_329,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_178,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_230,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_250,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_4,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_376,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_52,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_8,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_117,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_107,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_244,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_139,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_191,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_256,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_326,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_10,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_264,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_14,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_319,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_115,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_259,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_199,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_369,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_162,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_79,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_30,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_80,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_32,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_22,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_232,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_214,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_273,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_334,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_290,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_45,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_155,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_224,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_231,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_280,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_187,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_123,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_255,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_260,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_342,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_294,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_122,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_185,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_63,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_88,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_85,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_317,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_311,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_267,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_163,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_236,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_249,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_47,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_320,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_196,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_128,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_345,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_351,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_370,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_347,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_91,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_226,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_269,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_207,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_33,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_372,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_335,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_312,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_29,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_94,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_186,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_23,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_6,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_361,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_228,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_64,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_348,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_303,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_120,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_119,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_180,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_204,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_298,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_341,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_153,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_299,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_279,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_66,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_205,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_150,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_235,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_288,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_333,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_151,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_46,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_71,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_156,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_141,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_266,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-6_147,,,,,,,Naive PGCs,,
