,TA_start,total,TA_ratio,QC
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_346,4992.0,7514.0,66.43598615916954,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_216,17686.0,20897.0,84.63415801311193,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_10,6198.0,7473.0,82.93857888398234,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_371,60141.0,67448.0,89.16646898351323,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_256,69530.0,88494.0,78.57029855131421,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_219,17482.0,20954.0,83.43037128949126,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_42,41423.0,46423.0,89.22947676798138,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_268,15952.0,18786.0,84.91429788140104,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_179,32597.0,37844.0,86.13518655533242,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_36,175061.0,216976.0,80.68219526583586,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_329,49240.0,112369.0,43.81991474516993,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_154,15772.0,18894.0,83.47623584206626,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_149,122513.0,146353.0,83.71061747965535,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_63,51768.0,61839.0,83.71416096638043,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_364,10786.0,13529.0,79.7250351097642,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_124,106942.0,125330.0,85.32833320035107,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_324,20203.0,23410.0,86.30072618539086,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_108,62145.0,71234.0,87.24064351292921,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_127,19524.0,23156.0,84.31508032475385,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_181,24485.0,26997.0,90.69526243656702,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_110,17107.0,21884.0,78.17126667885212,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_174,16608.0,20248.0,82.0229158435401,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_372,52126.0,58530.0,89.05860242610628,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_129,28097.0,31634.0,88.81899222355693,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_114,13833.0,16896.0,81.87144886363636,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_20,5950.0,7658.0,77.6965265082267,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_138,12448.0,14110.0,88.22111977321049,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_378,18887.0,21865.0,86.3800594557512,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_252,95696.0,112941.0,84.73096572546727,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_297,46896.0,55483.0,84.52318728259107,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_375,132615.0,150280.0,88.2452754857599,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_317,31081.0,35775.0,86.87910552061496,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_169,209.0,365.0,57.26027397260274,bad
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_132,25321.0,33777.0,74.96521301477337,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_292,71911.0,81203.0,88.5570730145438,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_68,9343.0,11033.0,84.68231668630473,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_133,9732.0,10768.0,90.37890044576523,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_260,33491.0,37656.0,88.93934565540684,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_313,105906.0,122153.0,86.69946706179955,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_377,63443.0,72076.0,88.02236528109219,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_294,24553.0,29485.0,83.27285060200101,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_383,36534.0,40166.0,90.95752626599611,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_189,7063.0,8306.0,85.03491451962437,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_222,40478.0,49157.0,82.34432532497915,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_337,43323.0,48691.0,88.97537532603562,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_83,53788.0,62920.0,85.48633184996821,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_220,20611.0,23259.0,88.61515972311793,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_310,101771.0,117398.0,86.68887033850662,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_151,60834.0,67951.0,89.52627628732469,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_248,8820.0,10439.0,84.49085161413929,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_362,37667.0,44985.0,83.73235522952095,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_165,112076.0,125226.0,89.49898583361283,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_356,77230.0,94314.0,81.8860402485315,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_24,18659.0,23344.0,79.93060315284441,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_246,11374.0,14077.0,80.79846558215529,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_157,99532.0,117665.0,84.58930013172991,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_204,8145.0,9322.0,87.37395408710577,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_282,54122.0,63421.0,85.33766418063418,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_50,10206.0,12255.0,83.28029375764994,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_95,49717.0,58453.0,85.05465929892392,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_41,58788.0,70978.0,82.82566429034348,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_363,99711.0,110371.0,90.34166583613448,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_131,5964.0,7477.0,79.76461147519058,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_225,2393.0,4862.0,49.21842863019334,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_66,6227.0,8622.0,72.22222222222221,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_286,14408.0,17725.0,81.28631875881524,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_295,9238.0,10163.0,90.89835678441405,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_384,140000.0,173307.0,80.78150334377723,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_229,43443.0,49665.0,87.47206282090004,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_359,86958.0,98362.0,88.4060917834123,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_85,162567.0,180855.0,89.88803184871858,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_62,16184.0,18735.0,86.38377368561517,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_360,23324.0,28407.0,82.10652304009575,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_38,182730.0,217645.0,83.95782122263319,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_379,33601.0,44928.0,74.78855056980058,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_184,14984.0,17454.0,85.84851609946143,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_254,2106.0,2904.0,72.52066115702479,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_111,28323.0,34627.0,81.79455338319809,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_94,102657.0,120865.0,84.93525834608862,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_319,164506.0,197262.0,83.39467307438838,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_212,52855.0,65460.0,80.7439657806294,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_369,100951.0,117327.0,86.04242842653439,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_69,5298.0,6747.0,78.52378835037794,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_323,38395.0,43307.0,88.657722769991,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_218,23335.0,28233.0,82.65150710161868,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_163,6616.0,7640.0,86.59685863874346,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_370,15145.0,19117.0,79.2226813830622,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_208,8262.0,9622.0,85.86572438162544,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_74,12089.0,13730.0,88.04806991988346,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_322,71655.0,84747.0,84.55166554568304,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_334,72613.0,87401.0,83.08028512259585,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_349,14436.0,17029.0,84.77303423571554,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_22,21025.0,24092.0,87.26963307321932,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_217,1643.0,2235.0,73.51230425055928,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_299,94460.0,112330.0,84.09151606872608,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_143,40444.0,50069.0,80.77652839082067,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_176,11985.0,13734.0,87.26518130187854,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_102,27785.0,62282.0,44.6116052792139,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_358,24504.0,29846.0,82.10145413120686,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_160,16891.0,20143.0,83.85543364940673,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_304,84833.0,103099.0,82.28304833218557,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_148,13983.0,16706.0,83.70046689812044,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_150,26157.0,56771.0,46.07458033150728,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_350,6459.0,8447.0,76.4650171658577,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_59,161207.0,191848.0,84.02850173053668,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_23,45889.0,55587.0,82.55347473330094,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_162,69722.0,78973.0,88.28586985425399,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_325,50028.0,57869.0,86.45043114620954,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_128,138079.0,160545.0,86.00641564670342,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_235,19325.0,22697.0,85.14341102348328,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_333,23089.0,25827.0,89.3986912920587,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_37,225578.0,261189.0,86.36581173020303,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_330,61701.0,75183.0,82.06775467858427,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_156,5175.0,6014.0,86.04921849018956,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_277,10895.0,12832.0,84.90492518703242,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_318,53290.0,60013.0,88.79742722410144,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_367,35155.0,38802.0,90.60099994845626,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_1,125.0,565.0,22.123893805309734,bad
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_17,13358.0,16658.0,80.18969864329452,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_56,625.0,827.0,75.57436517533253,bad
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_233,85140.0,98195.0,86.70502571414022,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_270,52119.0,62607.0,83.24787963007331,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_273,22240.0,25924.0,85.78923005708997,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_71,98757.0,119349.0,82.74639921574541,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_258,7494.0,8232.0,91.03498542274052,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_301,7764.0,8808.0,88.14713896457765,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_182,44955.0,51157.0,87.87653693531678,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_187,23965.0,27822.0,86.13687010279635,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_250,43367.0,49816.0,87.05436004496548,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_289,71289.0,80140.0,88.95557773895682,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_159,9237.0,10315.0,89.54920019389239,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_168,28703.0,34696.0,82.72711551763892,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_198,4127.0,4735.0,87.15945089757128,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_206,22900.0,26885.0,85.17760833178353,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_230,46869.0,55779.0,84.02624643683106,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_224,72536.0,87497.0,82.90112803867561,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_335,71497.0,83073.0,86.06526789690994,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_192,21527.0,25586.0,84.13585554600172,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_342,49393.0,55183.0,89.50763822191618,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_161,51985.0,58907.0,88.24927427979696,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_288,38604.0,49191.0,78.47777032383972,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_30,3264.0,4572.0,71.39107611548556,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_302,3056.0,3480.0,87.816091954023,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_213,124127.0,145710.0,85.18770159906663,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_269,31557.0,37404.0,84.36798203400706,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_344,24693.0,28605.0,86.32406921866806,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_93,30545.0,36385.0,83.94942971004535,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_226,15968.0,20239.0,78.89717871436336,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_101,44926.0,51621.0,87.03047209469015,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_303,41475.0,49464.0,83.84885977680737,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_142,8500.0,9827.0,86.49638750381602,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_331,28627.0,34009.0,84.17477726484167,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_251,10986.0,12362.0,88.86911502993044,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_300,24985.0,28442.0,87.84543984248646,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_137,43589.0,47777.0,91.23427590681709,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_99,19110.0,21062.0,90.73212420472889,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_259,32534.0,39077.0,83.25613532256826,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_242,25971.0,29726.0,87.36796070779789,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_11,14368.0,16689.0,86.09263586793696,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_283,22119.0,24425.0,90.55885363357216,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_271,61329.0,72676.0,84.38686774175794,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_86,9049.0,10176.0,88.9249213836478,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_136,7064.0,7968.0,88.65461847389558,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_381,16929.0,18472.0,91.64681680381118,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_284,26925.0,30248.0,89.01414969584765,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_90,20497.0,25607.0,80.04451907681494,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_279,200716.0,252455.0,79.5056544730744,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_32,42446.0,50274.0,84.42932728647014,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_152,10702.0,12281.0,87.14274081915153,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_188,35339.0,41433.0,85.29191707093379,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_45,47826.0,55260.0,86.54723127035831,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_173,112158.0,139613.0,80.33492583068912,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_3,75430.0,84483.0,89.28423469810495,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_366,17355.0,19812.0,87.5984251968504,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_296,34781.0,40409.0,86.07240961172016,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_158,16840.0,19068.0,88.31550241241871,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_39,26746.0,31615.0,84.59908271390162,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_43,54478.0,66453.0,81.97974508299099,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_228,75540.0,94893.0,79.60545034934083,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_109,49151.0,54613.0,89.99871825389559,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_347,62649.0,72195.0,86.77747766465822,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_81,3715.0,4478.0,82.9611433675748,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_34,25926.0,31085.0,83.4035708541097,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_7,3661.0,4177.0,87.64663634187215,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_327,17002.0,20565.0,82.67444687575978,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_166,57677.0,67122.0,85.92860761002355,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_306,5969.0,6737.0,88.60026718123794,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_285,30697.0,36987.0,82.99402492767729,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_146,39947.0,46731.0,85.48287004344012,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_199,66335.0,76389.0,86.83841914411761,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_223,3709.0,5969.0,62.137711509465575,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_348,77877.0,89861.0,86.66384749780217,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_87,23576.0,31686.0,74.40510004418354,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_376,5916.0,7946.0,74.45255474452554,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_341,23534.0,28390.0,82.89538569918986,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_70,101861.0,115677.0,88.05639841973772,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_373,73832.0,85302.0,86.55365642071699,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_123,133805.0,166636.0,80.29777479056146,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_231,988.0,1889.0,52.302805717310754,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_107,121656.0,141258.0,86.12326381514676,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_203,2707.0,5164.0,52.420604182804034,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_221,72543.0,80375.0,90.25567651632971,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_291,8899.0,10152.0,87.65760441292356,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_210,863.0,1700.0,50.76470588235294,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_227,31086.0,34367.0,90.45305089184393,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_80,7435.0,9227.0,80.57873631732959,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_115,76919.0,85764.0,89.68681498064456,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_244,76968.0,87012.0,88.45676458419528,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_112,55424.0,63587.0,87.16247031625961,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_125,37565.0,45617.0,82.34868579696166,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_2,12201.0,14711.0,82.937937597716,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_368,4242.0,4781.0,88.72620790629576,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_46,93704.0,108195.0,86.60658995332501,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_5,42048.0,49316.0,85.26238948819855,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_4,32593.0,38807.0,83.98742494910711,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_177,54426.0,63158.0,86.17435637607271,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_57,28418.0,35078.0,81.01374080620332,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_58,16174.0,19100.0,84.68062827225131,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_96,28675.0,32086.0,89.36919528766441,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_139,167316.0,195740.0,85.47869622969245,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_78,71291.0,82522.0,86.39029592108771,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_29,25054.0,27703.0,90.43785871566257,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_205,28879.0,32440.0,89.02281134401973,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_332,19296.0,21470.0,89.87424312994877,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_202,18189.0,21786.0,83.48939686036904,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_320,9319.0,10844.0,85.93692364441165,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_77,12947.0,15085.0,85.82698044414981,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_195,165303.0,194347.0,85.05559643318395,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_25,113.0,241.0,46.88796680497925,bad
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_236,53212.0,65292.0,81.49849905041965,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_121,92.0,235.0,39.148936170212764,bad
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_76,12415.0,15442.0,80.39761688900401,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_276,930.0,1195.0,77.82426778242679,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_357,22625.0,24560.0,92.12133550488599,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_88,7425.0,8953.0,82.9330950519379,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_237,5327.0,7234.0,73.63837434337849,good
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-1_267,104921.0,122241.0,85.83126774159243,good
