,TA_start,total,TA_ratio,QC
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_137,1347.0,1927.0,69.90140114167099,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_109,1329.0,1834.0,72.46455834242094,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_378,84.0,684.0,12.280701754385964,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_350,1160.0,1741.0,66.62837449741528,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_45,1995.0,2803.0,71.17374241883697,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_333,2194.0,3000.0,73.13333333333333,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_370,1439.0,2108.0,68.26375711574953,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_240,887.0,1485.0,59.73063973063974,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_335,1611.0,2182.0,73.8313473877177,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_187,1032.0,1553.0,66.45202833226014,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_66,1636.0,2893.0,56.55029381265123,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_23,1045.0,1749.0,59.74842767295597,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_17,2033.0,3274.0,62.09529627367135,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_36,1282.0,2007.0,63.876432486297965,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_164,1250.0,2455.0,50.91649694501018,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_53,1128.0,1969.0,57.28796343321483,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_118,931.0,1481.0,62.86293045239702,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_69,260.0,486.0,53.49794238683128,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_286,2173.0,2928.0,74.21448087431693,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_279,1479.0,2592.0,57.06018518518518,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_42,166.0,2152.0,7.713754646840148,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_168,965.0,1775.0,54.3661971830986,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_177,2292.0,3443.0,66.56985187336625,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_312,980.0,1291.0,75.91014717273431,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_248,786.0,1330.0,59.09774436090226,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_91,3360.0,5312.0,63.25301204819277,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_239,1435.0,2123.0,67.5930287329251,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_51,3869.0,5027.0,76.96439228167893,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_383,479.0,736.0,65.08152173913044,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_113,1999.0,2611.0,76.56070471083876,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_216,1113.0,1737.0,64.07599309153713,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_221,2030.0,2895.0,70.12089810017271,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_337,1223.0,1925.0,63.53246753246753,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_242,3004.0,4379.0,68.60013701758393,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_2,3315.0,5749.0,57.6622021221082,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_30,679.0,1329.0,51.09104589917231,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_316,1917.0,2720.0,70.4779411764706,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_229,1228.0,1552.0,79.12371134020619,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_271,4326.0,5564.0,77.74982027318475,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_125,1788.0,2366.0,75.57058326289095,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_160,2235.0,3653.0,61.182589652340546,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_71,1181.0,1759.0,67.14042069357589,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_5,2161.0,3464.0,62.38452655889145,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_353,822.0,1033.0,79.57405614714425,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_29,49019.0,95715.0,51.213498406728306,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_13,1246.0,2111.0,59.02415916627191,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_315,272.0,1143.0,23.79702537182852,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_222,521.0,1184.0,44.00337837837838,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_82,1624.0,2472.0,65.69579288025889,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_111,4023.0,5461.0,73.66782640542026,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_28,1895.0,2479.0,76.44211375554659,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_199,1484.0,2498.0,59.40752602081665,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_346,895.0,1315.0,68.06083650190115,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_172,1819.0,2970.0,61.245791245791246,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_249,2296.0,3620.0,63.425414364640886,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_223,1106.0,1792.0,61.71875,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_372,2105.0,2603.0,80.86822896657702,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_54,1798.0,2430.0,73.9917695473251,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_345,1389.0,2357.0,58.93084429359355,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_253,218.0,450.0,48.44444444444444,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_273,2306.0,3182.0,72.47014456316782,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_193,3633.0,4910.0,73.9918533604888,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_362,2224.0,3155.0,70.49128367670365,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_106,1998.0,2748.0,72.70742358078603,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_245,1804.0,2291.0,78.74290702749892,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_269,2968.0,4057.0,73.15750554596993,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_205,1035.0,1419.0,72.93868921775899,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_103,918.0,1418.0,64.73906911142454,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_81,6044.0,7721.0,78.28001554202824,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_61,2294.0,2702.0,84.90007401924501,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_57,1688.0,2022.0,83.48170128585559,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_211,2952.0,3923.0,75.24853428498598,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_190,889.0,1350.0,65.85185185185185,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_52,761.0,1089.0,69.88062442607898,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_266,2380.0,3504.0,67.92237442922374,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_14,1514.0,2315.0,65.39956803455723,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_276,146.0,221.0,66.06334841628959,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_198,279.0,398.0,70.10050251256281,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_12,268.0,453.0,59.16114790286976,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_264,1958.0,2963.0,66.08167397907526,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_67,1943.0,2409.0,80.65587380655874,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_247,1383.0,1705.0,81.11436950146627,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_176,1566.0,2201.0,71.14947751022262,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_26,351.0,734.0,47.82016348773842,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_179,1762.0,2811.0,62.68231945926716,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_348,1264.0,2023.0,62.48146317350469,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_134,1687.0,2487.0,67.83273019702453,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_41,1121.0,1762.0,63.62088535754824,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_35,1213.0,1558.0,77.85622593068035,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_255,5005.0,6861.0,72.94854977408541,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_254,1509.0,3573.0,42.23341729638959,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_15,7155.0,16832.0,42.5083174904943,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_308,1814.0,2227.0,81.45487202514595,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_367,2362.0,3225.0,73.24031007751938,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_10,1908.0,2292.0,83.24607329842932,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_3,1403.0,2255.0,62.21729490022173,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_235,256.0,424.0,60.37735849056604,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_283,648.0,847.0,76.50531286894923,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_298,1060.0,1513.0,70.05948446794447,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_146,1418.0,2961.0,47.88922661263087,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_361,2501.0,3490.0,71.6618911174785,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_227,1838.0,2450.0,75.0204081632653,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_148,2437.0,3482.0,69.98851234922458,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_381,1925.0,2435.0,79.05544147843942,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_232,1997.0,2862.0,69.77638015373864,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_246,1675.0,2556.0,65.5320813771518,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_32,1619.0,2978.0,54.36534586971121,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_27,1180.0,1870.0,63.101604278074866,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_162,1011.0,1479.0,68.35699797160242,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_182,947.0,1578.0,60.01267427122941,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_317,3683.0,4763.0,77.32521520050388,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_288,1263.0,1850.0,68.27027027027027,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_257,2119.0,2611.0,81.15664496361548,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_126,12418.0,15717.0,79.00998918368646,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_178,3117.0,7875.0,39.58095238095238,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_68,782.0,1303.0,60.015349194167314,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_384,2049.0,3062.0,66.91704768125408,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_70,1393.0,1866.0,74.65166130760986,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_213,1218.0,1686.0,72.24199288256227,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_307,619.0,1143.0,54.15573053368329,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_284,1588.0,2137.0,74.3097800655124,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_203,3634.0,5293.0,68.65671641791045,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_184,2248.0,3383.0,66.44989654153119,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_139,516.0,1195.0,43.17991631799163,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_299,1179.0,1733.0,68.03231390652049,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_339,2581.0,3671.0,70.30781803323345,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_153,2906.0,3706.0,78.4133837021047,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_48,772.0,1173.0,65.81415174765559,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_275,3223.0,4416.0,72.98460144927536,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_356,1945.0,2813.0,69.14326341983647,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_173,609.0,1368.0,44.51754385964912,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_306,1358.0,1622.0,83.72379778051788,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_194,1301.0,2118.0,61.42587346553352,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_132,1287.0,1811.0,71.0657095527333,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_84,897.0,1411.0,63.5719347980156,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_186,94.0,258.0,36.434108527131784,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_210,795.0,1391.0,57.153127246585186,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_105,5129.0,6593.0,77.79463066889124,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_233,1621.0,2158.0,75.11584800741427,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_74,1650.0,2353.0,70.12324691882704,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_272,1924.0,2547.0,75.53985080486846,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_318,2057.0,2736.0,75.18274853801171,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_375,1323.0,1929.0,68.58475894245724,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_166,775.0,1121.0,69.13470115967885,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_170,706.0,1314.0,53.72907153729072,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_212,2046.0,2914.0,70.2127659574468,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_360,3553.0,4527.0,78.48464766953832,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_37,1576.0,2213.0,71.21554450971533,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_293,901.0,1245.0,72.36947791164658,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_128,1310.0,2225.0,58.876404494382015,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_341,3731.0,5231.0,71.32479449436055,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_76,4336.0,6025.0,71.96680497925311,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_327,262.0,509.0,51.47347740667977,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_300,2039.0,2888.0,70.60249307479224,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_343,1494.0,1842.0,81.10749185667753,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_355,1723.0,2228.0,77.33393177737882,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_188,1499.0,2203.0,68.04357694053563,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_39,1548.0,2468.0,62.72285251215559,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_96,1190.0,1668.0,71.34292565947243,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_75,2286.0,2898.0,78.88198757763976,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_185,3622.0,8652.0,41.86315302820157,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_334,2397.0,3356.0,71.42431466030989,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_268,1579.0,2229.0,70.83894122925078,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_60,461.0,706.0,65.29745042492918,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_192,1551.0,2466.0,62.89537712895377,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_9,1833.0,2596.0,70.60862865947611,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_217,3138.0,4113.0,76.2946754194019,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_357,1843.0,2163.0,85.20573277854831,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_59,1795.0,2587.0,69.38538848086587,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_147,2150.0,2692.0,79.8662704309064,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_50,2815.0,3732.0,75.42872454448018,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_331,2279.0,3077.0,74.06564835879102,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_25,140.0,412.0,33.980582524271846,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_252,1611.0,2558.0,62.97888975762314,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_295,356.0,777.0,45.81724581724582,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_262,1037.0,1407.0,73.70291400142146,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_323,1478.0,1937.0,76.30356220960249,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_127,2173.0,3227.0,67.33808490858382,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_243,2953.0,3743.0,78.89393534597916,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_277,1696.0,2535.0,66.90335305719921,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_207,2458.0,3522.0,69.78989210675752,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_322,1817.0,2704.0,67.19674556213018,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_204,2439.0,3219.0,75.76887232059646,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_228,2711.0,4051.0,66.92174771661318,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_152,1521.0,2326.0,65.39122957867583,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_87,1854.0,2616.0,70.87155963302753,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_136,595.0,1133.0,52.515445719329215,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_143,549.0,1297.0,42.328450269853505,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_181,966.0,1282.0,75.35101404056162,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_202,1911.0,2951.0,64.75770925110133,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_112,911.0,1386.0,65.72871572871573,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_140,1479.0,2163.0,68.37725381414702,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_332,1406.0,1927.0,72.96315516346652,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_363,2685.0,3538.0,75.89033352176371,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_72,736.0,1090.0,67.52293577981652,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_110,1285.0,2284.0,56.26094570928196,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_183,3313.0,4636.0,71.46246764452114,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_214,2135.0,2966.0,71.9824679703304,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_161,2060.0,2717.0,75.81891792418108,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_107,2472.0,3316.0,74.54764776839565,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_16,1326.0,1804.0,73.50332594235033,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_215,428.0,659.0,64.94688922610014,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_270,1048.0,1840.0,56.95652173913044,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_328,2354.0,3064.0,76.82767624020887,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_206,2286.0,3289.0,69.50440863484341,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_191,1578.0,2210.0,71.4027149321267,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_11,1477.0,2076.0,71.14643545279384,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_354,1842.0,2643.0,69.69353007945517,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_373,1550.0,2061.0,75.20621057738963,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_133,1088.0,1546.0,70.3751617076326,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_129,2978.0,4463.0,66.72641720815595,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_238,1292.0,2062.0,62.65761396702231,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_320,1187.0,1640.0,72.3780487804878,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_80,1350.0,2070.0,65.21739130434783,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_289,1181.0,1687.0,70.00592768227622,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_226,1864.0,2994.0,62.25784903139613,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_86,1197.0,1663.0,71.9783523752255,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_180,945.0,1579.0,59.84800506649778,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_305,1735.0,2201.0,78.82780554293502,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_154,2328.0,3192.0,72.93233082706767,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_64,2123.0,2747.0,77.2843101565344,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_201,2350.0,3182.0,73.85292269013199,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_244,4279.0,5288.0,80.91906202723148,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_220,1533.0,2084.0,73.56046065259117,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_251,1352.0,1773.0,76.25493513818387,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_4,1924.0,2782.0,69.1588785046729,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_73,1.0,31.0,3.225806451612903,bad
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_241,2292.0,3102.0,73.88781431334623,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_108,1042.0,1532.0,68.01566579634465,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_98,3022.0,3874.0,78.0072276716572,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_90,291.0,503.0,57.85288270377733,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_20,2514.0,3405.0,73.83259911894274,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_256,1751.0,2508.0,69.81658692185007,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_237,1800.0,2617.0,68.78104700038212,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_313,1139.0,2054.0,55.452775073028235,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_92,1788.0,2360.0,75.76271186440678,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_149,2153.0,3440.0,62.58720930232558,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_124,1292.0,1890.0,68.35978835978837,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_260,1127.0,1560.0,72.24358974358974,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_94,3244.0,4681.0,69.30143131809442,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_19,588.0,787.0,74.7141041931385,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_285,3214.0,4339.0,74.07236690481677,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_56,845.0,1217.0,69.43303204601479,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_358,3710.0,4948.0,74.9797898140663,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_297,5722.0,7182.0,79.67140072403231,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_374,1462.0,1898.0,77.02845100105374,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_314,382.0,631.0,60.538827258320126,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_77,1054.0,1581.0,66.66666666666666,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_369,2306.0,3363.0,68.56972940826644,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_325,2052.0,2657.0,77.22995859992473,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_43,2215.0,2946.0,75.1866938221317,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_163,537.0,764.0,70.28795811518324,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_167,1743.0,2113.0,82.48935163274965,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_65,1191.0,1712.0,69.5677570093458,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_330,297.0,452.0,65.7079646017699,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_85,1958.0,2564.0,76.36505460218409,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_209,799.0,1188.0,67.25589225589226,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_38,1969.0,2780.0,70.8273381294964,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_319,2305.0,3165.0,72.82780410742497,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_95,1781.0,2518.0,70.73073868149325,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_368,1769.0,2267.0,78.0326422584914,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_294,7464.0,9806.0,76.11666326738732,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_304,2963.0,4022.0,73.66981601193436,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_78,4584.0,5930.0,77.30185497470488,good
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_274,2027.0,2369.0,85.56352891515408,good
