names,names,stat,log2FoldChange,pvals,padj,p_log10
Nid1,Nid1,26.778759,3.4613228,5.712791103368252e-158,1.0399898170719263e-154,153.9829709130196
Tek,Tek,26.75766,7.597998,1.005678635846942e-157,1.7575642111515498e-154,153.7550887994294
Igfbp4,Igfbp4,26.737759,2.6573806,1.7138064469758452e-157,2.8799199028777556e-154,153.54061959079004
Dysf,Dysf,26.711302,4.685493,3.4789927805327525e-157,5.629654576824315e-154,153.24951825168176
Elk3,Elk3,26.380873,3.8776171,2.271481328115666e-153,3.544403239525056e-150,149.45045687517708
Ralb,Ralb,25.915337,2.2754843,4.473374810684108e-148,6.514873961786645e-145,144.1860939818286
Rasgrp3,Rasgrp3,25.588015,4.0880322,2.074225964366395e-144,2.83203145653538e-141,140.54790192706847
Sox7,Sox7,25.45199,6.8132696,6.710448217446864e-143,8.623123325543262e-140,139.06433540269447
She,She,25.286024,5.4691863,4.5511751585698105e-141,5.681296967230674e-138,137.24555250911055
Klf7,Klf7,24.934065,2.3170552,3.179605909615399e-137,3.8588933832501773e-134,133.41353722031582
Rhoj,Rhoj,24.63368,7.241711,5.505455012551061e-134,6.501049593334281e-131,130.18701652092724
Ppp1r13b,Ppp1r13b,24.542652,3.9411325,5.181301985727973e-133,5.957270133116865e-130,129.22495270632015
Anxa6,Anxa6,24.418482,3.0865364,1.0884218579925601e-131,1.2193394717321267e-128,127.91387536724847
Adgra2,Adgra2,24.16691,2.895279,4.959089576345814e-129,5.416689567003124e-126,125.26626605331823
Mef2c,Mef2c,24.145678,3.5249527,8.289463361305937e-129,8.833535212654089e-126,125.05386545541609
Tagln2,Tagln2,24.043062,2.2684946,9.866072964768963e-128,1.0263299854850494e-124,123.98871298246577
Afap1l1,Afap1l1,23.972866,4.8298535,5.3371261235613504e-127,5.181875054767088e-124,123.2855130629209
Klhl6,Klhl6,23.756746,5.387135,9.357825085101469e-125,8.888102952025397e-122,121.05119092354991
Slc22a23,Slc22a23,23.71718,2.1441119,2.3976600005145133e-124,2.2288545336697784e-121,120.65191827485133
Hspg2,Hspg2,23.641003,2.3542914,1.4606909379423582e-123,1.3295634952008243e-120,119.87629091748482
Mmrn2,Mmrn2,23.359886,6.740049,1.0935680443285138e-120,9.555816284951419e-118,117.01973220835694
Bcl6b,Bcl6b,23.194685,5.6304502,5.151880394986212e-119,4.4135452223008347e-116,115.35521241916273
Pecam1,Pecam1,23.168917,5.8703556,9.372937783264296e-119,7.875250474780776e-116,115.10373562444818
Nos3,Nos3,23.120554,7.874673,2.8766855859649625e-118,2.327504998822133e-115,114.63310937760396
Lmo2,Lmo2,23.04248,4.545194,1.749790286247227e-117,1.3651801320790642e-114,113.86481004077959
Egfl7,Egfl7,22.926771,4.8769655,2.512912126073935e-116,1.9261691877244966e-113,112.71530556868186
Cavin1,Cavin1,22.801006,5.6031485,4.480892068381556e-115,3.3754250924079067e-112,111.47167152545175
Igf1,Igf1,22.77548,5.4907837,8.025461109392234e-115,5.943057988651798e-112,111.22599003214653
Flt1,Flt1,22.723536,2.6362915,2.6223441625146457e-114,1.9095473134071233e-111,110.71906957651713
Myo1c,Myo1c,22.71207,2.892669,3.4041610862011776e-114,2.438216426511732e-111,110.61292774717208
Ptprb,Ptprb,22.651472,6.6959667,1.349285081040357e-113,9.35739912313242e-111,110.02884484607334
Ptprm,Ptprm,22.405767,4.150704,3.457831243403822e-111,2.2548672366500953e-108,107.64687902366968
Hapln1,Hapln1,22.401823,5.9440737,3.777961875792163e-111,2.4273960634593438e-108,107.61485935669594
Prcp,Prcp,22.200777,2.5066385,3.3756604117898735e-109,2.1069425578787337e-106,105.67634730451357
Cd93,Cd93,22.051725,7.3477306,9.195111134095899e-108,5.503336993969643e-105,104.25937389257857
Cbfa2t3,Cbfa2t3,21.998634,4.5564575,2.967762857759478e-107,1.7288603602449247e-104,103.76224008320042
Arhgap29,Arhgap29,21.984138,2.6180894,4.0848127488135686e-107,2.3482836027422847e-104,103.6292494544141
Calcrl,Calcrl,21.957409,3.8996627,7.357804495223988e-107,4.174932937673133e-104,103.37935049623604
Itga2b,Itga2b,21.657,6.787731,5.221537943674629e-104,2.8516776787136027e-101,100.54489956376645
Tgm2,Tgm2,21.493998,4.7158127,1.7718106046975496e-102,9.440509406078127e-100,99.02500457071466
Rapgef5,Rapgef5,21.43878,3.453866,5.8118160241620316e-102,3.0229054037102778e-99,98.51957544306016
Esam,Esam,21.077408,6.347743,1.2821760019920076e-98,6.294331652026157e-96,95.20105037758896
Tgfbr2,Tgfbr2,21.074587,3.6349804,1.3609009873141782e-98,6.6065694485270845e-96,95.18002399532907
Dock6,Dock6,20.965504,2.2121258,1.3547859911795874e-97,6.433908123981234e-95,94.19152514510219
Sox18,Sox18,20.638348,7.3884907,1.2423646982916667e-94,5.7137006350590743e-92,91.24308251788185
Hecw2,Hecw2,20.478687,3.604328,3.3352187793005866e-93,1.4869290172083869e-90,89.82770976326722
Adgrf5,Adgrf5,20.329237,5.021775,7.089721859694538e-92,3.128858967393071e-89,88.50461401213771
Cd38,Cd38,20.327183,4.781124,7.392815673152278e-92,3.229995095756962e-89,88.49079813707674
Arhgap27,Arhgap27,20.262852,4.4925675,2.7364989044675e-91,1.1721605258342112e-88,87.93101290818989
Eng,Eng,20.20592,4.6927814,8.683621120238528e-91,3.683457188003315e-88,87.43374437348712
Plvap,Plvap,20.201044,5.708921,9.584797487503599e-91,4.0266287214088433e-88,87.39505841302406
Ecscr,Ecscr,20.048178,6.388894,2.0937509167204917e-89,8.712197266898572e-87,86.0598722995797
Spns2,Spns2,20.039682,4.4068522,2.4835005919290802e-89,1.0236473996412588e-86,85.98984961246242
Tacc1,Tacc1,19.864565,2.0681825,8.246233629841711e-88,3.2753290320128565e-85,84.484745065257
Rgl1,Rgl1,19.836487,2.2494078,1.4418799579866332e-87,5.624747968249465e-85,84.24989693249672
Hdac7,Hdac7,19.767776,2.0123687,5.640747951964785e-87,2.1809727324716233e-84,83.66134976413755
Adam12,Adam12,19.740875,3.9100294,9.609950757504915e-87,3.68305577672059e-84,83.43379170407788
Acvrl1,Acvrl1,19.691566,5.6683574,2.5468708668214666e-86,9.592701296749715e-84,83.01805907863991
H19,H19,19.670237,2.1457977,3.8796742221663065e-86,1.4487764653048556e-83,82.83899861754715
Jak3,Jak3,19.48574,3.256744,1.4506285006437161e-84,5.326000825346606e-82,81.2735987705964
Erg,Erg,19.481321,7.725364,1.5814452263152224e-84,5.757910281911532e-82,81.23973510645591
Jcad,Jcad,19.432379,2.4994817,4.108784261475273e-84,1.471449944000952e-81,80.83225450720619
Lcp1,Lcp1,19.343533,3.050502,2.310850572574534e-83,8.077069789308317e-81,80.09274616461396
Itpkb,Itpkb,19.260141,2.2245526,1.1606199504859401e-82,3.9928067918646624e-80,79.39872170439548
Dok4,Dok4,19.121214,3.44692,1.6814642264600172e-81,5.60800408536371e-79,78.25119167866296
Cd34,Cd34,19.10403,6.876947,2.3372851626967626e-81,7.736236821468504e-79,78.11147024411085
Rasa3,Rasa3,19.099104,2.176881,2.568546940011459e-81,8.437773259852681e-79,78.07377214917432
Cd47,Cd47,19.08883,2.1686506,3.1269426171256746e-81,1.0195466409316257e-78,77.99159290187612
Cdc42ep1,Cdc42ep1,19.087511,2.4625154,3.206838039494227e-81,1.0378515613595723e-78,77.98386475698115
Sipa1,Sipa1,18.888182,3.2985055,1.4267852998372354e-79,4.5836526864109304e-77,76.33878829725569
Zfpm1,Zfpm1,18.80323,2.5603485,7.105476484698372e-79,2.2660246211164713e-76,75.64473537569198
Itm2a,Itm2a,18.743021,2.0376701,2.207353360831218e-78,6.988512731020053e-76,75.15561523933823
Fam43a,Fam43a,18.693575,3.2176437,5.584171753381969e-78,1.7427003434072256e-75,74.75877728322435
Exoc3l,Exoc3l,18.610373,5.050443,2.6476696102741083e-77,8.204208010105395e-75,74.0859633370292
Rcsd1,Rcsd1,18.573458,3.4776535,5.269774626853055e-77,1.6100819805722856e-74,73.79315201042546
Dusp2,Dusp2,18.445004,5.949416,5.719616179749145e-76,1.7234189690304817e-73,72.76360913124658
Aplnr,Aplnr,18.22696,3.4108965,3.1537418778501705e-74,9.065140551654724e-72,71.0426254579408
Scarf1,Scarf1,18.149467,5.525733,1.2965243387445624e-73,3.6783405768888755e-71,70.4343480619887
St3gal1,St3gal1,18.130266,2.2351477,1.838650990903494e-73,5.11671977347545e-71,70.29100836730888
Adam15,Adam15,18.059837,3.1826665,6.60157487749817e-73,1.8026837998298284e-70,69.74408044412178
Bmp2k,Bmp2k,18.000849,2.676856,1.9185870744936808e-72,5.174381967389099e-70,69.28614151527808
Svil,Svil,17.406303,2.1730084,7.390487146859258e-68,1.8140324378282462e-65,64.7413549513201
Selenop,Selenop,17.33188,2.2586846,2.703460440553532e-67,6.429005738409895e-65,64.19185618659523
Plk2,Plk2,17.331793,2.341434,2.7075073948122512e-67,6.429005738409895e-65,64.19185618659523
Ubash3b,Ubash3b,17.185785,3.839139,3.393192544516594e-66,7.885743375663537e-64,63.10315736020049
Vav3,Vav3,17.129053,3.0951948,9.011081479524514e-66,2.050537296468258e-63,62.68813232708215
Smtn,Smtn,17.08834,3.1229384,1.8125619970878746e-65,4.0820951657096045e-63,62.38911687481329
Csgalnact1,Csgalnact1,17.024448,5.8040886,5.410023785397531e-65,1.1998444122223528e-62,61.92087506669751
Abi3,Abi3,16.938978,5.951411,2.3212046566613724e-64,5.045559833541891e-62,61.297090639312295
Gap43,Gap43,16.922588,3.1535127,3.066496059480248e-64,6.567562712487819e-62,61.182595771521356
Inpp5d,Inpp5d,16.855886,4.778657,9.497224796264206e-64,1.9853743950888965e-61,60.70215758341516
Tgfb1,Tgfb1,16.82309,4.0020776,1.6530632003268385e-63,3.4229376438616067e-61,60.46560101239396
Arhgap23,Arhgap23,16.755642,2.1654243,5.150174279166054e-63,1.0369413107421387e-60,59.98424582330443
Npr1,Npr1,16.639053,3.6600819,3.633166790479493e-62,7.182655667096812e-60,59.143714952926885
Ksr1,Ksr1,16.553816,3.13453,1.5026727804022758e-61,2.944093114285015e-59,58.53104845847154
Cldn5,Cldn5,16.334726,7.2781415,5.588287331502791e-60,1.0562532042273541e-57,56.976231960573706
Tlnrd1,Tlnrd1,16.30985,2.0028114,8.399792641617832e-60,1.5750872974460288e-57,56.80269537092299
Zfp711,Zfp711,16.247906,3.1210282,2.311274235207074e-59,4.2971013876779686e-57,56.36682439926243
Anxa5,Anxa5,16.239481,2.350859,2.6516100100018424e-59,4.888248647552342e-57,56.310846711212015
Sema6d,Sema6d,16.196201,2.0452986,5.363963528297148e-59,9.684170682431021e-57,56.01393756477092
Sorcs2,Sorcs2,16.180746,2.600546,6.895432562205642e-59,1.2397874241782992e-56,55.906652773241476
Pcdh12,Pcdh12,16.108217,7.3420205,2.2337160453300826e-58,3.983399499449659e-56,55.39974613554248
Creg1,Creg1,16.07139,2.5392435,4.049039148002727e-58,7.133329411910773e-56,55.14670772011617
Coro2b,Coro2b,16.037386,2.4150648,7.004052876025384e-58,1.2143415643112104e-55,54.9156591397587
Icam2,Icam2,15.889367,8.120623,7.508203914728264e-57,1.266567325244759e-54,53.89737172004227
Myzap,Myzap,15.658395,6.9099936,2.9115141823783402e-55,4.746528587398957e-53,52.323623899113265
Nfatc1,Nfatc1,15.615172,2.9430912,5.739000300149495e-55,9.184712897942548e-53,52.03693441462089
Anxa2,Anxa2,15.444213,3.0686474,8.252900615514986e-54,1.292392404274069e-51,50.888605603108395
Tns2,Tns2,15.402214,2.4475203,1.581593006393842e-53,2.4331471845899063e-51,50.61383161917365
Klhl4,Klhl4,15.371884,6.6150694,2.527111499452777e-53,3.874106263950571e-51,50.41182847106801
Arhgap18,Arhgap18,15.278577,3.2664852,1.0623566624452433e-52,1.6116466992671918e-50,49.79273015693257
Edil3,Edil3,15.266891,2.8802507,1.2709046059768736e-52,1.921352703797079e-50,49.71639290413751
Mrc1,Mrc1,15.223217,8.002208,2.480283954223397e-52,3.711167337122412e-50,49.43048946280281
Inka1,Inka1,15.203051,2.9174914,3.3753160493103554e-52,5.033137662471629e-50,49.2981611909551
Car2,Car2,15.036362,2.085073,4.2423488704279095e-51,6.178415483262194e-49,48.209122889815596
Ptp4a3,Ptp4a3,14.9863205,3.2887862,9.021510226141984e-51,1.2881006643476125e-48,47.890050195778706
S1pr1,S1pr1,14.974876,4.3662825,1.0716632375421425e-50,1.5201960555666804e-48,47.81810039866049
Gng11,Gng11,14.626193,5.8387527,1.9119046850095525e-48,2.5941934035016262e-46,45.585997649322685
Hhex,Hhex,14.522532,2.541932,8.722730283376114e-48,1.1726301809568793e-45,44.930838932209596
Arhgef15,Arhgef15,14.517855,6.752788,9.338796296835442e-48,1.2515992300768016e-45,44.90253471268268
Prkar2b,Prkar2b,14.453014,2.6741023,2.399492855913228e-47,3.1672580775741644e-45,44.49931654758487
Adgre5,Adgre5,14.330733,4.4504538,1.4062811634204867e-46,1.8018132056013046e-44,43.74429023443438
Lyl1,Lyl1,14.266101,6.1312733,3.559299976312985e-46,4.4815381920775397e-44,43.34857289812796
Map4k2,Map4k2,14.032116,3.04408,9.914846716345966e-45,1.1966562648725734e-42,41.92203058117873
Ldlrap1,Ldlrap1,13.916957,2.2016864,4.997344553970721e-44,5.965545926435377e-42,41.22434980647989
Ehd2,Ehd2,13.8074465,3.5656517,2.2983458730387482e-43,2.706658478138435e-41,40.567566539359525
Inf2,Inf2,13.799535,3.0221903,2.565009116361919e-43,3.012575626423887e-41,40.52106204193531
Arpc1b,Arpc1b,13.789825,2.1536882,2.9347101709547143e-43,3.428353531528942e-41,40.46491440002901
Notch4,Notch4,13.741813,4.3400745,5.702991340495888e-43,6.609267762801215e-41,40.17984665309985
Nfib,Nfib,13.634431,2.1230159,2.4993455912958768e-42,2.828987259826636e-40,39.54836900835759
Man1c1,Man1c1,13.545938,2.0449708,8.373793023233254e-42,9.357017672073762e-40,39.028862550294825
Pde4b,Pde4b,13.35744,4.9578934,1.071874285522809e-40,1.1649567017108718e-38,37.93369021588903
Sh2b3,Sh2b3,13.271662,2.1795607,3.3800103149129148e-40,3.6018544065575645e-38,37.443473846126864
Adora2a,Adora2a,13.240874,5.7142406,5.095251312387713e-40,5.377213166413806e-38,37.269442746643165
Arhgdib,Arhgdib,13.210992,4.5768685,7.581895914050161e-40,7.924895080879559e-38,37.10100647877541
Pear1,Pear1,13.209691,4.090006,7.714022999885873e-40,8.043756059379801e-38,37.09454110859639
Lama4,Lama4,13.121636,5.522266,2.475329505810918e-39,2.5387235079433052e-37,36.59538459550799
Tnik,Tnik,13.000903,3.011546,1.209073783767648e-38,1.214382590496375e-36,35.915644467490715
Pcdh17,Pcdh17,12.915307,3.5777588,3.689703980946971e-38,3.6721379642723036e-36,35.435081010478264
N4bp3,N4bp3,12.906872,2.7987044,4.1168924239530265e-38,4.087980611248448e-36,35.38849117266977
Robo4,Robo4,12.733357,6.0133786,3.858837594827143e-37,3.7054169968262134e-35,34.43116291069949
Stard8,Stard8,12.723632,2.6296856,4.3706474360383764e-37,4.178511096891744e-35,34.37897844013736
Pcgf5,Pcgf5,12.716416,2.05046,4.7934713997158455e-37,4.5627790615465144e-35,34.34077056008429
Ushbp1,Ushbp1,12.655169,7.986212,1.047500078831308e-36,9.884735625101227e-35,34.00503494173677
Man1a,Man1a,12.583202,3.054838,2.612223604153836e-36,2.4334895839890243e-34,33.613770508317444
Ptpre,Ptpre,12.544032,3.8708124,4.286187070266954e-36,3.959150090634958e-34,33.40239803391363
Sh2d3c,Sh2d3c,12.382649,3.0237186,3.24453731357978e-35,2.8989177866587765e-33,32.53776410106678
Gdpd5,Gdpd5,12.3544445,2.0995321,4.6093026156282366e-35,4.0601822697462356e-33,32.39145446963261
F2rl3,F2rl3,12.252914,5.8738847,1.6206587643748226e-34,1.4133373667525025e-32,31.849754158724203
Ramp2,Ramp2,12.246905,4.07798,1.7452965329388646e-34,1.5189990203313134e-32,31.818442506232568
Itpripl2,Itpripl2,12.239535,2.0210712,1.911237592740554e-34,1.6568230488973719e-32,31.78072387238397
Itga1,Itga1,12.215518,4.045196,2.5686116148091767e-34,2.217889526929402e-32,31.65406008985495
Gab2,Gab2,12.210761,2.0689166,2.7232914302436674e-34,2.3468111613170824e-32,31.62952185496785
Ppp1r15a,Ppp1r15a,12.161327,2.1220987,4.994081270222793e-34,4.2616485308067196e-32,31.370422370535795
Grap,Grap,12.143905,7.06547,6.180435287854084e-34,5.227046017084671e-32,31.28174367650872
Pon2,Pon2,12.118987,2.1883776,8.378848860319523e-34,7.0535700492528e-32,31.151591016305588
Sh3tc1,Sh3tc1,12.1108,2.9362745,9.258705770481721e-34,7.764339996508961e-32,31.109895455332268
Pdgfb,Pdgfb,12.099649,5.529747,1.060626257024254e-33,8.877360497250322e-32,31.051716143667342
Timp3,Timp3,12.059392,2.2654903,1.7305579034785842e-33,1.4401867687787205e-31,30.841581183328177
Emcn,Emcn,12.017814,6.3640523,2.8645151183930765e-33,2.3613873592021113e-31,30.626832765922003
Myct1,Myct1,12.011736,8.465007,3.083032064732421e-33,2.5272186480342256e-31,30.597357182485748
Grap2,Grap2,12.002547,6.944396,3.445272909251633e-33,2.8188655183167247e-31,30.54992564283933
Prkch,Prkch,11.892334,2.5903945,1.29729876882872e-32,1.0496348242388075e-30,29.978961768932724
Gata2,Gata2,11.751657,4.647103,6.924782336116076e-32,5.4809903088269466e-30,29.261140965821742
Exoc3l2,Exoc3l2,11.6230755,3.7228703,3.1460394957906616e-31,2.432807285143182e-29,28.613892292348982
Ppp1r16b,Ppp1r16b,11.611103,3.8045783,3.6191575031184207e-31,2.79372103301673e-29,28.553816962527552
Card10,Card10,11.602726,2.485405,3.991563562418644e-31,3.064945581821317e-29,28.51357723198554
Slc18a2,Slc18a2,11.457634,3.9847422,2.1531657905664908e-30,1.59989739040205e-28,27.795907869976055
Zfp69,Zfp69,11.368443,3.364328,6.0049326135075904e-30,4.40203877209329e-28,27.356346136605023
Kcnk6,Kcnk6,11.350953,4.2896423,7.335901281027574e-30,5.33299272661191e-28,27.273029008628104
Sorbs1,Sorbs1,11.299065,2.2093399,1.326236164640661e-29,9.561812585695564e-28,27.01945977285482
Parp4,Parp4,11.118612,2.4123795,1.0184377847393828e-28,7.074175715905942e-27,26.1503241569187
Fermt3,Fermt3,10.99254,6.3133035,4.150741592914101e-28,2.824767148535981e-26,25.549017346171564
Cd59a,Cd59a,10.984703,2.8471427,4.527265853736989e-28,3.076217300398488e-26,25.51198298973188
Gas6,Gas6,10.966957,2.5477047,5.509546759307598e-28,3.7205194352536057e-26,25.4293964224525
Tnfaip2,Tnfaip2,10.920746,3.888628,9.173912587971204e-28,6.128706649557338e-26,25.21263116564862
Dusp3,Dusp3,10.75344,2.0204203,5.709178234188376e-27,3.6954030552581384e-25,24.43233818646316
Gimap6,Gimap6,10.554339,8.247071,4.8504016862961203e-26,3.0404433296408006e-24,23.51706308692444
Casp7,Casp7,10.547361,2.2444055,5.224366325696002e-26,3.2654905455791707e-24,23.486051569293743
Arhgef28,Arhgef28,10.528525,2.491754,6.382652468075432e-26,3.972428333086663e-24,23.400943929193147
Oit3,Oit3,10.499203,7.530108,8.711318803983759e-26,5.398669927161056e-24,23.267713224333654
Cd109,Cd109,10.495496,3.967561,9.06008529886875e-26,5.606858169870744e-24,23.251280429601803
Mcam,Mcam,10.434856,3.7570543,1.7187423407378662e-25,1.0546849945109285e-23,22.976877232853123
Flrt2,Flrt2,10.338512,2.4205804,4.718046203538286e-25,2.8432573335005686e-23,22.546183832021935
Atp2a3,Atp2a3,10.242505,5.20219,1.278814033036541e-24,7.550359988837772e-23,22.12203234142529
C130074G19Rik,C130074G19Rik,10.21615,3.781968,1.6787675894417226e-24,9.832042191728994e-23,22.007356266452383
Tmem164,Tmem164,10.187857,2.1369917,2.2466296862626e-24,1.3070239363848103e-22,21.88371645882753
Gas7,Gas7,10.165597,2.280874,2.8238582396715426e-24,1.6363022592770473e-22,21.786136469973215
Grrp1,Grrp1,10.028227,2.876129,1.1455544070221085e-23,6.458118399639089e-22,21.18989399712645
Syne1,Syne1,9.970031,2.7143729,2.061646760045635e-23,1.1503883600658216e-21,20.939155521245578
Lrp11,Lrp11,9.852359,2.024704,6.695365180951526e-23,3.6474713232039044e-21,20.43800811388914
Junb,Junb,9.828291,2.3401396,8.504982367792195e-23,4.6103124644070565e-21,20.336269639259143
Hspa12b,Hspa12b,9.810181,2.3003922,1.0178586272492418e-22,5.51068913050144e-21,20.258794087743503
Hid1,Hid1,9.773768,3.248039,1.459207303034054e-22,7.861186963854606e-21,20.10451187470701
D030007L05Rik,D030007L05Rik,9.703254,7.4100447,2.9203264184856767e-22,1.552213887470288e-20,19.809048435302124
Zfpm2,Zfpm2,9.684344,3.1892579,3.5145486322998627e-22,1.854518650891465e-20,19.731768794614414
Cyren,Cyren,9.620543,2.057878,6.548492026073398e-22,3.4142024476273604e-20,19.46671073064932
Klhl3,Klhl3,9.58875,2.782643,8.915856469574663e-22,4.631898751631232e-20,19.33424094239125
Ctla2a,Ctla2a,9.551164,9.698163,1.282472928374777e-21,6.62322987158657e-20,19.178930171688858
Nbeal2,Nbeal2,9.521327,2.7439423,1.7098120041491888e-21,8.757725237196037e-20,19.0576086843827
Rgs3,Rgs3,9.449029,2.7031884,3.41988246227365e-21,1.7293759798518293e-19,18.762110577446816
Capn5,Capn5,9.432422,2.168888,4.007273965319799e-21,2.02172987088669e-19,18.694276872197243
Abca1,Abca1,9.350816,2.1518402,8.697432963405139e-21,4.347820865035858e-19,18.36172835762371
Cd9,Cd9,9.30944,2.2663488,1.2850860922594847e-20,6.351436250781579e-19,18.197128056557034
Ccm2l,Ccm2l,9.224843,7.100431,2.83976872147009e-20,1.3847358840373851e-18,17.858633053345688
Ptprn,Ptprn,9.213493,2.4136937,3.156807773742675e-20,1.5341945321756533e-18,17.814119569400066
Kank3,Kank3,9.194624,4.06011,3.763076357363014e-20,1.824778791670893e-18,17.738789775251043
Prr5l,Prr5l,9.073168,2.6503663,1.1560638449113263e-19,5.484211232141234e-18,17.26088582609503
Atf3,Atf3,9.070705,2.9001753,1.1824856484524939e-19,5.603468597238385e-18,17.251543057581465
Fmo1,Fmo1,9.056702,6.5361447,1.3445425705494438e-19,6.3645080660753795e-18,17.196235158773145
Dock8,Dock8,9.055573,3.8552814,1.3585181148772534e-19,6.42370291743529e-18,17.19221455245882
Gja4,Gja4,8.98427,5.6053686,2.604580983466561e-19,1.2183805968804875e-17,16.91421702590218
Sema6b,Sema6b,8.887445,3.5570633,6.252991021925947e-19,2.854748492570183e-17,16.544432147698473
Etv2,Etv2,8.885705,4.5527225,6.351681864660802e-19,2.896777999466546e-17,16.53808478657083
Gprc5a,Gprc5a,8.869462,3.7886605,7.350015355922659e-19,3.33121909663503e-17,16.477396802514345
Lrrc32,Lrrc32,8.852106,5.6412897,8.588311022898825e-19,3.8683700711492016e-17,16.412471985424077
Clec1b,Clec1b,8.819914,8.054254,1.1454784140441499e-18,5.127776371721614e-17,16.29007092316261
Col15a1,Col15a1,8.715206,5.340875,2.902306271657696e-18,1.269315949099063e-16,15.896430262955269
Ica1,Ica1,8.714055,2.3032548,2.9319463514409076e-18,1.2797169634446023e-16,15.892886073169711
Mdfic,Mdfic,8.692512,3.0699475,3.5451381336319685e-18,1.5381393266783946e-16,15.813004323788787
Adgrl4,Adgrl4,8.667368,7.4298806,4.42223538969314e-18,1.9073236565753505e-16,15.719575604626819
Dll4,Dll4,8.63995,3.8213024,5.623756497845933e-18,2.4112614832913313e-16,15.61775569107717
Reln,Reln,8.628924,2.2091954,6.1931690611442236e-18,2.642438959477073e-16,15.577995036137269
Arhgef3,Arhgef3,8.547925,2.8005712,1.253208049969511e-17,5.259741874276456e-16,15.279035568646277
Vwf,Vwf,8.531682,3.9714348,1.4423448767655222e-17,6.024616635828149e-16,15.220070583315998
Tmem158,Tmem158,8.435099,3.0858579,3.309239641264149e-17,1.3487312422245516e-15,14.870074582312753
Asah2,Asah2,8.333191,2.95821,7.869182337013586e-17,3.136974867577195e-15,14.503488960714517
Rin3,Rin3,8.18251,2.9111466,2.7799111290619237e-16,1.0757935973414039e-14,13.968271044779561
F10,F10,8.114814,3.3378758,4.8652872369797785e-16,1.856500128129987e-14,13.731305016464137
Nfe2,Nfe2,8.043209,5.8485174,8.75157232895974e-16,3.284922221860653e-14,13.48347490890987
Gm45705,Gm45705,7.9975348,6.214367,1.2693516448426886e-15,4.7079153408168e-14,13.327171355375476
Ifitm3,Ifitm3,7.9803886,2.3606582,1.4587339380595395e-15,5.369296081529851e-14,13.270082646878784
Arhgap25,Arhgap25,7.969135,6.672617,1.5978890819571552e-15,5.866669905864711e-14,13.231608347115948
Gfod1,Gfod1,7.96388,3.227979,1.6672686536736959e-15,6.10089068238337e-14,13.21460675675864
Epas1,Epas1,7.943392,2.1829455,1.9672619775941616e-15,7.156673027732433e-14,13.145288824269272
Anxa3,Anxa3,7.887448,3.0049295,3.0842909029389345e-15,1.1072781745300328e-13,12.955743260343498
Fosl2,Fosl2,7.8727636,2.3202345,3.4689204370921146e-15,1.239252680433292e-13,12.906840133067453
Ldb2,Ldb2,7.863681,4.200471,3.730076740534223e-15,1.3260437987850343e-13,12.877442131092247
Gngt2,Gngt2,7.8602853,5.2416306,3.832592712965948e-15,1.3613805546519937e-13,12.866020456954315
