Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_log10
0610009B22Rik,19.337324470006415,0.055697529738731565,0.08891196250877034,0.6264346007798165,0.5310299204445753,0.5671116556346573,0.2463314267295261
0610009E02Rik,9.251271840870752,-0.2263946706159359,0.09910370066907723,-2.284421964946629,0.02234674390267723,0.02920205975851387,1.5345865146403568
0610009L18Rik,4.691522162588439,0.6403186844791711,0.13820100708673785,4.633241811887041,3.5998364137019414e-06,6.573970893797421e-06,5.182172223085418
0610012G03Rik,24.391110786441335,0.09394346372839125,0.10739019278823192,0.8747862471356491,0.38169022165162947,0.42003493906539247,0.37671458290639703
0610030E20Rik,36.47294963756256,0.12446104084624825,0.051895137469131124,2.3983179718963386,0.016470560538682164,0.021830982244978297,1.6609267235681335
0610038B21Rik,8.886834342418522,-0.396767135987834,0.1121584970568068,-3.5375575315250223,0.0004038461941558581,0.0006260052426074256,3.203422029687427
0610040B10Rik,5.219865312394808,-0.07731204116426474,0.12879104510833272,-0.6002905023344879,0.5483126473246076,0.5840581915963752,0.23354388057565303
0610040F04Rik,10.843197945877833,-0.8474648569833144,0.1443681872850319,-5.87016345443287,4.353656941193577e-09,9.751361462466285e-09,8.010934744880105
0610040J01Rik,6.7446009050431135,-1.0868509145342,0.1728145492958992,-6.28911696938928,3.1927684109206354e-10,7.740233968264633e-10,9.111245911463033
0610043K17Rik,5.075425051452601,-0.17451141785364788,0.17457950579514533,-0.9996099889205933,0.31749928719566056,0.35486899496516294,0.4499319434637868
1110002J07Rik,4.277345952939935,-1.4876905476929785,0.18952266000314089,-7.849671103541516,4.171297269319305e-15,1.4118794806014447e-14,13.850202373499249
1110002L01Rik,80.75816751477714,-0.44395727716177286,0.07371353493004866,-6.022737582495147,1.714913684513869e-09,3.942825844250125e-09,8.404192405415122
1110004F10Rik,144.76529715074088,-0.08628130003836731,0.04708050033249355,-1.8326334560811486,0.06685709930838749,0.08256857823775568,1.083185193529477
1110019D14Rik,115.03703309521235,-1.3902442327727753,0.06973574228085966,-19.93589208778459,1.9873020455492738e-88,1.2253830305294097e-86,85.91172813820226
1110032A03Rik,14.808915482394632,0.2507394729505144,0.08434757702582442,2.972693250853505,0.002951993113527892,0.004216646767090627,2.375032778764298
1110038B12Rik,243.07183023091866,-0.569606134073322,0.12897506573242995,-4.416405068984572,1.0035594422738348e-05,1.7689179303926463e-05,4.752292315877396
1110038F14Rik,32.79997104440414,-0.1455149974996027,0.07941979338454945,-1.8322258381487002,0.06691778086175333,0.08262854293250387,1.0828699055026947
1110046J04Rik,4.183399278288654,0.609229792992208,0.1657238346789566,3.6761748493958017,0.0002367572811202124,0.0003749757635780026,3.425996801830924
1110059E24Rik,124.54517695798118,0.03817052240105214,0.032167756028701484,1.1866081789166372,0.23538220827220835,0.2693385970379867,0.5697014064121031
1110059G10Rik,10.15188829700968,0.10766464746794639,0.09989483824111717,1.0777798869654822,0.28113199741353534,0.317318456784084,0.4985046664865358
1110065P20Rik,20.452165990876843,-0.33427192219838514,0.09958910934940847,-3.3565108110927255,0.0007893263489249446,0.0011924778444346142,2.9235496811592747
1190007I07Rik,11.657143651241036,-1.0487441769534431,0.10996573119245388,-9.537009080747245,1.4701097391186183e-21,7.477859430746327e-21,20.126222702998994
1500002F19Rik,11.588358559170038,-0.1621798279302672,0.11417684195966367,-1.4204266394717942,0.15548351186614365,0.18247987392988885,0.7387850277729057
