names,names,stat,log2FoldChange,pvals,padj,p_log10
4930564D02Rik,4930564D02Rik,-0.0018261874,-10.648912,0.9985429141012823,1.0,-0.0
Trav5-1,Trav5-1,-0.0018261874,-11.775057,0.9985429141012823,1.0,-0.0
Gm48934,Gm48934,-0.0018261874,-11.727661,0.9985429141012823,1.0,-0.0
Gm49898,Gm49898,-0.0018261874,-11.078723,0.9985429141012823,1.0,-0.0
Ms4a4c,Ms4a4c,-0.0018261874,-11.926483,0.9985429141012823,1.0,-0.0
AC162463.2,AC162463.2,-0.0018261874,-11.437268,0.9985429141012823,1.0,-0.0
Smok2a,Smok2a,-0.0018261874,-11.328952,0.9985429141012823,1.0,-0.0
Gm43468,Gm43468,-0.0018261874,-12.210923,0.9985429141012823,1.0,-0.0
Gm15986,Gm15986,-0.0018261874,-11.119183,0.9985429141012823,1.0,-0.0
Gm18080,Gm18080,-0.0018261874,-11.390429,0.9985429141012823,1.0,-0.0
AC132253.1,AC132253.1,-0.0018261874,-11.516604,0.9985429141012823,1.0,-0.0
Gm2505,Gm2505,-0.0018261874,-11.28458,0.9985429141012823,1.0,-0.0
Gm43212,Gm43212,-0.0018261874,-11.703302,0.9985429141012823,1.0,-0.0
Gm33758,Gm33758,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
Gm33651,Gm33651,-0.0018261874,-11.687674,0.9985429141012823,1.0,-0.0
Gm49403,Gm49403,-0.0018261874,-11.757421,0.9985429141012823,1.0,-0.0
Gm43071,Gm43071,-0.0018261874,-13.041075,0.9985429141012823,1.0,-0.0
Gm49023,Gm49023,-0.0018261874,-12.8274765,0.9985429141012823,1.0,-0.0
Gm7513,Gm7513,-0.0018261874,-11.516604,0.9985429141012823,1.0,-0.0
Trav6n-5,Trav6n-5,-0.0018261874,-11.98056,0.9985429141012823,1.0,-0.0
Gm25592,Gm25592,-0.0018261874,-10.708136,0.9985429141012823,1.0,-0.0
Gm17428,Gm17428,-0.0018261874,-12.740732,0.9985429141012823,1.0,-0.0
Gm23837,Gm23837,-0.0018261874,-11.456286,0.9985429141012823,1.0,-0.0
Fpr-rs4,Fpr-rs4,-0.0018261874,-11.684465,0.9985429141012823,1.0,-0.0
Gm22744,Gm22744,-0.0018261874,-12.887774,0.9985429141012823,1.0,-0.0
Gm25894,Gm25894,-0.0018261874,-12.209445,0.9985429141012823,1.0,-0.0
Gm16278,Gm16278,-0.0018261874,-11.953732,0.9985429141012823,1.0,-0.0
Ear6,Ear6,-0.0018261874,-12.618864,0.9985429141012823,1.0,-0.0
Keg1,Keg1,-0.0018261874,-12.161876,0.9985429141012823,1.0,-0.0
Trav13n-4,Trav13n-4,-0.0018261874,-10.961028,0.9985429141012823,1.0,-0.0
Gm49306,Gm49306,-0.0018261874,-11.809174,0.9985429141012823,1.0,-0.0
Gm24337,Gm24337,-0.0018261874,-11.260221,0.9985429141012823,1.0,-0.0
Gm11798,Gm11798,-0.0018261874,-11.98703,0.9985429141012823,1.0,-0.0
Gm22473,Gm22473,-0.0018261874,-14.155639,0.9985429141012823,1.0,-0.0
AC133509.2,AC133509.2,-0.0018261874,-12.333731,0.9985429141012823,1.0,-0.0
Gm11794,Gm11794,-0.0018261874,-13.395767,0.9985429141012823,1.0,-0.0
Gm33086,Gm33086,-0.0018261874,-10.835353,0.9985429141012823,1.0,-0.0
Gm49303,Gm49303,-0.0018261874,-12.444132,0.9985429141012823,1.0,-0.0
Olfr1449,Olfr1449,-0.0018261874,-13.775296,0.9985429141012823,1.0,-0.0
Rnaset2b,Rnaset2b,-0.0018261874,-11.334067,0.9985429141012823,1.0,-0.0
1700122H20Rik,1700122H20Rik,-0.0018261874,-12.3745575,0.9985429141012823,1.0,-0.0
Gm24981,Gm24981,-0.0018261874,-11.322457,0.9985429141012823,1.0,-0.0
Gm46476,Gm46476,-0.0018261874,-13.608736,0.9985429141012823,1.0,-0.0
4930554I06Rik,4930554I06Rik,-0.0018261874,-12.054043,0.9985429141012823,1.0,-0.0
Gm11859,Gm11859,-0.0018261874,-11.924211,0.9985429141012823,1.0,-0.0
Gm11780,Gm11780,-0.0018261874,-11.008979,0.9985429141012823,1.0,-0.0
Gm17728,Gm17728,-0.0018261874,-12.826057,0.9985429141012823,1.0,-0.0
Sdr16c5,Sdr16c5,-0.0018261874,-11.574089,0.9985429141012823,1.0,-0.0
Gm22520,Gm22520,-0.0018261874,-10.448,0.9985429141012823,1.0,-0.0
Gm19109,Gm19109,-0.0018261874,-11.566628,0.9985429141012823,1.0,-0.0
Gm12433,Gm12433,-0.0018261874,-11.690246,0.9985429141012823,1.0,-0.0
Olfr746,Olfr746,-0.0018261874,-12.730614,0.9985429141012823,1.0,-0.0
Gm18762,Gm18762,-0.0018261874,-12.235148,0.9985429141012823,1.0,-0.0
Gm5983,Gm5983,-0.0018261874,-13.077118,0.9985429141012823,1.0,-0.0
Gm44849,Gm44849,-0.0018261874,-13.641519,0.9985429141012823,1.0,-0.0
Gm42886,Gm42886,-0.0018261874,-14.365069,0.9985429141012823,1.0,-0.0
Gm6066,Gm6066,-0.0018261874,-12.067193,0.9985429141012823,1.0,-0.0
AC124174.1,AC124174.1,-0.0018261874,-13.402121,0.9985429141012823,1.0,-0.0
Gm12490,Gm12490,-0.0018261874,-12.747428,0.9985429141012823,1.0,-0.0
Gm41162,Gm41162,-0.0018261874,-12.468681,0.9985429141012823,1.0,-0.0
Gm10042,Gm10042,-0.0018261874,-11.738933,0.9985429141012823,1.0,-0.0
Gm22206,Gm22206,-0.0018261874,-10.646667,0.9985429141012823,1.0,-0.0
Vmn2r98,Vmn2r98,-0.0018261874,-14.499812,0.9985429141012823,1.0,-0.0
Gm49753,Gm49753,-0.0018261874,-11.437053,0.9985429141012823,1.0,-0.0
Gm48917,Gm48917,-0.0018261874,-10.918308,0.9985429141012823,1.0,-0.0
Gm32892,Gm32892,-0.0018261874,-13.546301,0.9985429141012823,1.0,-0.0
4930432M17Rik,4930432M17Rik,-0.0018261874,-12.020146,0.9985429141012823,1.0,-0.0
Gm43072,Gm43072,-0.0018261874,-13.087633,0.9985429141012823,1.0,-0.0
Gm27700,Gm27700,-0.0018261874,-11.522205,0.9985429141012823,1.0,-0.0
Gm23704,Gm23704,-0.0018261874,-12.799644,0.9985429141012823,1.0,-0.0
Traj36,Traj36,-0.0018261874,-12.384323,0.9985429141012823,1.0,-0.0
Trdd1,Trdd1,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
Gm26137,Gm26137,-0.0018261874,-12.380783,0.9985429141012823,1.0,-0.0
Trav3-4,Trav3-4,-0.0018261874,-11.503885,0.9985429141012823,1.0,-0.0
Gm42663,Gm42663,-0.0018261874,-11.468811,0.9985429141012823,1.0,-0.0
Gm22682,Gm22682,-0.0018261874,-10.990889,0.9985429141012823,1.0,-0.0
Trdv1,Trdv1,-0.0018261874,-12.467135,0.9985429141012823,1.0,-0.0
Gm29865,Gm29865,-0.0018261874,-13.046357,0.9985429141012823,1.0,-0.0
Trav19,Trav19,-0.0018261874,-10.732948,0.9985429141012823,1.0,-0.0
Traj25,Traj25,-0.0018261874,-12.042162,0.9985429141012823,1.0,-0.0
Traj37,Traj37,-0.0018261874,-10.70547,0.9985429141012823,1.0,-0.0
Gm22293,Gm22293,-0.0018261874,-12.418713,0.9985429141012823,1.0,-0.0
Gm42593,Gm42593,-0.0018261874,-12.258642,0.9985429141012823,1.0,-0.0
Gm23279,Gm23279,-0.0018261874,-12.487822,0.9985429141012823,1.0,-0.0
Traj57,Traj57,-0.0018261874,-11.041746,0.9985429141012823,1.0,-0.0
Traj56,Traj56,-0.0018261874,-12.704583,0.9985429141012823,1.0,-0.0
Traj54,Traj54,-0.0018261874,-14.119143,0.9985429141012823,1.0,-0.0
Sbp,Sbp,-0.0018261874,-11.725154,0.9985429141012823,1.0,-0.0
Gm25501,Gm25501,-0.0018261874,-12.962374,0.9985429141012823,1.0,-0.0
Gm7773,Gm7773,-0.0018261874,-11.210673,0.9985429141012823,1.0,-0.0
Traj53,Traj53,-0.0018261874,-10.732948,0.9985429141012823,1.0,-0.0
Gm42827,Gm42827,-0.0018261874,-12.12642,0.9985429141012823,1.0,-0.0
Gm25432,Gm25432,-0.0018261874,-10.8687935,0.9985429141012823,1.0,-0.0
Traj50,Traj50,-0.0018261874,-12.08757,0.9985429141012823,1.0,-0.0
Traj44,Traj44,-0.0018261874,-13.540206,0.9985429141012823,1.0,-0.0
Gm22900,Gm22900,-0.0018261874,-11.994881,0.9985429141012823,1.0,-0.0
Traj45,Traj45,-0.0018261874,-11.674121,0.9985429141012823,1.0,-0.0
Gm22408,Gm22408,-0.0018261874,-11.418818,0.9985429141012823,1.0,-0.0
Gm42891,Gm42891,-0.0018261874,-12.92801,0.9985429141012823,1.0,-0.0
Gm22942,Gm22942,-0.0018261874,-13.284838,0.9985429141012823,1.0,-0.0
Vmn2r101,Vmn2r101,-0.0018261874,-13.423504,0.9985429141012823,1.0,-0.0
Gm7742,Gm7742,-0.0018261874,-13.987168,0.9985429141012823,1.0,-0.0
Gm42526,Gm42526,-0.0018261874,-11.758095,0.9985429141012823,1.0,-0.0
Trav14-1,Trav14-1,-0.0018261874,-10.849138,0.9985429141012823,1.0,-0.0
Trav13-1,Trav13-1,-0.0018261874,-12.641875,0.9985429141012823,1.0,-0.0
AC134908.2,AC134908.2,-0.0018261874,-13.136112,0.9985429141012823,1.0,-0.0
Traj4,Traj4,-0.0018261874,-11.427906,0.9985429141012823,1.0,-0.0
Trav6-4,Trav6-4,-0.0018261874,-10.920795,0.9985429141012823,1.0,-0.0
Traj24,Traj24,-0.0018261874,-12.9341135,0.9985429141012823,1.0,-0.0
Traj2,Traj2,-0.0018261874,-11.954195,0.9985429141012823,1.0,-0.0
Trav6-3,Trav6-3,-0.0018261874,-11.989721,0.9985429141012823,1.0,-0.0
Mir7j,Mir7j,-0.0018261874,-11.516604,0.9985429141012823,1.0,-0.0
Gm19184,Gm19184,-0.0018261874,-11.263184,0.9985429141012823,1.0,-0.0
Trav14n-3,Trav14n-3,-0.0018261874,-11.245592,0.9985429141012823,1.0,-0.0
Nudt8,Nudt8,-0.0018261874,-11.935762,0.9985429141012823,1.0,-0.0
Trav9-2,Trav9-2,-0.0018261874,-12.275744,0.9985429141012823,1.0,-0.0
Gm17775,Gm17775,-0.0018261874,-12.356042,0.9985429141012823,1.0,-0.0
Trav12-3,Trav12-3,-0.0018261874,-11.522205,0.9985429141012823,1.0,-0.0
Traj8,Traj8,-0.0018261874,-11.427906,0.9985429141012823,1.0,-0.0
Gm49954,Gm49954,-0.0018261874,-12.639383,0.9985429141012823,1.0,-0.0
Trav13-2,Trav13-2,-0.0018261874,-11.292467,0.9985429141012823,1.0,-0.0
Mir669n,Mir669n,-0.0018261874,-11.713598,0.9985429141012823,1.0,-0.0
Gm43402,Gm43402,-0.0018261874,-10.484197,0.9985429141012823,1.0,-0.0
Trav4-4-dv10,Trav4-4-dv10,-0.0018261874,-10.957387,0.9985429141012823,1.0,-0.0
Gm31651,Gm31651,-0.0018261874,-10.776435,0.9985429141012823,1.0,-0.0
Trav13-4-dv7,Trav13-4-dv7,-0.0018261874,-11.078723,0.9985429141012823,1.0,-0.0
Gm18546,Gm18546,-0.0018261874,-14.342466,0.9985429141012823,1.0,-0.0
Gm24048,Gm24048,-0.0018261874,-12.245522,0.9985429141012823,1.0,-0.0
Gm2142,Gm2142,-0.0018261874,-11.893207,0.9985429141012823,1.0,-0.0
Gm43035,Gm43035,-0.0018261874,-11.893651,0.9985429141012823,1.0,-0.0
Traj17,Traj17,-0.0018261874,-11.641284,0.9985429141012823,1.0,-0.0
Gm43542,Gm43542,-0.0018261874,-12.335946,0.9985429141012823,1.0,-0.0
Gm49789,Gm49789,-0.0018261874,-11.535897,0.9985429141012823,1.0,-0.0
Gm11848,Gm11848,-0.0018261874,-11.873925,0.9985429141012823,1.0,-0.0
Gm18577,Gm18577,-0.0018261874,-11.968176,0.9985429141012823,1.0,-0.0
Gm26005,Gm26005,-0.0018261874,-12.462285,0.9985429141012823,1.0,-0.0
Fcrl1,Fcrl1,-0.0018261874,-13.304123,0.9985429141012823,1.0,-0.0
AC016791.2,AC016791.2,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
Gm37575,Gm37575,-0.0018261874,-12.966904,0.9985429141012823,1.0,-0.0
Gm38030,Gm38030,-0.0018261874,-11.160723,0.9985429141012823,1.0,-0.0
Gm24006,Gm24006,-0.0018261874,-13.137169,0.9985429141012823,1.0,-0.0
AC119234.1,AC119234.1,-0.0018261874,-12.876862,0.9985429141012823,1.0,-0.0
Mir466k,Mir466k,-0.0018261874,-10.732948,0.9985429141012823,1.0,-0.0
AC170187.1,AC170187.1,-0.0018261874,-11.464294,0.9985429141012823,1.0,-0.0
Gm48962,Gm48962,-0.0018261874,-11.637557,0.9985429141012823,1.0,-0.0
Gm7115,Gm7115,-0.0018261874,-12.192926,0.9985429141012823,1.0,-0.0
Gm9721,Gm9721,-0.0018261874,-11.531051,0.9985429141012823,1.0,-0.0
Gm23026,Gm23026,-0.0018261874,-12.799644,0.9985429141012823,1.0,-0.0
Gm18832,Gm18832,-0.0018261874,-11.156808,0.9985429141012823,1.0,-0.0
Gm43346,Gm43346,-0.0018261874,-11.309556,0.9985429141012823,1.0,-0.0
Gm24109,Gm24109,-0.0018261874,-11.668786,0.9985429141012823,1.0,-0.0
Gm49196,Gm49196,-0.0018261874,-13.27743,0.9985429141012823,1.0,-0.0
Gm4350,Gm4350,-0.0018261874,-11.328952,0.9985429141012823,1.0,-0.0
Gm12477,Gm12477,-0.0018261874,-13.853094,0.9985429141012823,1.0,-0.0
Gm49063,Gm49063,-0.0018261874,-12.067528,0.9985429141012823,1.0,-0.0
Gm49060,Gm49060,-0.0018261874,-11.328952,0.9985429141012823,1.0,-0.0
Gm49059,Gm49059,-0.0018261874,-10.409724,0.9985429141012823,1.0,-0.0
Gm25883,Gm25883,-0.0018261874,-12.746086,0.9985429141012823,1.0,-0.0
AC138228.2,AC138228.2,-0.0018261874,-12.537514,0.9985429141012823,1.0,-0.0
Gm12438,Gm12438,-0.0018261874,-10.48989,0.9985429141012823,1.0,-0.0
Gm19050,Gm19050,-0.0018261874,-11.742798,0.9985429141012823,1.0,-0.0
Gm30556,Gm30556,-0.0018261874,-12.586824,0.9985429141012823,1.0,-0.0
Gm49044,Gm49044,-0.0018261874,-11.788359,0.9985429141012823,1.0,-0.0
Lipn,Lipn,-0.0018261874,-12.987389,0.9985429141012823,1.0,-0.0
Lipk,Lipk,-0.0018261874,-10.695179,0.9985429141012823,1.0,-0.0
AC166172.2,AC166172.2,-0.0018261874,-11.990672,0.9985429141012823,1.0,-0.0
Gm49040,Gm49040,-0.0018261874,-11.171904,0.9985429141012823,1.0,-0.0
AC148014.1,AC148014.1,-0.0018261874,-12.467135,0.9985429141012823,1.0,-0.0
Pram1,Pram1,-0.0018261874,-12.365888,0.9985429141012823,1.0,-0.0
Mir3970,Mir3970,-0.0018261874,-10.930483,0.9985429141012823,1.0,-0.0
Gm15935,Gm15935,-0.0018261874,-11.08869,0.9985429141012823,1.0,-0.0
Gm43516,Gm43516,-0.0018261874,-12.794364,0.9985429141012823,1.0,-0.0
Gm50014,Gm50014,-0.0018261874,-11.793742,0.9985429141012823,1.0,-0.0
Gm50043,Gm50043,-0.0018261874,-11.333967,0.9985429141012823,1.0,-0.0
Gm50042,Gm50042,-0.0018261874,-11.0608225,0.9985429141012823,1.0,-0.0
Gm22406,Gm22406,-0.0018261874,-12.757396,0.9985429141012823,1.0,-0.0
Gm11486,Gm11486,-0.0018261874,-12.631932,0.9985429141012823,1.0,-0.0
Gm38048,Gm38048,-0.0018261874,-11.945411,0.9985429141012823,1.0,-0.0
Gm22943,Gm22943,-0.0018261874,-11.705642,0.9985429141012823,1.0,-0.0
Gm23500,Gm23500,-0.0018261874,-12.080127,0.9985429141012823,1.0,-0.0
Gm24946,Gm24946,-0.0018261874,-12.651635,0.9985429141012823,1.0,-0.0
Gm24818,Gm24818,-0.0018261874,-11.235516,0.9985429141012823,1.0,-0.0
Gm22433,Gm22433,-0.0018261874,-13.5853615,0.9985429141012823,1.0,-0.0
4930469B13Rik,4930469B13Rik,-0.0018261874,-10.661837,0.9985429141012823,1.0,-0.0
Gm7313,Gm7313,-0.0018261874,-11.829726,0.9985429141012823,1.0,-0.0
Gm10398,Gm10398,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
Iqcj,Iqcj,-0.0018261874,-12.447613,0.9985429141012823,1.0,-0.0
Gm49292,Gm49292,-0.0018261874,-11.530935,0.9985429141012823,1.0,-0.0
Gm11213,Gm11213,-0.0018261874,-11.896767,0.9985429141012823,1.0,-0.0
Gm47920,Gm47920,-0.0018261874,-12.198961,0.9985429141012823,1.0,-0.0
Gm11211,Gm11211,-0.0018261874,-13.01075,0.9985429141012823,1.0,-0.0
Gm37380,Gm37380,-0.0018261874,-12.89252,0.9985429141012823,1.0,-0.0
Gm22401,Gm22401,-0.0018261874,-14.098462,0.9985429141012823,1.0,-0.0
Gm37681,Gm37681,-0.0018261874,-10.451154,0.9985429141012823,1.0,-0.0
Gm8604,Gm8604,-0.0018261874,-10.8397665,0.9985429141012823,1.0,-0.0
CR974462.2,CR974462.2,-0.0018261874,-11.248525,0.9985429141012823,1.0,-0.0
Gm23113,Gm23113,-0.0018261874,-10.4638405,0.9985429141012823,1.0,-0.0
Gm37603,Gm37603,-0.0018261874,-11.360129,0.9985429141012823,1.0,-0.0
Mup5,Mup5,-0.0018261874,-11.484901,0.9985429141012823,1.0,-0.0
Gm26139,Gm26139,-0.0018261874,-11.328952,0.9985429141012823,1.0,-0.0
Gm48003,Gm48003,-0.0018261874,-11.548788,0.9985429141012823,1.0,-0.0
Gm24043,Gm24043,-0.0018261874,-10.997397,0.9985429141012823,1.0,-0.0
Gm29704,Gm29704,-0.0018261874,-12.654652,0.9985429141012823,1.0,-0.0
Gm24376,Gm24376,-0.0018261874,-12.841311,0.9985429141012823,1.0,-0.0
4930517M08Rik,4930517M08Rik,-0.0018261874,-12.097953,0.9985429141012823,1.0,-0.0
Gm11910,Gm11910,-0.0018261874,-11.732027,0.9985429141012823,1.0,-0.0
Gm21754,Gm21754,-0.0018261874,-11.084627,0.9985429141012823,1.0,-0.0
Gm5286,Gm5286,-0.0018261874,-12.297952,0.9985429141012823,1.0,-0.0
Gm9131,Gm9131,-0.0018261874,-11.893207,0.9985429141012823,1.0,-0.0
Gm11905,Gm11905,-0.0018261874,-10.801352,0.9985429141012823,1.0,-0.0
Gm11908,Gm11908,-0.0018261874,-11.600568,0.9985429141012823,1.0,-0.0
Gm11909,Gm11909,-0.0018261874,-12.212772,0.9985429141012823,1.0,-0.0
Gm11920,Gm11920,-0.0018261874,-11.056257,0.9985429141012823,1.0,-0.0
Gm49104,Gm49104,-0.0018261874,-13.497353,0.9985429141012823,1.0,-0.0
Gm25705,Gm25705,-0.0018261874,-12.187099,0.9985429141012823,1.0,-0.0
Gm26254,Gm26254,-0.0018261874,-12.332322,0.9985429141012823,1.0,-0.0
Tdpoz3,Tdpoz3,-0.0018261874,-11.325252,0.9985429141012823,1.0,-0.0
Tdpoz4,Tdpoz4,-0.0018261874,-10.946519,0.9985429141012823,1.0,-0.0
Gm11936,Gm11936,-0.0018261874,-11.552759,0.9985429141012823,1.0,-0.0
Gm8224,Gm8224,-0.0018261874,-10.262752,0.9985429141012823,1.0,-0.0
Gm4778,Gm4778,-0.0018261874,-11.922545,0.9985429141012823,1.0,-0.0
Gm49295,Gm49295,-0.0018261874,-14.115616,0.9985429141012823,1.0,-0.0
Gm815,Gm815,-0.0018261874,-13.004953,0.9985429141012823,1.0,-0.0
Gm6541,Gm6541,-0.0018261874,-11.078723,0.9985429141012823,1.0,-0.0
Gm41206,Gm41206,-0.0018261874,-12.306616,0.9985429141012823,1.0,-0.0
Gm15235,Gm15235,-0.0018261874,-11.1796465,0.9985429141012823,1.0,-0.0
Gm25975,Gm25975,-0.0018261874,-10.484197,0.9985429141012823,1.0,-0.0
Gm34060,Gm34060,-0.0018261874,-11.552058,0.9985429141012823,1.0,-0.0
Gm50003,Gm50003,-0.0018261874,-12.049411,0.9985429141012823,1.0,-0.0
Gm50004,Gm50004,-0.0018261874,-11.582065,0.9985429141012823,1.0,-0.0
Gm11881,Gm11881,-0.0018261874,-12.704323,0.9985429141012823,1.0,-0.0
Gm11885,Gm11885,-0.0018261874,-11.610395,0.9985429141012823,1.0,-0.0
Gm49184,Gm49184,-0.0018261874,-13.825917,0.9985429141012823,1.0,-0.0
Gm22593,Gm22593,-0.0018261874,-10.484197,0.9985429141012823,1.0,-0.0
AC123930.1,AC123930.1,-0.0018261874,-11.710071,0.9985429141012823,1.0,-0.0
Gm22271,Gm22271,-0.0018261874,-14.253751,0.9985429141012823,1.0,-0.0
Pip5k1bos,Pip5k1bos,-0.0018261874,-11.8533125,0.9985429141012823,1.0,-0.0
Gm19145,Gm19145,-0.0018261874,-11.551356,0.9985429141012823,1.0,-0.0
Gm44353,Gm44353,-0.0018261874,-11.677306,0.9985429141012823,1.0,-0.0
Gm18523,Gm18523,-0.0018261874,-11.231298,0.9985429141012823,1.0,-0.0
Mbl1,Mbl1,-0.0018261874,-10.962892,0.9985429141012823,1.0,-0.0
Gm2959,Gm2959,-0.0018261874,-12.473776,0.9985429141012823,1.0,-0.0
Gm17165,Gm17165,-0.0018261874,-11.532318,0.9985429141012823,1.0,-0.0
Gm43712,Gm43712,-0.0018261874,-11.544362,0.9985429141012823,1.0,-0.0
Gm12407,Gm12407,-0.0018261874,-14.632897,0.9985429141012823,1.0,-0.0
Il11ra2,Il11ra2,-0.0018261874,-12.160983,0.9985429141012823,1.0,-0.0
Gm5798,Gm5798,-0.0018261874,-11.680754,0.9985429141012823,1.0,-0.0
Gm24883,Gm24883,-0.0018261874,-16.04847,0.9985429141012823,1.0,-0.0
Gm8207,Gm8207,-0.0018261874,-11.782859,0.9985429141012823,1.0,-0.0
AC110180.1,AC110180.1,-0.0018261874,-12.272077,0.9985429141012823,1.0,-0.0
Gm7920,Gm7920,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
AC115752.3,AC115752.3,-0.0018261874,-12.234773,0.9985429141012823,1.0,-0.0
Gm48028,Gm48028,-0.0018261874,-12.245143,0.9985429141012823,1.0,-0.0
Gm26251,Gm26251,-0.0018261874,-14.726912,0.9985429141012823,1.0,-0.0
Gm49028,Gm49028,-0.0018261874,-12.530572,0.9985429141012823,1.0,-0.0
Gm49988,Gm49988,-0.0018261874,-12.376008,0.9985429141012823,1.0,-0.0
Gm8011,Gm8011,-0.0018261874,-12.575825,0.9985429141012823,1.0,-0.0
Gm6536,Gm6536,-0.0018261874,-11.590686,0.9985429141012823,1.0,-0.0
Gm23857,Gm23857,-0.0018261874,-12.5689335,0.9985429141012823,1.0,-0.0
Gm24593,Gm24593,-0.0018261874,-11.973806,0.9985429141012823,1.0,-0.0
AC100726.1,AC100726.1,-0.0018261874,-10.949364,0.9985429141012823,1.0,-0.0
S100a4,S100a4,-0.0018261874,-12.368566,0.9985429141012823,1.0,-0.0
Gm26084,Gm26084,-0.0018261874,-12.903554,0.9985429141012823,1.0,-0.0
AC142249.1,AC142249.1,-0.0018261874,-11.844977,0.9985429141012823,1.0,-0.0
Gm24650,Gm24650,-0.0018261874,-12.908953,0.9985429141012823,1.0,-0.0
Sprr2a2,Sprr2a2,-0.0018261874,-10.48866,0.9985429141012823,1.0,-0.0
Gm49146,Gm49146,-0.0018261874,-12.261318,0.9985429141012823,1.0,-0.0
Sprr2i,Sprr2i,-0.0018261874,-13.000782,0.9985429141012823,1.0,-0.0
Lce3b,Lce3b,-0.0018261874,-13.301747,0.9985429141012823,1.0,-0.0
Lce3d,Lce3d,-0.0018261874,-13.677914,0.9985429141012823,1.0,-0.0
Lce3e,Lce3e,-0.0018261874,-11.089028,0.9985429141012823,1.0,-0.0
Ear2,Ear2,-0.0018261874,-11.964278,0.9985429141012823,1.0,-0.0
AC129188.2,AC129188.2,-0.0018261874,-10.987724,0.9985429141012823,1.0,-0.0
Gm22860,Gm22860,-0.0018261874,-11.509322,0.9985429141012823,1.0,-0.0
AC147220.1,AC147220.1,-0.0018261874,-14.831094,0.9985429141012823,1.0,-0.0
Olfr1173,Olfr1173,-0.0018261874,-12.853256,0.9985429141012823,1.0,-0.0
Gm12878,Gm12878,-0.0018261874,-11.888325,0.9985429141012823,1.0,-0.0
4930591A17Rik,4930591A17Rik,-0.0018261874,-11.928152,0.9985429141012823,1.0,-0.0
Olfr1133,Olfr1133,-0.0018261874,-11.844977,0.9985429141012823,1.0,-0.0
Gm14416,Gm14416,-0.0018261874,-11.765669,0.9985429141012823,1.0,-0.0
Olfr1154,Olfr1154,-0.0018261874,-12.556424,0.9985429141012823,1.0,-0.0
4930544M13Rik,4930544M13Rik,-0.0018261874,-11.888325,0.9985429141012823,1.0,-0.0
Gm11007,Gm11007,-0.0018261874,-13.68282,0.9985429141012823,1.0,-0.0
Gm12884,Gm12884,-0.0018261874,-12.169396,0.9985429141012823,1.0,-0.0
Zfp965,Zfp965,-0.0018261874,-11.464954,0.9985429141012823,1.0,-0.0
Gm24721,Gm24721,-0.0018261874,-12.857598,0.9985429141012823,1.0,-0.0
Gm14440,Gm14440,-0.0018261874,-11.461217,0.9985429141012823,1.0,-0.0
Gm47850,Gm47850,-0.0018261874,-10.66537,0.9985429141012823,1.0,-0.0
Mir692-2,Mir692-2,-0.0018261874,-11.214553,0.9985429141012823,1.0,-0.0
Vmn1r231,Vmn1r231,-0.0018261874,-11.511935,0.9985429141012823,1.0,-0.0
Gm23905,Gm23905,-0.0018261874,-13.06277,0.9985429141012823,1.0,-0.0
Gm26972,Gm26972,-0.0018261874,-11.651269,0.9985429141012823,1.0,-0.0
Gzmn,Gzmn,-0.0018261874,-11.430913,0.9985429141012823,1.0,-0.0
Gm24892,Gm24892,-0.0018261874,-14.467583,0.9985429141012823,1.0,-0.0
BX470216.1,BX470216.1,-0.0018261874,-11.292467,0.9985429141012823,1.0,-0.0
Gm4601,Gm4601,-0.0018261874,-14.764702,0.9985429141012823,1.0,-0.0
Gm24240,Gm24240,-0.0018261874,-11.566983,0.9985429141012823,1.0,-0.0
Gm22488,Gm22488,-0.0018261874,-11.754054,0.9985429141012823,1.0,-0.0
Olfr1101,Olfr1101,-0.0018261874,-11.894689,0.9985429141012823,1.0,-0.0
Olfr1106,Olfr1106,-0.0018261874,-11.825196,0.9985429141012823,1.0,-0.0
Gm25875,Gm25875,-0.0018261874,-10.611309,0.9985429141012823,1.0,-0.0
Gm41333,Gm41333,-0.0018261874,-13.717389,0.9985429141012823,1.0,-0.0
Gm14339,Gm14339,-0.0018261874,-11.990514,0.9985429141012823,1.0,-0.0
Gm21731,Gm21731,-0.0018261874,-12.126071,0.9985429141012823,1.0,-0.0
Gm14344,Gm14344,-0.0018261874,-12.891333,0.9985429141012823,1.0,-0.0
Gm20763,Gm20763,-0.0018261874,-11.780939,0.9985429141012823,1.0,-0.0
Gm23581,Gm23581,-0.0018261874,-15.0019455,0.9985429141012823,1.0,-0.0
Gm13737,Gm13737,-0.0018261874,-12.643373,0.9985429141012823,1.0,-0.0
Gm14616,Gm14616,-0.0018261874,-11.974433,0.9985429141012823,1.0,-0.0
Olfr1199,Olfr1199,-0.0018261874,-13.576215,0.9985429141012823,1.0,-0.0
Fpr-rs3,Fpr-rs3,-0.0018261874,-11.571716,0.9985429141012823,1.0,-0.0
Gm13761,Gm13761,-0.0018261874,-11.631738,0.9985429141012823,1.0,-0.0
Gm34531,Gm34531,-0.0018261874,-11.074269,0.9985429141012823,1.0,-0.0
