Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_log10
0610009B22Rik,11.140482385490538,0.18336673931103048,0.09468726829297114,1.9365511606447117,0.05280023296598968,0.06298633870142009,1.2007536357838542
0610009E02Rik,4.945834472997649,-0.16616712695606795,0.12219081786357376,-1.359898639369071,0.17386200163419108,0.19625561602248026,0.707177906696463
0610012G03Rik,15.332640556047378,0.5838827522117139,0.1292949710146088,4.515896849118301,6.304935127207338e-06,9.813102395877785e-06,5.008193669438993
0610030E20Rik,19.47907135705979,0.08772041002941273,0.06024367871383473,1.4560931852468046,0.14536686117309774,0.16574353260624353,0.7805634089757955
0610038B21Rik,5.465019410803551,-0.08974876717699733,0.12991710457632102,-0.6908156356292067,0.48968140838724517,0.5199240750739416,0.2840600721034745
0610040F04Rik,6.5790725083496335,-0.5925184212709643,0.16051213371694734,-3.691424489539413,0.00022300160389930243,0.00031679545338821074,3.4992210599821045
0610040J01Rik,6.468083211009219,0.5266668619341345,0.19939285296834,2.641352757100876,0.008257569184997206,0.010542193474296543,1.9770690177123773
1110002L01Rik,44.743236398283614,-0.38088031644408776,0.05956320943697754,-6.394556640657324,1.6101385698124915e-10,3.1284839422794466e-10,9.50466606980499
1110004F10Rik,68.26575851084621,-0.44613791203372516,0.052902997886802056,-8.433131010615659,3.365375880890354e-17,8.483309097676895e-17,16.07143470876518
1110019D14Rik,60.48450639515515,-1.4602043006255514,0.1007854865768873,-14.48823982718573,1.437802031655859e-47,9.62056284786492e-47,46.0167995189631
1110032A03Rik,8.007505751733492,0.2799192753892964,0.10115193391331226,2.7673151126224504,0.005652009453207876,0.007307800575329008,2.136213312744774
1110038B12Rik,105.41174213293465,-1.3164208974226779,0.12044607629123082,-10.929545718364933,8.326421055086018e-28,2.987158012252466e-27,26.524741803832335
1110038F14Rik,15.43273757309358,-0.3390781155648158,0.10258398446146227,-3.305370885571298,0.0009485079435177488,0.0012911139308236458,2.889035432911836
1110046J04Rik,5.666099384065584,2.2850073775004507,0.17212339107607347,13.275402972339448,3.2153670904159757e-40,1.7129030532855856e-39,38.76626721649425
1110059E24Rik,80.00581912250018,0.4134640920703263,0.04231962949462829,9.770030999983309,1.5140573763528488e-22,4.589818668080314e-22,21.338204471980763
1110059G10Rik,5.32285369818091,0.14322394714659487,0.13013188282827173,1.1006061238320823,0.27106811913607165,0.2989752078586347,0.5243648235036669
1110065P20Rik,10.653751433749463,-0.34512126418116373,0.10809298286708045,-3.1928183960428935,0.0014089152356752952,0.001897436855809502,2.7218326679383034
1190007I07Rik,7.5642956173638085,-0.4652866064126908,0.11466791270636383,-4.057687939294533,4.95609303428316e-05,7.325414710576277e-05,4.135167783749741
1500002F19Rik,6.441231791654221,-0.13195314716655415,0.13082669537938685,-1.0086102594267987,0.3131615850969687,0.34213248063457374,0.4658056937460897
1500009L16Rik,12.090313426489024,-0.12307838710732247,0.1221189642245459,-1.0078564610244516,0.3135233759731445,0.3424956392074014,0.4653449537488374
1500011B03Rik,25.375218933235942,-0.36982535053189114,0.07715208571704896,-4.793458881827321,1.6393007056066304e-06,2.631550616244441e-06,5.579788272181286
1500015A07Rik,11.054841608748323,-0.43524366408465665,0.08311664617366991,-5.236540261444466,1.6361456390500955e-07,2.77072694592008e-07,6.557406271663916
1600010M07Rik,14.40071686128059,0.20984144968439314,0.12788901745193765,1.6408089909929464,0.10083707132176604,0.11685791442896251,0.9323418688393372
1600012H06Rik,16.985248459882555,1.1191273032279707,0.0781734628272829,14.315948951891516,1.7397306657052895e-46,1.1222081150780772e-45,44.94992659508642
1600014C10Rik,7.841540028422583,-0.010787829249485318,0.11915611399448689,-0.0905352557065133,0.927861878975462,0.9362152061407536,0.02862430927844536
1600020E01Rik,46.32873276783102,-0.22553569321678732,0.0762335864227673,-2.9584819998633916,0.003091582967644187,0.004074569320540552,2.389918289156509
1700001L05Rik,44.529779725697665,1.9054010177564602,0.07378474862385113,25.82377867098315,4.7953907897578085e-147,2.218058533548294e-145,144.65402699720326
1700008O03Rik,4.94364735711823,-0.6042665036323442,0.15264603538112492,-3.958612499326421,7.538643062426384e-05,0.00011015472425177627,3.95799687234453
