names,names,stat,log2FoldChange,pvals,padj,p_log10
Snai2,Snai2,23.258522,3.1655133,1.1663776053381958e-119,1.78807733174846e-117,116.74761370252814
Parm1,Parm1,22.815434,2.1731505,3.2224190948704563e-115,4.693023755799504e-113,112.32854724740982
Cped1,Cped1,22.809214,4.763446,3.714689445400848e-115,5.391976629867391e-113,112.26825199880612
S1pr3,S1pr3,22.67962,3.027276,7.120014151342154e-114,1.01000174768276e-111,110.99567787472397
Tns2,Tns2,22.41181,2.0671,3.019136564898907e-111,4.1743384701581692e-109,108.37941233970699
Twist2,Twist2,22.410358,3.112948,3.1191998619797818e-111,4.299083948572828e-109,108.36662407429542
Prkg1,Prkg1,22.273216,2.7527487,6.720061629236748e-110,9.203956509184413e-108,107.03602544214006
Ddr2,Ddr2,22.14922,5.3954253,1.0614388753151513e-108,1.4313372191788357e-106,105.84425803557963
Fli1,Fli1,20.99505,2.3618157,7.278438489373046e-98,8.664911608697487e-96,95.0622358631925
Rbms3,Rbms3,20.569532,2.0717406,5.146057948846639e-94,5.901218316090774e-92,91.22905831830123
Daam2,Daam2,20.356684,2.1319356,4.0509823476503775e-92,4.503599739216097e-90,89.3464402146874
Col1a1,Col1a1,20.276716,3.5919614,2.0646495471934163e-91,2.2551650841606888e-89,88.64682166109607
Dnm1,Dnm1,20.157011,2.346452,2.335681191929097e-90,2.5385136058849297e-88,87.59542050452846
Mecom,Mecom,19.904572,2.0277421,3.7145965498456505e-88,3.910709346007381e-86,85.40774446073308
Usp29,Usp29,19.707787,2.1159024,1.8488047987010003e-86,1.8961532971841642e-84,83.72212655442945
Ssc5d,Ssc5d,19.582874,2.8250427,2.164573076105808e-85,2.1790866882059644e-83,82.66172549235098
Dnm3os,Dnm3os,19.451109,5.617739,2.8519927439191538e-84,2.8448953190541497e-82,81.54593370930179
Flrt2,Flrt2,18.737057,2.195001,2.469129850698797e-78,2.2616090630373405e-76,75.64558246414923
Tgfb3,Tgfb3,17.29851,2.3117554,4.8271248315721246e-67,3.713061813665804e-65,64.43026782074139
Wt1,Wt1,16.716452,4.389449,9.946752009006584e-63,7.077907850578285e-61,60.15009509587283
Foxd2,Foxd2,16.388401,4.68777,2.3145452854219828e-60,1.5486186533747603e-58,57.81005551389017
Lbx1,Lbx1,15.967581,2.2194803,2.1496304961798571e-57,1.3591824313834173e-55,54.866722247737115
Mfap2,Mfap2,15.887865,4.0893464,7.690187831050749e-57,4.799885664663404e-55,54.318769107582156
Osr1,Osr1,15.848405,4.451663,1.4419566701854971e-56,8.94893876094809e-55,54.04822846385629
Inka1,Inka1,15.633411,2.1678314,4.3109293194566094e-55,2.608709319894442e-53,52.583574310243925
Sim1,Sim1,15.58764,3.4538527,8.833796887454964e-55,5.330903588533077e-53,52.273199171788804
Foxd1,Foxd1,15.071734,3.3527558,2.4850155348145798e-51,1.4118701395524552e-49,48.850205246817765
Rab3il1,Rab3il1,14.899825,2.3277934,3.3044509477943403e-50,1.850958543077981e-48,47.73260330826714
Grem1,Grem1,14.741787,4.454618,3.4746779867936594e-49,1.904794930000022e-47,46.72015177356493
Col25a1,Col25a1,14.636542,3.1836402,1.642102258541768e-48,8.890345697391373e-47,46.05108135134132
Crispld1,Crispld1,14.224489,2.995713,6.4573902299086896e-46,3.2843985626884815e-44,43.48354414659724
Vcam1,Vcam1,14.181657,4.7918587,1.1900279864838229e-45,6.01776768026212e-44,43.220564582486226
Bnc2,Bnc2,13.995663,2.6548855,1.6567806816340247e-44,8.179254775284992e-43,42.087286263776726
Met,Met,13.712561,2.002039,8.539042887773027e-43,4.0552100305401234e-41,40.39198664755827
Pdgfc,Pdgfc,13.484916,2.0230565,1.9188371098834973e-41,8.79705269338089e-40,39.05566280664511
Clu,Clu,13.428057,2.43291,4.141376583574121e-41,1.882839587023277e-39,38.72518667915393
Col1a2,Col1a2,13.215129,2.7616591,7.176332133583919e-40,3.157513869571148e-38,37.500654733103595
Nab2,Nab2,12.885173,2.0300634,5.455293285817302e-38,2.278654100866575e-36,35.64232159561217
Islr,Islr,12.853355,3.7118652,8.235886351689567e-38,3.426991529444465e-36,35.46508696902215
Tcf15,Tcf15,12.831688,2.4947345,1.0896416984186553e-37,4.5125626014795703e-36,35.3455767602024
Pappa,Pappa,12.681042,2.1922245,7.532435467214567e-37,3.055706945200294e-35,34.514888298717146
Col9a1,Col9a1,12.285467,3.7594097,1.0841744112365749e-34,4.1225991472008e-33,32.38482889091342
Sema3d,Sema3d,11.68692,3.8562012,1.4868122191754328e-31,5.151491884852802e-30,29.288066979981934
Kctd12,Kctd12,11.554072,2.2500937,7.040382374296342e-31,2.3882092105231482e-29,28.62192763106195
Cd36,Cd36,11.30758,2.5623164,1.2036328212234327e-29,3.895401599412815e-28,27.40944776176086
Sncaip,Sncaip,11.145515,2.4303367,7.530713493751756e-29,2.372201898020966e-27,26.624848350946497
Ppfibp2,Ppfibp2,11.140322,2.3152995,7.983054151064607e-29,2.5110699705843324e-27,26.60014118556852
Tbx2,Tbx2,10.851032,3.0111475,1.9718616973973605e-27,5.957995119017156e-26,25.224899856908955
Dmrt2,Dmrt2,10.470193,4.470987,1.184016123232738e-25,3.352614934553568e-24,23.47461632471073
Hlf,Hlf,10.450135,2.7952497,1.4631631598649678e-25,4.132324603597951e-24,23.38380557098244
Mmp9,Mmp9,10.309074,2.7393289,6.411601872900454e-25,1.7596061396287292e-23,22.75458453134951
Crispld2,Crispld2,10.130216,3.7958543,4.0575518435329946e-24,1.0783363600717764e-22,21.967245750709726
Ntf3,Ntf3,9.963037,2.9288118,2.212009879960915e-23,5.701765407986568e-22,21.243990655162794
Cdo1,Cdo1,9.537555,2.2032163,1.462399250309729e-21,3.4952782081664314e-20,19.456518250687157
Fap,Fap,9.388485,6.178783,6.086966721405081e-21,1.419891420314519e-19,18.847744865026243
Itih5,Itih5,9.1916,3.4161646,3.870405110815284e-20,8.743633386588965e-19,18.058308060289747
Kcna6,Kcna6,8.695791,2.0340068,3.4442070407013965e-18,7.152131645213152e-17,16.145564500327428
Camk2a,Camk2a,8.632286,2.1365383,6.013765423839678e-18,1.234715343670016e-16,15.908433154892352
Naalad2,Naalad2,8.520229,2.8827808,1.5923721470158516e-17,3.212018997011522e-16,15.49322189481525
Mybpc1,Mybpc1,8.248539,4.1345677,1.6034263282845654e-16,3.0699079627116977e-15,14.512874644680993
Pgm5,Pgm5,8.04143,3.4771347,8.879591275494577e-16,1.641803734310764e-14,13.784678760858695
Alx4,Alx4,8.011127,2.4488783,1.1366137585276243e-15,2.0883007453250812e-14,13.680206956517628
Pgf,Pgf,7.8859687,2.8241467,3.1210546226064454e-15,5.623175155311267e-14,13.250018388516132
Kcp,Kcp,7.5972733,2.1440687,3.0243490500904374e-14,5.210442994775288e-13,12.283125351171181
Trpc3,Trpc3,7.562947,2.2354765,3.940387109151563e-14,6.743417672774812e-13,12.171119940224935
Col6a3,Col6a3,7.233338,3.9338233,4.712651408598164e-13,7.578227923925741e-12,11.120432336958272
Ptges,Ptges,6.9944005,2.3733492,2.663958214167349e-12,4.1346713440563284e-11,10.383559005853977
Gxylt2,Gxylt2,6.9459724,2.8001428,3.7586223552040846e-12,5.768105701483023e-11,10.238966789698095
Vegfd,Vegfd,6.7483196,2.4738417,1.4956740256521763e-11,2.2106729991464557e-10,9.655475493137748
Itga4,Itga4,6.6638017,2.824933,2.6683358290540978e-11,3.8654595725199797e-10,9.412798864502664
Tbx18,Tbx18,6.546965,4.4887195,5.871800870473285e-11,8.321273170024272e-10,9.079810220774876
Heyl,Heyl,6.3892713,3.389082,1.6667825081346839e-10,2.2994440973448836e-09,8.638377144259005
Foxd2os,Foxd2os,6.264982,3.1497016,3.7286807078105817e-10,5.018785853510539e-09,8.299401334826575
Ptprv,Ptprv,6.218182,2.6529384,5.029478587764781e-10,6.701523299116529e-09,8.173826468163883
Scx,Scx,6.137476,3.1836371,8.384286760432493e-10,1.0956865242353396e-08,7.960313679672705
Ikbke,Ikbke,6.1350064,2.5732417,8.515564670986919e-10,1.1112710156514022e-08,7.954180012842755
Asic2,Asic2,6.085118,3.2931015,1.164057155262751e-09,1.498933721502648e-08,7.824217569968292
Meox2,Meox2,6.0377436,5.549106,1.5628398137429312e-09,1.9977189672979057e-08,7.699465606969006
Lsp1,Lsp1,5.7049036,2.2018864,1.1640882704042674e-08,1.4014929904169977e-07,6.853409070027014
Foxf2,Foxf2,5.629331,2.8639314,1.809097635961775e-08,2.1472775010270556e-07,6.6681118263709305
Ntng2,Ntng2,5.471818,3.008417,4.454426272516339e-08,5.144550311195119e-07,6.288652581232321
C1qtnf7,C1qtnf7,5.3099256,5.550726,1.0966991675978588e-07,1.2276680330903933e-06,5.91091905248439
Pax8,Pax8,5.2446365,2.321399,1.5659057881353172e-07,1.7250627783514912e-06,5.76319509549185
Bdnf,Bdnf,5.112738,2.1262746,3.175225983520721e-07,3.4087482867579993e-06,5.4674050673273165
Postn,Postn,4.977809,2.2733238,6.430813311504201e-07,6.718523777927548e-06,5.17272614145945
Gm26507,Gm26507,4.974398,2.9651394,6.54506939201833e-07,6.836256916248455e-06,5.16518162424089
Crym,Crym,4.9471755,3.5082412,7.529813598491394e-07,7.821804230425286e-06,5.106693058073226
9130410C08Rik,9130410C08Rik,4.88186,4.519013,1.0509004198132627e-06,1.0742838147417235e-05,4.968880967339558
Gdnf,Gdnf,4.8663497,3.097558,1.1367822746640475e-06,1.15747271876828e-05,4.936489236360137
Lix1,Lix1,4.850737,2.177563,1.2300338900376667e-06,1.247768996741019e-05,4.9038658094666525
Gata5,Gata5,4.6146803,2.513624,3.937012042601604e-06,3.803891931740528e-05,4.419771829830165
Fibcd1,Fibcd1,4.5541825,3.3856552,5.258963329500526e-06,5.025576702301126e-05,4.298814094254531
Alx1,Alx1,4.5250854,2.8790476,6.037116755177803e-06,5.727853814342528e-05,4.242008074574944
Corin,Corin,4.264077,2.7336903,2.007299999696304e-05,0.00018090128772015518,3.7425583416655197
Rassf9,Rassf9,4.2143936,2.0288267,2.5044991699320915e-05,0.0002234512420533041,3.650817226971861
Gm12829,Gm12829,4.1169977,3.9297824,3.838400281873476e-05,0.00033590466296302783,3.4737839673251822
B130024G19Rik,B130024G19Rik,4.0977263,2.5854948,4.1722801254705635e-05,0.00036385447297791296,3.439072281790531
Lama2,Lama2,4.0713406,2.1371324,4.674339623193605e-05,0.0004050507189150175,3.3924905926722513
Hopx,Hopx,4.004668,2.4105647,6.210452834388341e-05,0.0005307920477059097,3.275075592332306
Tle2,Tle2,3.9201071,2.2359414,8.850959567653192e-05,0.0007428107461973408,3.129121821975273
Lgr6,Lgr6,3.7779515,2.609586,0.00015812362998564647,0.0012903585203031154,2.889289606168544
Dcdc2a,Dcdc2a,3.769525,2.4534361,0.00016355855204493042,0.0013322216065240595,2.8754235270535196
Col24a1,Col24a1,3.704552,2.3111844,0.0002117646622281269,0.0017017123151386966,2.769113858181
Sec1,Sec1,3.63772,3.8856158,0.00027506213018740655,0.0021798910810843426,2.6615652055081367
Kank4,Kank4,3.5899816,2.363708,0.0003307013295592218,0.002585198030018243,2.5875061836918576
Gm29100,Gm29100,3.5319812,2.2973282,0.000412458631470867,0.0031872532839748234,2.4965834227321717
Sox8,Sox8,3.487617,2.2038896,0.0004873457847007365,0.003726395638669912,2.428711037102304
AC124502.4,AC124502.4,3.4042044,2.8822896,0.0006635706889044057,0.004975470562711925,2.303165838913248
Cyp1b1,Cyp1b1,3.2780604,2.6176815,0.0010452302109450766,0.007627718915383554,2.117605319263561
Slc2a13,Slc2a13,3.230804,2.4359927,0.0012344257973029582,0.008921968157148642,2.049539331105533
Angptl1,Angptl1,3.2042441,4.2109118,0.001354176423493204,0.009726339325800028,2.0120505831379973
Shisa3,Shisa3,3.1947536,4.071895,0.0013995025674639263,0.010037043118034538,1.9983942101648133
Slitrk6,Slitrk6,3.1791372,3.9840002,0.0014771419586896454,0.01055574244637051,1.9765112148412127
CJ186046Rik,CJ186046Rik,2.8838499,2.8772852,0.003928460056733203,0.02634510335206913,1.5793000933468289
Minar2,Minar2,2.8640096,2.47641,0.004183152211350538,0.02795016107449401,1.5536156849667402
Zfp804a,Zfp804a,2.8536353,3.4191124,0.00432221281078284,0.028835211469829446,1.540076859240313
Irak3,Irak3,2.8433893,2.601987,0.004463652885949159,0.029701714626866386,1.5272184789153656
C1s1,C1s1,2.8164697,3.3009155,0.004855461885965953,0.03211322816526467,1.4933160350161074
Col8a2,Col8a2,2.7711344,2.4760077,0.005586135587617103,0.03656935120745862,1.4368827445982444
Ntng1,Ntng1,2.7581553,2.1076796,0.005812858058608743,0.03795689455069116,1.4207093266627737
Smad9,Smad9,2.7250347,2.451446,0.006429474000326767,0.04175860688988803,1.3792539982751009
Bmp3,Bmp3,2.6820197,3.3159308,0.007317916768060595,0.04715738960373679,1.3264502432730798
Abi3bp,Abi3bp,2.670693,3.081052,0.00756948504142828,0.0486279033884786,1.3131144548086158
Cygb,Cygb,2.6684606,2.2682993,0.007619971017108647,0.04891627295158593,1.3105466403156858
