Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_log10
0610009B22Rik,24.676335212423762,0.03778209218040395,0.08169330347835674,0.46248701633682465,0.6437321110363043,0.6786268175980582,0.16836898214341073
0610009E02Rik,12.166910414978343,-0.07177746413694998,0.10457529325176577,-0.6863711485287946,0.4924790933021491,0.5333175597544184,0.2730141167129617
0610009L18Rik,5.101418617895104,0.23826672158156875,0.14872648001950292,1.602046397859508,0.10914534980031212,0.13275743095492035,0.876941160397941
0610012G03Rik,28.13379957838782,-0.15101619243931233,0.10906013025821912,-1.384705777278597,0.1661424518192265,0.1963131573253544,0.7070505920846276
0610030E20Rik,52.472958723851754,0.3678585454164538,0.04721932381731904,7.7904238281686515,6.67847921668922e-15,2.2944760414487805e-14,13.639316472779047
0610038B21Rik,10.975278016137384,-0.4293989539356497,0.10909737407576138,-3.9359238256042595,8.287725995506791e-05,0.00014168880375983796,3.8486644663187444
0610040B10Rik,6.755573157675766,0.035525439370563204,0.12410128931144676,0.28626164617361827,0.7746777313815727,0.7998463204540006,0.09699344874580312
0610040F04Rik,12.788137904565613,-1.1260984765649207,0.11967855943420583,-9.40935855084387,4.991738642995359e-21,2.4110356284975514e-20,19.617796371893157
0610040J01Rik,7.656326929911043,-1.453509532058798,0.15158364156870208,-9.588828431727745,8.909085631382434e-22,4.484368048366472e-21,20.348298750489402
0610043K17Rik,6.667604256454137,-0.13255608521310008,0.15470563340262336,-0.8568277851144644,0.39154006758552373,0.43310693497732605,0.363404862221966
1110002J07Rik,5.870961609350508,-1.0275041184568305,0.15748532394749076,-6.524443628788065,6.825441373054162e-11,1.8304592773190707e-10,9.737439928531886
1110002L01Rik,94.48834241092197,-0.6783891991546231,0.051490171861765015,-13.175120117600027,1.2203305978344836e-39,1.3761195765741602e-38,37.861343826863596
1110004F10Rik,198.92623862632885,0.044659193153911404,0.049407763587691195,0.9038901968239909,0.3660536278399754,0.40710473857364,0.3902938425373113
1110019D14Rik,144.16538917472732,-1.5130675421188882,0.07522322469532705,-20.114366915898536,5.523976102624493e-90,2.850249366900306e-88,87.54511714212092
1110020A21Rik,4.596082273971021,0.32985509458063894,0.1518213590706733,2.172652758477089,0.02980646186719366,0.039145651947869724,1.407316469619205
1110032A03Rik,17.99360070218788,0.16310077651893748,0.09283470515418915,1.7568944313233226,0.07893580500445238,0.0980248100690282,1.0086639905075099
1110032F04Rik,4.036081728763267,0.0213101121081113,0.17873735063691806,0.11922584749172013,0.9050964293624152,0.9174311976639834,0.03742649557209363
1110038B12Rik,276.6237819657924,-0.9037017827506253,0.1236842157499513,-7.3065247434451335,2.741400397228871e-13,8.546934616377102e-13,12.068189618359247
1110038F14Rik,43.07811768525698,-0.12126002717000015,0.0777751270031093,-1.5591106288409198,0.11897019840810752,0.14372011095814838,0.8424824561731148
1110046J04Rik,4.600079454560632,0.367647008853167,0.16127524094503215,2.2796246137897453,0.022629961851341966,0.030191275314122194,1.5201185414920424
1110059E24Rik,164.7057849423583,0.11511404750026963,0.036937462819033165,3.116457891659889,0.0018303781886737298,0.002761862330012384,2.5587979734062194
1110059G10Rik,12.049685557740498,-0.014735947092361038,0.10016375707063954,-0.14711855388939385,0.8830384453393874,0.8976755057201493,0.04688062496215865
1110065P20Rik,25.962284861668095,-0.35368169033055213,0.09774375832301666,-3.618458062168327,0.00029636351200033813,0.0004820345455741221,3.3169218364196555
1190007I07Rik,15.057499861565953,-1.0775086729874428,0.09731991312283945,-11.071821155731884,1.7187178850733553e-28,1.2040497087665696e-27,26.91935558301392
1500002F19Rik,14.399517493145018,-0.18276135186569759,0.1043912900807655,-1.7507337223660966,0.07999178778990072,0.09921280545202961,1.003432269597466
1500004A13Rik,27.67968714628694,3.1857400863713443,0.24223829053743112,13.151265554687678,1.6734977452498984e-39,1.876545226289441e-38,37.72664096426915
1500009L16Rik,33.00020333432708,0.2578569787593496,0.06732438382480557,3.830068158222675,0.00012810777024666582,0.00021571904520220714,3.6661115106179305
1500011B03Rik,70.79580831265304,0.046415517893253384,0.0586059597499718,0.791993136726606,0.42836467811152845,0.4698645072870363,0.32802735955580314
1500015A07Rik,29.575606981059924,-0.16581952873002576,0.06467805487489563,-2.5637680207106466,0.010354272314834705,0.014360621878430239,1.8428267528149727
1600002D24Rik,3.5393536531689453,-0.7966114534535802,0.2523567635006941,-3.1566875498123483,0.0015957223163398256,0.002422691112853396,2.6157019538091326
1600010M07Rik,38.60463052915886,0.41962488575233836,0.12142508259389719,3.4558336448142444,0.000548593781924459,0.0008710102024128205,3.059976757936493
1600012H06Rik,25.675264161036736,0.13138430597109435,0.07644664671056678,1.7186405372170999,0.08567984557402385,0.10581710657671574,0.9754441178270765
1600014C10Rik,17.66388055616753,0.07177983727027695,0.0905255002958556,0.7929239499995686,0.42782213255692214,0.4693791196189441,0.328476233944862
1600020E01Rik,127.29338067462862,0.1952819530969873,0.06897139125954536,2.831347164828447,0.004635237996011674,0.006685356668203325,2.1748754178858385
1700001L05Rik,26.433305002968158,-1.00038819641938,0.08466092477474538,-11.816409979941525,3.2111591679635925e-32,2.6790953845844224e-31,30.57201182380828
1700001P01Rik,8.21577184993805,-0.8554090134376507,0.13681890828694576,-6.252125705049697,4.049032740472573e-10,1.0312864264121673e-09,8.986620698310713
1700007L15Rik,4.7568171602733385,-0.8659086601846407,0.15730244481241046,-5.504737457941432,3.697188237004814e-08,8.208603226109609e-08,7.085730736035314
1700008J07Rik,9.745614794599394,0.23826800630065917,0.10079475194520719,2.3638929775846216,0.018084035864879444,0.02442943420912079,1.6120865912624287
