names,names,stat,log2FoldChange,pvals,padj,p_log10
Kif21b,Kif21b,32.014133,1.3557833,6.933694763291754e-225,3.091225080642653e-222,221.5098693716037
Dcx,Dcx,32.00048,5.3140345,1.073784666427704e-224,4.7388611980699813e-222,221.32432601166252
Sox2,Sox2,31.92919,1.2895185,1.050846328964635e-223,4.591252695879387e-221,220.33806880363872
Celsr3,Celsr3,31.752352,3.4703066,2.9465103332292116e-221,1.262117480089387e-218,217.8989002183249
Kdm7a,Kdm7a,31.716068,1.1251622,9.329756703705172e-221,3.9575378654522585e-218,217.40257492114577
Neurog1,Neurog1,31.465881,4.764496,2.545703612862908e-217,1.0694647745153202e-214,213.9708335154268
Gdf11,Gdf11,31.423403,1.651172,9.693687559965806e-217,4.033589554118724e-214,213.39430829636876
Gng2,Gng2,31.36912,1.4215409,5.338255572174859e-216,2.1797544318120728e-213,212.66159243066886
Elavl2,Elavl2,31.16612,2.053292,3.0677813095023654e-213,1.2296736990226409e-210,209.91021011580784
Ebf3,Ebf3,31.12916,3.6633747,9.71173097294812e-213,3.857411253991603e-210,209.4137040567995
Ptprs,Ptprs,31.115326,0.8030293,1.4944142943372082e-212,5.8296834762399075e-210,209.2343550247014
Zswim5,Zswim5,31.027744,1.7345357,2.278035659000376e-211,8.730671576963634e-209,208.0589523483962
Ddr1,Ddr1,31.013489,1.4503534,3.546521281221765e-211,1.3474005330248707e-208,207.8705032851786
Apc2,Apc2,30.998022,2.9726775,5.731602684457612e-211,2.158788386953772e-208,207.66578992685635
Gse1,Gse1,30.85772,1.4007581,4.413318129640491e-209,1.6068523533510226e-206,205.79402402682769
Fgd4,Fgd4,30.781616,2.1187878,4.618045335724027e-208,1.6674960228356897e-205,204.77793519325104
Zfp41,Zfp41,30.597784,1.0783569,1.3099223508377535e-205,4.6529932870286415e-203,202.33226757403207
Spock2,Spock2,30.581581,3.3138218,2.1514212435475357e-205,7.580463350954466e-203,202.1203042475853
Adgrg1,Adgrg1,30.525145,1.869342,1.2089446128847226e-204,4.192063419170351e-202,201.37757215579833
St8sia2,St8sia2,30.448385,2.5158458,1.2583675643934821e-203,4.2952607231184084e-201,200.36701046927743
Pcbp4,Pcbp4,30.436636,0.9053131,1.8000831235324154e-203,6.096700135678663e-201,200.21490516509334
Prr36,Prr36,30.357557,1.5551523,1.9969668464648228e-202,6.711498345299582e-200,199.17318051255037
Crmp1,Crmp1,30.25758,2.6872325,4.1471810258430776e-201,1.3623645578955631e-198,197.86570666313017
Meis1,Meis1,30.220425,1.0431082,1.2770890473628986e-200,4.1639774304725675e-198,197.3804916331115
Stxbp1,Stxbp1,30.132795,2.2853088,1.8026507415337589e-199,5.834045448026034e-197,196.23403019198665
Pax3,Pax3,29.953688,1.8639741,3.939279278503759e-197,1.2562850434825381e-194,193.90091181062542
Cyfip2,Cyfip2,29.869658,1.8793552,4.8779328666546615e-196,1.5443606150507885e-193,192.8112512824716
Ncan,Ncan,29.826054,2.8541405,1.7950855474909865e-195,5.602077332530621e-193,192.25165090035725
Myt1,Myt1,29.715097,6.702256,4.9008619294305366e-194,1.518606798289004e-191,190.81855466026425
Plxna2,Plxna2,29.491991,1.1359919,3.6471729977890146e-191,1.1221734890591537e-188,187.94993999556067
Ebf2,Ebf2,29.411316,2.4686053,3.935764657412473e-190,1.1859137492897126e-187,186.9259468957691
Heg1,Heg1,29.397457,1.8259932,5.918289897497121e-190,1.7710685199421006e-187,186.75176463629322
Dll1,Dll1,29.376225,2.5197208,1.1053513930705954e-189,3.2852998445338353e-187,186.48342498687018
Gdi1,Gdi1,29.373882,1.4510571,1.1841909652252633e-189,3.495843747409255e-187,186.456447987123
Tspan18,Tspan18,29.37242,2.2388148,1.2362445966115145e-189,3.6250176288962197e-187,186.4406898770616
Zic1,Zic1,29.234259,2.6893308,7.118895060360176e-188,2.04626081633024e-185,184.6890390119367
Insm1,Insm1,28.880259,5.4688916,2.1132817430939567e-183,5.956864041130197e-181,180.22498231208192
Sept3,Sept3,28.86148,1.6368359,3.6365513472424046e-183,1.0120035981679485e-180,179.9948179433641
Tfdp2,Tfdp2,28.7819,1.4343641,3.614163304528237e-182,9.994076515072354e-180,179.00025732990377
Soga3,Soga3,28.693121,2.2069986,4.648966672066261e-181,1.253814832526216e-178,177.90176659679872
Map4k4,Map4k4,28.649372,0.6293477,1.6322204400062203e-180,4.3750517327798633e-178,177.35901680729813
Zeb1,Zeb1,28.561811,1.5581632,2.0039268243470397e-179,5.338632126984544e-177,176.2725700043575
Tet3,Tet3,28.468195,0.7517554,2.90157309818085e-178,7.636905435699972e-176,175.11708258703365
Lrp12,Lrp12,28.415518,1.79117,1.3005001830457398e-177,3.402404401044995e-175,174.4682140685293
Eif4g2,Eif4g2,28.34714,0.35827243,9.077975679142122e-177,2.3468984343041326e-174,173.62950570476684
Fat4,Fat4,28.321678,1.0033722,1.8693417650373264e-176,4.804318297426225e-174,173.31836822728152
Olfm2,Olfm2,28.25458,2.781455,1.2504001022792161e-175,3.1948088227298966e-173,172.49555512489763
Dtx4,Dtx4,27.99204,1.2502393,2.0308897391300018e-172,5.099517447834995e-170,169.29247091795258
Nrep,Nrep,27.97933,0.87145483,2.8997858868321036e-172,7.198553703498946e-170,169.1427547510249
Hoxb8,Hoxb8,27.977161,1.3490458,3.081434215279385e-172,7.606267926540768e-170,169.11882838087436
Zfand5,Zfand5,27.94003,0.88148814,8.713538540969909e-172,2.1268335887905937e-169,168.67226648955062
Cpe,Cpe,27.81148,1.4545487,3.151096297906571e-170,7.606328638222984e-168,167.11882491443805
Jam2,Jam2,27.700375,2.4060404,6.909852442468479e-169,1.6407519731733168e-166,165.78495706478685
Lrrn1,Lrrn1,27.398855,2.742812,2.830030032444341e-165,6.576959688698175e-163,162.18197481999715
Ttc3,Ttc3,27.342943,0.541222,1.3100767239392258e-164,3.0284953516205665e-162,161.51877308859045
Slit1,Slit1,27.260818,1.8786554,1.2369601986036191e-163,2.8147931269370165e-161,160.55055351808835
Crybg3,Crybg3,27.252188,1.5642524,1.565507559691524e-163,3.543968434740019e-161,160.45051015492248
Auts2,Auts2,27.221264,1.2536567,3.638702558543253e-163,8.194770798212024e-161,160.08646318882487
Acvr2a,Acvr2a,27.147741,1.3396443,2.6924289495633106e-162,6.001781287518908e-160,159.22171983486157
Epb41,Epb41,27.078083,0.83989805,1.7842791917414103e-161,3.9572051861103527e-159,158.40261143043017
Dusp4,Dusp4,27.049034,1.159858,3.9207648412477646e-161,8.651623064593741e-159,158.06290241023768
Vezf1,Vezf1,26.986374,0.8621423,2.1360446818604297e-160,4.689745135435378e-158,157.32885075841105
Ptbp2,Ptbp2,26.856174,0.6863637,7.144095377615926e-159,1.5528988614100367e-156,155.80885682847097
Trp53inp2,Trp53inp2,26.65998,1.9718361,1.3711191761762057e-156,2.9510131983406208e-154,153.53002884812332
Zc3h12c,Zc3h12c,26.558733,1.891847,2.035997155375275e-155,4.3181918308495694e-153,152.3646980685259
Afap1,Afap1,26.556633,1.9161446,2.1529583786759015e-155,4.5441982861221644e-153,152.342542726441
Pcdh8,Pcdh8,26.410563,2.1527884,1.0362559267585537e-153,2.1457373315643587e-151,150.6684234428706
Ednrb,Ednrb,26.333633,1.8903369,7.903577933191925e-153,1.6211982322961895e-150,149.7901638784712
Hipk2,Hipk2,26.305883,0.7587188,1.642366318614395e-152,3.353113403111287e-150,149.47455175837774
Chd4,Chd4,26.244823,0.39411557,8.18964144270991e-152,1.6565445568214755e-149,148.78079687821156
Npr2,Npr2,26.147306,3.0930045,1.0575731504700341e-150,2.1293285030961413e-148,147.67175733241965
Slain1,Slain1,26.118135,1.8581415,2.2690739431677707e-150,4.526854321960871e-148,147.3442034812473
Scn8a,Scn8a,26.110958,1.7581804,2.7376603458528097e-150,5.4368690077570505e-148,147.26465113046962
Celf3,Celf3,26.081339,5.9583874,5.936660835307692e-150,1.1736590432372326e-147,146.93045805057315
Hes6,Hes6,25.99633,2.429931,5.448722857592958e-149,1.0723430196896123e-146,145.9696662708658
Gadd45g,Gadd45g,25.94023,3.861195,2.3438323586110625e-148,4.551305759114486e-146,145.34186398738183
Bsn,Bsn,25.93043,3.0992732,3.0231571941770228e-148,5.8187119370391325e-146,145.23517314259195
Chrna4,Chrna4,25.88434,4.436865,9.995328650325431e-148,1.9153767721989843e-145,144.71774578357937
Nhlh2,Nhlh2,25.861607,6.2951326,1.801529381253861e-147,3.437144986740718e-145,144.4638021479287
Ckb,Ckb,25.861063,1.9193746,1.8270352786194984e-147,3.4706521025288914e-145,144.45958891773864
Sptbn2,Sptbn2,25.851952,1.9612818,2.3132320240442024e-147,4.375213002706288e-145,144.35900079895066
Cotl1,Cotl1,25.830484,1.1801988,4.031702609760852e-147,7.592634427718163e-145,144.11960751015064
Meis2,Meis2,25.772358,0.776242,1.8105386771693723e-146,3.395031989021762e-144,143.4691561293098
Zfp618,Zfp618,25.731724,1.0292447,5.163404363153686e-146,9.599757448108413e-144,143.01773973990615
Ncam1,Ncam1,25.657606,0.8597045,3.477581738561216e-145,6.438094226249072e-143,142.1912426713844
Cblb,Cblb,25.65109,1.3651555,4.111240551847628e-145,7.579080630834376e-143,142.12038347262273
Kmt2c,Kmt2c,25.60548,0.74824995,1.325578224633674e-144,2.4334385803558763e-142,141.61377961081317
Notch1,Notch1,25.495844,1.1442031,2.1919473986238403e-143,4.007044928588879e-141,140.39717578805673
Igsf8,Igsf8,25.469624,1.8505491,4.2802463292842235e-143,7.792010098864876e-141,140.10835049326002
Hoxb3,Hoxb3,25.436363,1.280433,9.992699654416902e-143,1.8040952090955737e-140,139.74374054678646
Mex3a,Mex3a,25.409842,0.65611356,1.9632613727656678e-142,3.5299116311730367e-140,139.45223616672953
Cpeb4,Cpeb4,25.409338,2.1514153,1.9885338307454674e-142,3.560698016356566e-140,139.44846485738196
Myo16,Myo16,25.388128,4.0538526,3.410840244023079e-142,6.082572289861729e-140,139.21591272088438
Amer2,Amer2,25.287153,2.0938573,4.4228529280328464e-141,7.823435922213891e-139,138.10660247017103
Trim2,Trim2,25.262955,1.129872,8.160834617365631e-141,1.4377218760779105e-138,137.84232511907618
Clasp1,Clasp1,25.148998,0.58847576,1.4493156374965363e-139,2.522790817444668e-137,136.59811875843835
Zbtb16,Zbtb16,25.015028,1.3853021,4.19576601085885e-138,7.274492570652143e-136,135.13819729532509
Apba2,Apba2,24.774078,2.7930326,1.7062429112982123e-135,2.8782802717193123e-133,132.5408669190392
Pfn2,Pfn2,24.709194,1.283868,8.518719500579951e-135,1.4315052834609178e-132,131.84420704472677
Ccnd1,Ccnd1,24.662748,1.1203574,2.686183501359132e-134,4.4966300137119475e-132,131.34711284505684
Btg2,Btg2,24.622059,1.6199776,7.333241636915981e-134,1.2182382523136736e-131,130.91426776790476
Pou2f2,Pou2f2,24.478552,3.0229895,2.4998619415748176e-132,4.1060702289227575e-130,129.38657362686683
Bcl7a,Bcl7a,24.475733,1.3056895,2.6787714655022238e-132,4.3834533370508486e-130,129.35818361225762
Dst,Dst,24.452919,0.776739,4.6851520105114545e-132,7.63802151086776e-130,129.11701912286267
Map1a,Map1a,24.439825,2.4971316,6.456269459769516e-132,1.044743959136259e-129,128.98099013133185
Nckap5,Nckap5,24.406654,4.3831286,1.4534180253820088e-131,2.334606137756079e-129,128.6317863770367
Camsap2,Camsap2,24.252794,0.7096185,6.178109307501932e-130,9.815555409238797e-128,127.00808512099081
Mkrn1,Mkrn1,24.247929,1.0982572,6.953344105966854e-130,1.1007194106297022e-127,126.95832337489348
Megf9,Megf9,24.187164,1.371336,3.036518503625009e-129,4.789477615230335e-127,126.31971185217931
Maml3,Maml3,24.0827,0.9542303,3.7949183460750024e-128,5.879566576537692e-126,125.23065468758982
Igdcc3,Igdcc3,24.073439,0.75982744,4.744703395413831e-128,7.299325212993862e-126,125.13671728643004
Rtn3,Rtn3,24.053429,0.5308672,7.685838294120715e-128,1.1741327304490494e-125,124.93028280526619
Top2b,Top2b,24.003439,0.46925747,2.560121131060049e-127,3.883828206150854e-125,124.41073998854024
Camsap1,Camsap1,23.99821,0.7773983,2.9030240144964454e-127,4.388789696102567e-125,124.35765522936474
Nbea,Nbea,23.98241,0.89650774,4.2437198038242645e-127,6.393529722375377e-125,124.19425931152516
Rhbdl3,Rhbdl3,23.698915,3.8230677,3.6996848031357493e-124,5.424259353483357e-122,121.2656595534526
Zfhx4,Zfhx4,23.66099,0.8055662,9.09700819949445e-124,1.3292889138599065e-121,120.8763806172073
Fam110a,Fam110a,23.658688,2.6853821,9.60726101647388e-124,1.3991694702358676e-121,120.8541296796963
Phc2,Phc2,23.608774,0.91668797,3.1320176948311646e-123,4.546212129729848e-121,120.34235030362606
Dync1li2,Dync1li2,23.599714,0.70152485,3.880287323892969e-123,5.613696472457209e-121,120.25075107298063
Dvl3,Dvl3,23.550156,1.0587914,1.250769768797309e-122,1.8035439593572022e-120,119.74387326777668
Ccdc50,Ccdc50,23.54777,0.5736319,1.3232075133317816e-122,1.9017190613479893e-120,119.72085364045753
Pik3r3,Pik3r3,23.521715,1.1950418,2.4456839945954363e-122,3.503422275667843e-120,119.45550751299929
Greb1l,Greb1l,23.512987,0.98011476,3.0040747038599065e-122,4.289249277331476e-120,119.36761871323316
Slit2,Slit2,23.50786,1.2257798,3.3896042906037184e-122,4.823947917288829e-120,119.31659738978917
Clip3,Clip3,23.411474,1.0093989,3.2655198973543603e-121,4.6023816075906246e-119,118.3370173745418
Trim9,Trim9,23.261324,3.093686,1.0926461687997817e-119,1.5155175797152783e-117,116.81943902153387
Cers6,Cers6,23.259777,1.3190749,1.1327503316440947e-119,1.5661707196158905e-117,116.80516089965607
Marcksl1,Marcksl1,23.203808,0.42542133,4.1675065176342024e-119,5.743928304793563e-117,116.24079098955734
Rgs16,Rgs16,23.16768,3.9700196,9.645550581213191e-119,1.3169492201368298e-116,115.88043097055039
Dbn1,Dbn1,23.117414,0.7127266,3.093656217215436e-118,4.197668751129181e-116,115.37699183569949
Tshz3,Tshz3,23.083742,1.4706055,6.744112366234509e-118,9.122508154586747e-116,115.03988573974841
Wnk2,Wnk2,23.07674,1.4685203,7.9294363035281355e-118,1.0692746961032338e-115,114.97091071043519
Scg3,Scg3,23.020092,3.6407301,2.933206950947749e-117,3.931127143983377e-115,114.40548290961735
Zkscan1,Zkscan1,23.018665,0.7767274,3.0313726067957995e-117,4.0502660722787546e-115,114.3925164459392
Rgs8,Rgs8,23.009478,4.604298,3.7465214782383565e-117,4.990526521515611e-115,114.30185363206682
Idh1,Idh1,22.98535,0.60743505,6.532490875718835e-117,8.648819965182776e-115,114.06304314312122
Tgfbr1,Tgfbr1,22.90299,0.5614258,4.338083243999235e-116,5.708891416071403e-114,113.24344821725772
Jund,Jund,22.83745,1.4115742,1.9476382384282519e-115,2.547732403448166e-113,112.59384618929151
Hspa4l,Hspa4l,22.823101,1.6613473,2.7043086990817105e-115,3.5269836230322096e-113,112.45259655690276
Kcnq1ot1,Kcnq1ot1,22.729506,0.48445478,2.2890078360889488e-114,2.9588473777089427e-112,111.52887743589658
Rnf38,Rnf38,22.70339,0.7222522,4.1474935607256286e-114,5.34537289562429e-112,111.27202199281945
Fignl2,Fignl2,22.646444,0.8683544,1.512318947829183e-113,1.943374327929554e-111,110.71144353861975
Csnk1e,Csnk1e,22.60839,0.8354465,3.583687388785259e-113,4.591638876933043e-111,110.33803227564546
Iqsec1,Iqsec1,22.600658,1.8927355,4.2696509239360575e-113,5.454541477125447e-111,110.26324175145949
Psd3,Psd3,22.505054,1.0863652,3.7036035253992847e-112,4.703899465936632e-110,109.32754196878896
Pafah1b2,Pafah1b2,22.49095,0.53530633,5.089763867129108e-112,6.42707725776699e-110,109.1919864795481
Arhgef7,Arhgef7,22.392748,0.7789322,4.6312930670646506e-111,5.781309296946332e-109,108.23797379548152
Mycl,Mycl,22.342024,1.090977,1.4435233059115223e-110,1.796836944688898e-108,107.74549133148022
Med13,Med13,22.32542,0.5689519,2.0930976900721133e-110,2.5979980447994517e-108,107.58536118010407
Ppm1l,Ppm1l,22.26818,1.0878497,7.51919587230379e-110,9.257537195825442e-108,107.03350453432478
Asic1,Asic1,22.268164,3.7709394,7.521974101114719e-110,9.257537195825442e-108,107.03350453432478
Rfx3,Rfx3,22.15994,0.78847957,8.36594170236093e-109,1.0238553471088274e-106,105.98976139725671
Frrs1l,Frrs1l,22.100775,4.4074874,3.1069309048126156e-108,3.7917574905633517e-106,105.42115944661828
Cecr2,Cecr2,22.066504,0.5419425,6.632554738086345e-108,8.027228505865111e-106,105.09543437407022
Nrcam,Nrcam,22.006899,1.3042262,2.4733870707944927e-107,2.952588921040497e-105,104.52979701417654
Tfap2a,Tfap2a,21.983845,4.4270663,4.1112392471284176e-107,4.894391115702662e-105,104.3103013286899
Rbfox2,Rbfox2,21.97442,0.76601917,5.059579032265077e-107,5.990733536549958e-105,104.22251999708124
Brsk2,Brsk2,21.957321,3.0019073,7.371925043612648e-107,8.705048029202167e-105,104.06022882836515
Cd24a,Cd24a,21.94478,0.43127745,9.713501615935582e-107,1.1439153614604893e-104,103.94160610789483
Robo3,Robo3,21.938532,5.6161313,1.1144086610435032e-106,1.308860989506766e-104,103.88310647621164
Scrt1,Scrt1,21.78997,5.9316034,2.8883385540066783e-105,3.320905256923836e-103,102.47874351433902
Xpr1,Xpr1,21.770134,0.93451345,4.453356692037877e-105,5.093497571513792e-103,102.29298389656923
Chrna3,Chrna3,21.754433,4.7751274,6.271842059229139e-105,7.136016963796362e-103,102.14654412622241
Hoxb6,Hoxb6,21.715403,1.7510178,1.4675402641191754e-104,1.6604745013155689e-102,101.779767789155
Ngfr,Ngfr,21.601236,2.4482527,1.7487229617673312e-103,1.95906294673273e-101,100.70795160944708
Rn7sk,Rn7sk,21.436626,0.5276966,6.086947949979946e-102,6.749869108694767e-100,99.17070464878717
Mib1,Mib1,21.375782,0.63051736,2.2453379928742848e-101,2.4835711961182372e-99,98.60492338564336
Scarna2,Scarna2,21.346132,0.56957626,4.2358562350708456e-101,4.6734544132949575e-99,98.3303619892321
Numbl,Numbl,21.320753,1.9447968,7.28761122479718e-101,8.000075930216421e-99,98.09690589101837
Zswim6,Zswim6,21.303564,1.0862848,1.0520608353956802e-100,1.1520197984780116e-98,97.93854005711431
Unc13a,Unc13a,21.296364,2.7867343,1.2268356327043094e-100,1.3400418907120995e-98,97.87288162505254
Tcaf1,Tcaf1,21.233526,1.0519366,4.681521950916391e-100,5.088069043718607e-98,97.29344700406118
Zfhx2,Zfhx2,21.222244,1.0080096,5.951494785727541e-100,6.436305908000544e-98,97.1913633227148
Tppp3,Tppp3,21.114492,2.1351757,5.853516619781946e-99,6.237707186216902e-97,96.20497501598396
Hectd4,Hectd4,20.974287,0.90783024,1.1264055649274673e-97,1.1858743502950836e-95,94.9259613243481
Fam168b,Fam168b,20.928398,0.38087928,2.952562821077011e-97,3.0714386241827544e-95,94.51265815865959
Elavl1,Elavl1,20.870644,0.39366892,9.899192919397034e-97,1.0128937654364774e-94,93.99443610202779
Slc4a7,Slc4a7,20.831902,0.60324883,2.224488210789216e-96,2.2707970658315806e-94,93.64382167561185
Prdm8,Prdm8,20.811632,2.9478278,3.3958954959201577e-96,3.4504667467964566e-94,93.46212215366658
Mapk8ip2,Mapk8ip2,20.795866,1.8512512,4.71756958334987e-96,4.7822582985183105e-94,93.32036697054737
Mn1,Mn1,20.747063,1.1222417,1.3031122074609552e-95,1.314879340789298e-93,92.88111409815036
Rgmb,Rgmb,20.74438,2.4446497,1.3778865548666861e-95,1.3871253794626817e-93,92.85788428215106
Boc,Boc,20.738539,0.845236,1.555819123982035e-95,1.5626504217448069e-93,92.80613816650268
Kdm5b,Kdm5b,20.705084,0.45355678,3.11697873800935e-95,3.1092218731133906e-93,92.50734828573079
Fsd1l,Fsd1l,20.69996,1.1866088,3.46658041299794e-95,3.450076647478201e-93,92.4621712564609
Rims2,Rims2,20.679218,1.3338177,5.329709070980463e-95,5.292279977731987e-93,92.27635718837575
Rasal2,Rasal2,20.575888,0.7842641,4.5139922854004815e-94,4.421991859673373e-92,91.35438206123767
Phyhipl,Phyhipl,20.557375,2.0343597,6.611342603217118e-94,6.433322264524702e-92,91.19156469293365
Rfx4,Rfx4,20.545559,1.4561499,8.433426409384511e-94,8.188107405609305e-92,91.08681646921453
Frmd4b,Frmd4b,20.498148,1.4693638,2.23648091324658e-93,2.1570438759526784e-91,90.66614102091955
Dll3,Dll3,20.455784,2.1363802,5.335824981609321e-93,5.101258846203345e-91,90.29232263909856
Nuak1,Nuak1,20.43414,1.2273232,8.314501072520503e-93,7.93163463667016e-91,90.10063729937502
2510009E07Rik,2510009E07Rik,20.391275,1.8568591,1.9986573967918228e-92,1.902469288087833e-90,89.72068234539663
Sort1,Sort1,20.344902,0.7256426,5.151505410805039e-92,4.892922237032239e-90,89.31043168640564
Ncstn,Ncstn,20.321692,0.7559405,8.267836935236844e-92,7.818832544100281e-90,89.1068580880534
Prdm13,Prdm13,20.30135,3.2180367,1.251013726434053e-91,1.1779750155523752e-89,88.92886392068883
Cadps,Cadps,20.297981,3.8301377,1.3397575061142616e-91,1.2588246279492087e-89,88.90003476903351
Mfng,Mfng,20.293318,2.843932,1.4731140739766936e-91,1.3811550859681485e-89,88.8597575529937
