names,names,stat,log2FoldChange,pvals,padj,p_log10
Chd7,Chd7,24.786398,0.57367647,1.2567380556513011e-135,3.2110024789158478e-133,132.49335935915505
Pik3c2b,Pik3c2b,24.783426,0.98931295,1.3529258066515752e-135,3.4366675243263938e-133,132.46386248105298
Erbin,Erbin,24.778267,0.6364815,1.5377691180538124e-135,3.883622574386654e-133,132.4107629831476
Nedd4,Nedd4,24.747068,0.28283513,3.3339749745133027e-135,8.37153451790004e-133,132.0771949277208
Col2a1,Col2a1,24.723402,0.7123582,5.992406065729512e-135,1.496081219530218e-132,131.82504482877349
Jam2,Jam2,24.696524,2.0307508,1.1655563069093759e-134,2.8934273071123606e-132,131.5385874241408
Nova1,Nova1,24.677462,1.2486266,1.8673289824765012e-134,4.609348619965018e-132,131.33636044353497
D630045J12Rik,D630045J12Rik,24.650276,0.825469,3.655056093560954e-134,8.971519987852339e-132,131.04713397095662
Hoxc4,Hoxc4,24.61412,1.5758494,8.918978307106967e-134,2.1769781073508964e-131,130.66214593839322
Zmiz1,Zmiz1,24.525787,0.5334867,7.842379836536723e-133,1.893046505183016e-130,129.72283871688867
Pafah1b2,Pafah1b2,24.34087,0.5739965,7.242929720337417e-131,1.7387408923695718e-128,127.75976513185482
Hnrnpa0,Hnrnpa0,24.296335,0.46239594,2.1432531898526412e-130,5.089177995535421e-128,127.29335235928058
Cbx5,Cbx5,24.163258,0.35802722,5.417619343605446e-129,1.2794659823863e-126,125.89297125636399
Nup210,Nup210,24.018436,0.9358559,1.7848154291650315e-127,4.1700733109972934e-125,124.37985630994669
Fez1,Fez1,23.74042,2.9284127,1.379975154910668e-124,3.207047579425638e-122,121.49389459687582
Igf1r,Igf1r,23.498354,0.5520942,4.2398972991015747e-122,9.648195463283693e-120,119.01555390672075
Prr36,Prr36,23.446217,1.1334695,1.4447846934506826e-121,3.270678136868071e-119,118.48536219212077
Ccnd1,Ccnd1,23.377966,0.59597385,7.1617036634297696e-121,1.6128968802005673e-118,117.79239339813581
Atp11a,Atp11a,23.3507,0.77981603,1.3557325903613057e-120,3.0221077859936635e-118,117.519690050246
Sox9,Sox9,23.336422,1.8348215,1.8932170277105833e-120,4.198809398868177e-118,117.37687383931743
Neo1,Neo1,23.294561,0.62867826,5.0331967165223394e-120,1.1106333219271592e-117,116.95442930068877
Igf2bp2,Igf2bp2,23.211714,0.6109397,3.467746041638093e-119,7.575464615260496e-117,116.1205907260394
Sp8,Sp8,23.059818,1.23686,1.1724450257962923e-117,2.5359057238646436e-115,114.59586689604521
Gsk3b,Gsk3b,23.026669,0.512064,2.520391343709897e-117,5.424552620592567e-115,114.26563607359368
Ptpn4,Ptpn4,22.844479,0.7134557,1.658296191666696e-115,3.517117422820855e-113,112.45381313204363
Slc2a1,Slc2a1,22.8268,0.50600886,2.485011017646263e-115,5.245053931013665e-113,112.28025004191824
Tcf4,Tcf4,22.668186,0.6155625,9.232088284091475e-114,1.9207579486678125e-111,110.71652736089638
Sept3,Sept3,22.605396,1.2179196,3.835235941682872e-113,7.941483105595562e-111,110.10009838366511
Palld,Palld,22.510006,0.91706604,3.312275377332317e-112,6.826255825991804e-110,109.16581743979974
Myo5a,Myo5a,22.486206,0.697698,5.663946913130739e-112,1.156371516736426e-109,108.93690261423119
Psat1,Psat1,22.419258,0.598703,2.5540990903222296e-111,5.166256636817988e-109,108.28682402379461
Ephb2,Ephb2,22.418959,0.81873673,2.5713407460788874e-111,5.177163527047589e-109,108.28590811707865
Lrrn3,Lrrn3,22.40923,3.6404436,3.1993259384822463e-111,6.412006861386598e-109,108.19300602158603
Tbc1d16,Tbc1d16,22.216259,0.67148983,2.391852303780453e-109,4.665286562699633e-107,106.33112167479489
Fgfr3,Fgfr3,22.214758,2.3426476,2.473062545623588e-109,4.802247808037342e-107,106.31855543301569
Sema5b,Sema5b,22.158285,2.3451722,8.679165042918988e-109,1.677882300398998e-106,105.77523850720222
Mylk,Mylk,22.157784,2.1665606,8.776679757070059e-109,1.6892595386173918e-106,105.7723036200974
Tmem245,Tmem245,22.127672,0.5700024,1.7118816019021493e-108,3.2804306609081936e-106,105.48406913757539
Tmpo,Tmpo,22.123398,0.50722194,1.882040136590153e-108,3.590751773264646e-106,105.44481461637979
Zfp36l1,Zfp36l1,22.111647,0.8405419,2.441992432197903e-108,4.638830058919938e-106,105.33359153733794
Hs2st1,Hs2st1,22.07271,0.8924322,5.781929275767285e-108,1.0935855930196903e-105,104.96114721983129
CT010467.1,CT010467.1,22.065514,0.71111876,6.7793682766364636e-108,1.2767128421315678e-105,104.89390677313723
Ddx17,Ddx17,21.913256,0.332043,1.9419014229832027e-106,3.641356870023996e-104,103.43873675608742
Megf9,Megf9,21.88751,1.218299,3.4166713324551663e-106,6.352246263246752e-104,103.19707267356962
Sh3pxd2b,Sh3pxd2b,21.833006,0.70937055,1.1275553099406245e-105,2.0874584341786367e-103,102.6803821635026
Msmo1,Msmo1,21.803095,0.6676032,2.1684831187466933e-105,3.9808065521496547e-103,102.40002892650413
Prdm8,Prdm8,21.709488,2.258804,1.6690896124525108e-104,3.0512215170570147e-102,101.51552626166495
Zfand5,Zfand5,21.528723,0.6681585,8.381078531215788e-103,1.5194095523126513e-100,99.81832514757525
Celf2,Celf2,21.521427,1.7593752,9.809594181789596e-103,1.763748886405635e-100,99.75356324744202
Spata13,Spata13,21.358068,0.6021896,3.2810115837902336e-101,5.8750277503024225e-99,98.23099007769031
Gpt2,Gpt2,21.324808,1.1189144,6.682770953124793e-101,1.1917426355631647e-98,97.92381752313841
Notch3,Notch3,21.285099,0.50229114,1.5601814461360121e-100,2.7709710391515654e-98,97.55736801322982
Spsb4,Spsb4,21.259222,0.9388142,2.7086592063074805e-100,4.7719366686604895e-98,97.32130532875563
Dek,Dek,21.237467,0.595431,4.3048748573733237e-100,7.5535858390963e-98,97.12184683109521
Lfng,Lfng,21.119234,2.084738,5.294580408068069e-99,9.107303646019765e-97,96.04061018339863
Pantr1,Pantr1,21.10763,3.3015394,6.768205771589719e-99,1.1596457975157898e-96,95.93567464152707
Hspa4l,Hspa4l,21.039545,1.4867721,2.851004820824916e-98,4.846819129442078e-96,95.31454318670409
Wscd1,Wscd1,20.932259,1.8573552,2.7228445869677156e-97,4.5931970212048826e-95,94.33788492549718
H2afv,H2afv,20.864895,0.5970689,1.116402471755143e-96,1.876028476671306e-94,93.72676057365027
Cpe,Cpe,20.822407,0.9833959,2.7121727330310893e-96,4.522806827437455e-94,93.34459196090974
Tead1,Tead1,20.781534,0.45154923,6.359479382034138e-96,1.0564715349066674e-93,92.976142199889
Olfm2,Olfm2,20.756254,1.86219,1.076376841073599e-95,1.7813629001267656e-93,92.74924759683788
C530008M17Rik,C530008M17Rik,20.73554,0.70578533,1.655833171852481e-95,2.7300002683549717e-93,92.56383731026874
Cpsf6,Cpsf6,20.667532,0.38107392,6.79010082762397e-95,1.1152868242846574e-92,91.95261342841398
Epha3,Epha3,20.649492,2.710737,9.865068725225789e-95,1.61428733211176e-92,91.79201916128412
Zkscan1,Zkscan1,20.6205,0.6857337,1.796869897046278e-94,2.92936726387496e-92,91.53322617605643
Tenm4,Tenm4,20.56181,0.52908367,6.034017704322515e-94,9.747109567624053e-92,91.01112415198736
Hoxb5os,Hoxb5os,20.534828,1.3160566,1.0518691837143433e-93,1.68960354800233e-91,90.77221518716935
D10Wsu102e,D10Wsu102e,20.462029,0.5314011,4.694358633446521e-93,7.4854460968581e-91,90.12578231267152
Marcksl1,Marcksl1,20.374216,0.37879345,2.8321898207973778e-92,4.499680198562117e-90,89.34681835132136
Maml3,Maml3,20.36097,0.73334724,3.711598497375832e-92,5.854276171438537e-90,89.23252679387647
Sox4,Sox4,20.29418,0.46729967,1.447495058890096e-91,2.2667565096045588e-89,88.64459512840214
Zfp536,Zfp536,20.222422,2.8689096,6.21558826624313e-91,9.66424437510422e-89,88.0148320967882
Fhod3,Fhod3,20.141537,1.4108541,3.192766679622544e-90,4.946637198559878e-88,87.305689940948
Ro60,Ro60,20.13752,0.6342568,3.462416683100949e-90,5.345457501814967e-88,87.27201511889098
Bcl2,Bcl2,20.112318,1.1794169,5.756901772390344e-90,8.856506878081216e-88,87.05273753575466
Dennd5b,Dennd5b,20.090206,0.73576576,8.988799429772678e-90,1.3779987224077124e-87,86.86075118507827
Fads1,Fads1,20.088287,0.5447193,9.343075047829072e-90,1.4273017199814684e-87,86.84548421085721
Tmem47,Tmem47,20.052107,0.80724984,1.934731892897584e-89,2.9453090986964575e-87,86.53086912097399
Cdc42se2,Cdc42se2,19.98196,0.7580974,7.905718181591823e-89,1.1951859275845271e-86,85.9225645289895
Hdgfl3,Hdgfl3,19.955137,0.7264194,1.3525351024630374e-88,2.0377107297142264e-86,85.69085746773169
Lmnb1,Lmnb1,19.850945,0.47377747,1.081490720856159e-87,1.6181990097577547e-85,84.79096806892596
Prss23,Prss23,19.823103,2.4891956,1.8814308722671486e-87,2.795972661232108e-85,84.55346707939778
Lsm14b,Lsm14b,19.814943,0.7467306,2.2125646376984966e-87,3.2769207317181357e-85,84.48453406401701
Ski,Ski,19.782558,0.52693385,4.207905643701353e-87,6.211067752667426e-85,84.20683373328076
Egln1,Egln1,19.771738,0.71679026,5.214880863353486e-87,7.671493595985762e-85,84.11512007316374
Agap1,Agap1,19.770739,0.55977845,5.319061947405046e-87,7.79849448134476e-85,84.10798923084194
Idh1,Idh1,19.762417,0.51049674,6.272868792686358e-87,9.166150850209354e-85,84.0378129997124
1700020I14Rik,1700020I14Rik,19.709087,0.4755786,1.801896476266579e-86,2.6242219648187703e-84,83.58099943377083
Phf6,Phf6,19.70245,0.6673496,2.0543782738412674e-86,2.981988078485011e-84,83.52549409711996
Scd1,Scd1,19.695269,0.51970065,2.367336626377528e-86,3.4248776338761783e-84,83.46535494063336
Skida1,Skida1,19.674501,1.1811754,3.566634356168448e-86,5.142898404467184e-84,83.28879205487686
Lonrf2,Lonrf2,19.66561,1.92871,4.250229046501675e-86,6.108445962852128e-84,83.21406926366937
Pik3r1,Pik3r1,19.663809,0.87761873,4.403824461286543e-86,6.308442443871159e-84,83.2000778549447
Arnt2,Arnt2,19.654886,0.80964905,5.250641488657058e-86,7.49692082617371e-84,83.12511707564681
Atp2b1,Atp2b1,19.632917,0.5832188,8.093005992166432e-86,1.1514271237813082e-83,82.9387635442314
Zfp516,Zfp516,19.632769,0.5732626,8.1169932966662e-86,1.1514271237813082e-83,82.9387635442314
Nuak2,Nuak2,19.576656,1.5622512,2.4455480008097227e-85,3.4356410837098904e-83,82.46399221256664
Pfn2,Pfn2,19.5669,0.9503516,2.96155053980673e-85,4.147214892137687e-83,82.38224346064474
Kat6a,Kat6a,19.536097,0.45894504,5.417009045521764e-85,7.561486971498128e-83,82.12139279179836
Dync2h1,Dync2h1,19.475182,0.6007458,1.7828946617523356e-84,2.4729031957657554e-82,81.60679288419172
Sbk1,Sbk1,19.450308,0.6549499,2.8968167495713235e-84,4.0052158419468573e-82,81.39737407472565
Hp1bp3,Hp1bp3,19.300014,0.6364138,5.369344611065152e-83,7.331001106313986e-81,80.13483671495497
Rnf165,Rnf165,19.280535,0.75572866,7.826418504753707e-83,1.065246264458549e-80,79.97254998008258
Nucks1,Nucks1,19.219795,0.3454894,2.5276360549159613e-82,3.429656735258797e-80,79.46474934510098
Pcm1,Pcm1,19.119608,0.38774216,1.7340720168055613e-81,2.3311797072692857e-79,78.63242424605595
Npas3,Npas3,18.950237,2.289885,4.395908559662805e-80,5.873444675236319e-78,77.23110711771814
Hnrnpr,Hnrnpr,18.94808,0.4203601,4.57983799831763e-80,6.100539694649256e-78,77.21463174268759
Dpysl4,Dpysl4,18.7925,1.1046854,8.698268014093743e-79,1.1446868307342462e-76,75.9413133135749
Vash1,Vash1,18.770746,1.457653,1.3102978102182692e-78,1.719165814601994e-76,75.7646822333224
Slc38a1,Slc38a1,18.73956,0.4719479,2.35567496465074e-78,3.072292384494194e-76,75.51253745565552
Hnrnpd,Hnrnpd,18.669104,0.370321,8.83240811045384e-78,1.1450941921478894e-75,74.94115878804237
Llgl1,Llgl1,18.667734,0.57355195,9.061500056402237e-78,1.1713195235629294e-75,74.93132461782997
Zswim6,Zswim6,18.600676,0.919872,3.1728496215947474e-77,4.053361778277664e-75,74.39218463205951
Acat2,Acat2,18.543375,0.5615802,9.224761085585456e-77,1.1716251063671923e-74,73.9312113305378
Wasf3,Wasf3,18.542702,0.885119,9.340934784152456e-77,1.1829413960997245e-74,73.92703677014886
Plxnc1,Plxnc1,18.483038,2.1148543,2.8280305757880835e-76,3.571083349328242e-74,73.44720001322618
Fam181a,Fam181a,18.43803,3.70755,6.50697533037057e-76,8.169432734460362e-74,73.08780809877318
Alg10b,Alg10b,18.433868,0.48060113,7.027427161677981e-76,8.797573642431882e-74,73.05563708909999
Acly,Acly,18.391907,0.33814168,1.5252252602721688e-75,1.89853609249434e-73,72.72158114220491
Hs3st3b1,Hs3st3b1,18.390242,1.0129641,1.5727538195339615e-75,1.952135997990293e-73,72.70948992994836
Cdca8,Cdca8,18.308495,0.90265113,7.080128167147479e-75,8.64072289806817e-73,72.0634499221613
Epb41l4a,Epb41l4a,18.263441,1.0489675,1.6176750093611826e-74,1.9687420288022126e-72,71.70581118726847
H2afy,H2afy,18.20109,0.48810047,5.059123879500888e-74,6.10602711102965e-72,71.21424127174643
Stk39,Stk39,18.072172,1.1408321,5.2793298118207124e-73,6.284991793140565e-71,70.20169528507367
Lsamp,Lsamp,18.060673,2.512277,6.502552520114197e-73,7.699268893124915e-71,70.11355051258809
Dync1li2,Dync1li2,17.95619,0.5419512,4.292846473603168e-72,5.028384860005255e-70,69.29857148990014
Cxcr4,Cxcr4,17.941479,0.86460674,5.59462669194131e-72,6.535690769989512e-70,69.18470850422108
Rassf2,Rassf2,17.914091,1.1331131,9.155110753265828e-72,1.0666558504558327e-69,68.97197568025398
Rgs12,Rgs12,17.912773,0.95897293,9.37473309419044e-72,1.0893389989847726e-69,68.96283694808808
Kdm7a,Kdm7a,17.903412,0.6075619,1.1091214056637683e-71,1.2853746242667294e-69,68.89097027813786
Lrrc4,Lrrc4,17.84067,2.2945538,3.41576114674731e-71,3.948095774141183e-69,68.40361232062334
Plce1,Plce1,17.817415,1.3627144,5.177398457767801e-71,5.968488549296384e-69,68.22413563500261
Lrrn1,Lrrn1,17.7966,1.4318337,7.509093286595211e-71,8.633678810121878e-69,68.06380411199042
Tmem170b,Tmem170b,17.773567,1.1070788,1.1325544306058951e-70,1.2987515912756472e-68,67.88647390732173
Fat1,Fat1,17.731842,0.27180868,2.3810747954101207e-70,2.7233387143000935e-68,67.56489834007641
Hap1,Hap1,17.687271,1.5553422,5.256004283250917e-70,5.995824625052632e-68,67.22215107853987
Tet3,Tet3,17.684635,0.441428,5.507549877873324e-70,6.266415669639672e-68,67.20298080047836
