,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_log10
5344,Gm12596,24.6126935862856,2.543723378602493,0.357811164683189,7.109122435725953,1.1678311444430739e-12,2.7281027622558077e-12,11.564139274690012
10396,Plch1,14579.06562709322,2.544676609824605,0.0425394948225549,59.819154422007585,0.0,0.0,inf
6676,Grik2-1,1446.2223886671854,2.5674516751819234,0.0677034893185742,37.921999309384944,0.0,0.0,inf
5764,Gm26862,144.77332645718454,2.567931224099243,0.1508307704703335,17.025247673877807,5.3366196196706305e-65,3.907563507365433e-64,63.408093954914854
3887,Drd2,577.3686293256933,2.572454799838626,0.09260719158236,27.77813208546355,7.971099892667395e-170,1.7043441271883742e-168,167.76844271153536
3878,Dpysl4,1223.4191226278506,2.573781457539806,0.0786868164054136,32.7091827464344,1.1562870826292229e-234,3.83526589394304e-233,232.4162045216057
8155,Lrrn1,1320.5847823200006,2.576649458182909,0.0690044356187455,37.34034537169586,3.637059264321905e-305,1.8037722351459724e-303,302.7438183023064
5855,Gm29478,216.48046259025156,2.582709040522306,0.1315772838169785,19.628836875176752,8.769936312294341e-86,8.424240184142641e-85,84.07446925944356
2110,Cacng2,95.64149302901995,2.5917233683610506,0.1700555832284878,15.24044855897965,1.905576207996914e-52,1.1469662457051608e-51,50.94044936284825
5565,Gm16701,46.45866932188985,2.594673853748174,0.2227860396846601,11.646483134314764,2.3912502156312448e-31,9.457166139425174e-31,30.02423898139812
7966,Lhx4,181.79944690510104,2.599155420690624,0.2832713249450052,9.175497806547233,4.494927598498618e-20,1.3217420176452748e-19,18.87885330373585
3475,Dbx2,120.75602754911722,2.6108642886493647,0.1785827253601459,14.619915131119548,2.0966151291862147e-48,1.178766992044825e-47,46.92857203381083
4241,En1,88.64040073883059,2.612009086189992,0.1690152199134174,15.45428327418125,7.05924189239265e-54,4.331249482039965e-53,52.36338679997998
6315,Gm48742,141.86418221801344,2.618609458909237,0.1565903681429124,16.722672600905813,8.960894900635607e-63,6.3400169344834335e-62,61.19790958209573
4094,Egfem1,1475.463280593489,2.6278870820770384,0.0753612215453314,34.870547851938746,2.078873894043459e-266,8.628438357549897e-265,264.06406779919433
12975,St6galnac5,489.4881213698747,2.6429940291455596,0.1146194770658614,23.05885611070159,1.1987988441633318e-117,1.6266568582121853e-116,115.78870405142833
5453,Gm14664,49.43388553505928,2.6457484007306133,0.216148565729313,12.240416177657798,1.8906070454187662e-34,8.055968478187072e-34,33.09388224178117
2125,Cadps,6392.181001289817,2.6460686060279923,0.042707474035652,61.957974939446466,0.0,0.0,inf
12290,Slc22a15,610.4523045393374,2.64936473990542,0.0922980383651753,28.704453386357596,3.3569273682472113e-181,7.895391445045675e-180,179.10262633326695
8166,Lsamp,11405.159111762749,2.652864526076905,0.0449490934857736,59.019310966004994,0.0,0.0,inf
14042,Trim2,4847.47975882741,2.6618036459171175,0.0544864973606629,48.85253732310627,0.0,0.0,inf
1104,Amer2,508.646252042996,2.667709811091768,0.0748682892912753,35.63203909619244,4.4715188442084855e-278,1.9831824862470947e-276,275.70263732153666
1493,Asic1,558.0347276839353,2.680407532317015,0.0941623526626756,28.46580885589408,3.105840246466691e-178,7.100435662135852e-177,176.14871500341374
350,4930578G10Rik,32.30416134203475,2.6857870828383135,0.25488705021102,10.537165699923792,5.822733733413666e-26,2.0171009985222123e-25,24.695272355628227
857,Adarb2,3047.3242805298437,2.6868386378202267,0.0549915606689418,48.85910865478853,0.0,0.0,inf
2783,Chrna5,210.91650964649912,2.7115476098012237,0.1224705956760951,22.1403970057646,1.2909460876971673e-108,1.58664735703271e-107,106.79951958736795
12535,Slitrk2,165.81435101824357,2.711765573718863,0.1401593660833286,19.347730012610377,2.1301963290339412e-83,1.9943931010611495e-82,81.70018923679883
4072,Efcc1,58.34847149412973,2.713549032942124,0.1889379622453818,14.362116541819804,8.945294923206331e-47,4.892805253450734e-46,45.31044206996148
7047,Hoxa9,532.3837731380835,2.7142154742006968,0.0949275988042915,28.592480041515504,8.332843027185206e-180,1.9363880585478434e-178,177.7130076042602
12385,Slc32a1,49.10682055184552,2.7156854854078465,0.2199798302223892,12.34515674760916,5.173338737367485e-35,2.2325754022840003e-34,33.651193864469484
2606,Celsr2,3111.8269543266324,2.723863699934883,0.0614070408911033,44.357514389355934,0.0,0.0,inf
3173,Crb1,1075.3060183966224,2.725327647273311,0.07670403492056,35.53043396081896,1.6663663137544324e-276,7.286480081242269e-275,274.1374822179739
7069,Hoxd3,119.52168502700334,2.732715483105968,0.1436422626337412,19.02445306137958,1.0699796748735759e-80,9.781681091320679e-80,79.00958650043289
5816,Gm28230,27.287569432008222,2.7363491781928966,0.2762144865152823,9.90660994184134,3.896432012620062e-23,1.2478711395069367e-22,21.903830259437637
11137,Rab3c,650.4599722491383,2.7491714379414325,0.0965100410852809,28.485859160624873,1.753533245218295e-178,4.0206937319828055e-177,176.39569900711982
874,Add2,781.0667023308406,2.7669062736215255,0.0826966970996532,33.4584858968101,1.937155074796156e-245,6.912749017485225e-244,243.16034921084503
11455,Rgs4,63.78709588482965,2.7724430137580893,0.2184123750858969,12.693616891752342,6.415328152468954e-37,2.877351601004784e-36,35.541007065796066
4483,Fabp7,584.7935307333847,2.773947813275361,0.0962131348186824,28.83127982996268,8.699556299026647e-183,2.0712149145673412e-181,180.68377483526004
5515,Gm15893,26.75178324939172,2.774847283583049,0.2896214095940789,9.580946683023736,9.615944441480013e-22,2.964613814599687e-21,20.528031871983288
13953,Tox2,1017.6451823495646,2.7761908875992196,0.0798203088293028,34.78050797242783,4.7946888021861956e-265,1.9689934993739766e-263,262.7057557176814
7300,Ildr2,3153.2900126735676,2.776346217089907,0.0490117628026198,56.64652847257928,0.0,0.0,inf
12868,Spsb4,6812.8186191595805,2.7775374865740674,0.0474979776894317,58.47696305588324,0.0,0.0,inf
12534,Slitrk1,21.23495499959527,2.780803526274505,0.3290197961949516,8.451781802900443,2.8689038768535857e-17,7.806134071936582e-17,16.107563993894868
7043,Hoxa10,134.01108494169853,2.7868664238504466,0.1674157349531573,16.64638287811004,3.214536620544442e-62,2.2558432170303513e-61,60.64669108746559
4735,Fez1,609.4926035383661,2.7895934365528534,0.0898173828563147,31.05850279578401,8.75866764508257e-212,2.494693538616821e-210,209.60298279780105
915,Adra1a,521.2043001988328,2.798584961134868,0.1574914005461696,17.769763627915957,1.2120036434465552e-70,9.65312086055458e-70,69.01533225625231
7248,Igfbpl1,1161.4139520370925,2.8028557989600227,0.0723089230985521,38.76223955292377,0.0,0.0,inf
7046,Hoxa7,442.94232500654545,2.8083591397893306,0.0807764194405079,34.767066419150886,7.654612635154522e-265,3.1351596816755575e-263,262.5037403345448
4981,G630064G18Rik,38.53276119608505,2.8104191919689976,0.5441206903700696,5.165065842391628,2.403543002970603e-07,4.4613413888691466e-07,6.350534542589085
2022,C130021I20Rik,35.179632157912714,2.8136401854081385,0.3578785427685187,7.861997435336724,3.78055776328855e-15,9.661771182009904e-15,14.014943252045851
7432,Irx5,785.2857958991866,2.8158099047172676,0.0631710955376826,44.57434022238207,0.0,0.0,inf
14720,Vxn,46.18152660599667,2.8200368495167125,0.2762765064502077,10.20729878827014,1.839135656644029e-24,6.1067171760610195e-24,23.214192193270932
11469,Rhbdl3,998.8804330248933,2.8243480859855965,0.0842819098031874,33.51072718429052,3.363456579339002e-246,1.2113906376120491e-244,243.91671578716037
8345,Mapk10,888.1175389547678,2.8304465644784833,0.100021759690427,28.29830802056347,3.625599666352178e-176,8.144744373485508e-175,174.08912254167183
8369,Mapt,261.38770627880467,2.8377016287970815,0.1479796807376797,19.176292411573797,5.839908092647772e-82,5.3927955575354755e-81,80.26818604363122
1072,Alk,1293.8634719168524,2.84702318581934,0.072579061672469,39.2265085854545,0.0,0.0,inf
4764,Fgfr2,6122.180767417346,2.8477966353467505,0.0424986603278793,67.00909189550568,0.0,0.0,inf
12040,Serping1,130.49499614913404,2.8581813547767956,0.1532494209395403,18.650519768713515,1.2505562803268642e-77,1.0979855848141353e-76,75.9594033615952
5872,Gm29684,31.1319105982063,2.8591229424202287,0.2859934226293874,9.997163277860777,1.5682505019506797e-23,5.082244789515741e-23,22.29394442071509
14077,Trim9,1800.9434170537388,2.862995648097147,0.0775982567925239,36.89510262778194,5.537013659591244e-298,2.6446480934718427e-296,295.57763210859326
11402,Ret,233.6260969902705,2.86437807770588,0.1448931055142276,19.768905273581947,5.515989146513545e-87,5.3683197192056275e-86,85.27016162693893
1709,B430319H21Rik,35.45604083479972,2.8674909125808243,0.2535883141715943,11.307661876881657,1.2025132124609273e-29,4.579639989458041e-29,28.339168661021695
5037,Galnt18,3702.342589086537,2.8695479650771696,0.0984279305356554,29.153797600546703,7.477552112524766e-187,1.836614579789904e-185,184.73598197239997
8159,Lrrtm1,38.57385733191041,2.8736976738111535,0.2454308901065993,11.708785607887435,1.149136902723391e-31,4.589156712368201e-31,30.33826711158957
7613,Kcnk10,462.8809905003552,2.8754316817205425,0.0776289673976111,37.04070501147782,2.5347061070596084e-300,1.2257396542020657e-298,297.91160176370846
678,Abcd2,221.18152992263424,2.8789542387572125,0.1283045815334508,22.43843676000477,1.6597716661498925e-111,2.1135878239249202e-110,109.6749797016303
101,1700108F19Rik,31.05780950762387,2.885007937335313,0.278941966171511,10.34268158689836,4.5171727134145045e-25,1.5226942894752086e-24,23.81738728098504
13623,Tlx3,25.759130014450477,2.891926735976655,0.3238484976354046,8.929875411163543,4.264888308478193e-19,1.2269062493051705e-18,17.91118862143353
5522,Gm15966,110.81575502671384,2.89194728618478,0.21538591495917,13.4268171005193,4.21126342073547e-41,2.053123180906931e-40,39.68758499355035
9621,Ntrk2,1985.1857031640127,2.8998353105966737,0.1323638215938015,21.908065781718637,2.176303373231129e-106,2.6249228642320756e-105,104.58088345421253
4867,Foxd3,19.905569958630377,2.913748056901576,0.3708150237106561,7.857686098433675,3.912944022378505e-15,9.991878608222e-15,14.000352850864864
13211,Syt11,1103.5068014480687,2.915184294288277,0.0607071227881445,48.02046548082462,0.0,0.0,inf
6173,Gm44593,96.30708559669849,2.929490868878598,0.192420064481848,15.224456330825891,2.4337330359586817e-52,1.4614637492141824e-51,50.83521195260316
6467,Gm973,213.48671343732033,2.9357711607770707,0.1189158462518027,24.68780447107624,1.446031468246401e-134,2.3212767819636895e-133,132.6342730725071
10600,Pou2f2,1119.6669364703337,2.93799758210545,0.1431898427294933,20.51819826114174,1.48100182495744e-93,1.5523019128166333e-92,91.80902380735712
9496,Npas3,26995.151009554185,2.9513168142287514,0.0462747764649819,63.77808905164856,0.0,0.0,inf
